"""Plant"""STR:0PLANT|"""Material"""MAT:0MATERIAL|"""Calendar Day"""CALDAY:0CALDAY|"""Sal Qty"""SALEQTY:0CPBAINSABU|"""Sal Ret Val"""SALERET:0RTBAINSASV|"""Sal Ret with Tax"""GROSSVAL:0RTBAINSAST|"""Sal Cost Val"""COSTVAL:0CPBAINSAPV|"""Net Margin"""NETMARGIN:0RTBAINSASV
SM12|000000000001008699|20200219|12.962 |751.81 |751.81 |431.00 |320.81 
SM13|000000000001008699|20200219|79.834 |1702.19 |1702.19 |1275.03 |427.16 
SM14|000000000001008699|20200219|69.316 |1524.94 |1524.94 |1104.18 |420.76 
SM15|000000000001008699|20200219|8.412 |251.97 |251.97 |186.06 |65.91 
SM16|000000000001008699|20200219|85.296 |1876.55 |1876.55 |1364.80 |511.75 
SM17|000000000001008699|20200219|79.880 |1757.30 |1757.30 |1274.85 |482.45 
SM18|000000000001008699|20200219|48.454 |1830.63 |1830.63 |1246.18 |584.45 
SM20|000000000001008699|20200219|14.122 |486.65 |486.65 |333.44 |153.21 
SM22|000000000001008699|20200219|34.262 |1987.18 |1987.18 |1199.17 |788.01 
SM23|000000000001008699|20200219|5.736 |298.26 |298.26 |184.87 |113.39 
SM24|000000000001008699|20200219|23.410 |913.01 |913.01 |588.53 |324.48 
SM25|000000000001008699|20200219|94.202 |2022.72 |2022.72 |1502.43 |520.29 
SM26|000000000001008699|20200219|13.466 |403.98 |403.98 |306.20 |97.78 
SM27|000000000001008699|20200219|13.176 |645.64 |645.64 |420.02 |225.62 
SM28|000000000001008699|20200219|58.396 |2277.43 |2277.43 |1476.89 |800.54 
SM31|000000000001008699|20200219|38.282 |2296.92 |2296.92 |1339.95 |956.97 
SM32|000000000001008699|20200219|16.564 |496.92 |496.92 |370.20 |126.72 
SM34|000000000001008699|20200219|25.086 |551.91 |551.91 |400.11 |151.80 
SM35|000000000001008699|20200219|46.532 |1023.68 |1023.68 |740.78 |282.90 
SM36|000000000001008699|20200219|24.832 |1364.63 |1364.63 |853.69 |510.94 
SM37|000000000001008699|20200219|6.436 |334.68 |334.68 |225.26 |109.42 
SM38|000000000001008699|20200219|14.855 |579.32 |579.32 |374.64 |204.68 
SM39|000000000001008699|20200219|21.872 |853.02 |853.02 |575.88 |277.14 
SM40|000000000001008699|20200219|3.460 |134.94 |134.94 |100.17 |34.77 
SM44|000000000001008699|20200219|27.304 |1064.88 |1064.88 |692.97 |371.91 
SM46|000000000001008699|20200219|54.778 |1205.11 |1205.11 |875.32 |329.79 
SM47|000000000001008699|20200219|85.688 |1885.12 |1885.12 |1367.55 |517.57 
SM49|000000000001008699|20200219|9.868 |296.04 |296.04 |221.62 |74.42 
ST02|000000000001008699|20200219|97.236 |2128.79 |2128.79 |1543.19 |585.60 
ST04|000000000001008699|20200219|206.709 |7699.82 |7699.82 |5252.12 |2447.70 
ST05|000000000001008699|20200219|31.146 |1082.10 |1082.10 |822.82 |259.28 
ST06|000000000001008699|20200219|38.024 |833.57 |833.57 |603.43 |230.14 
ST10|000000000001008699|20200219|29.013 |1514.28 |1514.28 |906.39 |607.89 
ST13|000000000001008699|20200219|19.514 |956.24 |956.24 |661.75 |294.49 
ST14|000000000001008699|20200219|14.894 |863.83 |863.83 |521.29 |342.54 
ST16|000000000001008699|20200219|95.872 |5144.52 |5144.52 |3116.45 |2028.07 
ST17|000000000001008699|20200219|106.998 |2280.17 |2280.17 |1694.84 |585.33 
ST18|000000000001008699|20200219|40.498 |1376.98 |1376.98 |978.82 |398.16 
T001|000000000001008699|20200219|54.860 |3785.33 |3785.33 |3016.16 |769.17 
T012|000000000001008699|20200219|3.206 |183.92 |183.92 |148.66 |35.26 
T020|000000000001008699|20200219|3.186 |210.27 |210.27 |175.09 |35.18 
T021|000000000001008699|20200219|11.226 |662.34 |662.34 |535.58 |126.76 
T022|000000000001008699|20200219|0.696 |41.76 |41.76 |30.96 |10.80 
T023|000000000001008699|20200219|6.180 |302.85 |302.85 |199.99 |102.86 
T024|000000000001008699|20200219|13.750 |948.71 |948.71 |755.86 |192.85 
FL01|000000000001008700|20200219|41.360 |1235.70 |1235.70 |650.59 |585.11 
FL02|000000000001008700|20200219|28.800 |869.40 |869.40 |1182.24 |312.84-
FL03|000000000001008700|20200219|46.930 |1367.90 |1367.90 |440.21 |927.69 
FL04|000000000001008700|20200219|15.670 |461.10 |461.10 |152.31 |308.79 
FL05|000000000001008700|20200219|2.000 |80.70 |80.70 |10.00 |70.70 
FL09|000000000001008700|20200219|7.440 |256.20 |256.20 |37.20 |219.00 
FL10|000000000001008700|20200219|3.240 |107.50 |107.50 |73.13 |34.37 
FL12|000000000001008700|20200219|1.050 |2.00 |2.00 |22.16 |20.16-
FL18|000000000001008700|20200219|59.520 |1926.10 |1926.10 |3997.36 |2071.26-
FL19|000000000001008700|20200219|5.140 |175.00 |175.00 |117.19 |57.81 
SM01|000000000001008700|20200219|381.393 |11403.63 |11403.63 |9691.22 |1712.41 
SM02|000000000001008700|20200219|379.030 |10816.01 |10816.01 |8339.02 |2476.99 
SM03|000000000001008700|20200219|249.746 |7470.69 |7470.69 |7222.65 |248.04 
SM04|000000000001008700|20200219|270.588 |8090.52 |8090.52 |7817.35 |273.17 
SM06|000000000001008700|20200219|206.376 |6170.65 |6170.65 |5289.45 |881.20 
SM08|000000000001008700|20200219|256.356 |7664.93 |7664.93 |6639.65 |1025.28 
SM09|000000000001008700|20200219|205.566 |6146.38 |6146.38 |5965.57 |180.81 
SM11|000000000001008700|20200219|205.856 |5558.08 |5558.08 |4524.71 |1033.37 
SM12|000000000001008700|20200219|99.429 |3281.19 |3281.19 |2418.10 |863.09 
SM13|000000000001008700|20200219|320.010 |9542.52 |9542.52 |8138.98 |1403.54 
SM14|000000000001008700|20200219|209.552 |6265.58 |6265.58 |5324.73 |940.85 
SM15|000000000001008700|20200219|72.420 |2317.41 |2317.41 |1850.33 |467.08 
SM16|000000000001008700|20200219|203.738 |6091.78 |6091.78 |5890.04 |201.74 
SM17|000000000001008700|20200219|180.076 |5384.28 |5384.28 |4575.72 |808.56 
SM18|000000000001008700|20200219|245.226 |7474.25 |7474.25 |5389.94 |2084.31 
SM20|000000000001008700|20200219|102.464 |3300.84 |3300.84 |2666.09 |634.75 
SM22|000000000001008700|20200219|227.622 |7511.54 |7511.54 |5490.19 |2021.35 
SM23|000000000001008700|20200219|75.840 |2275.20 |2275.20 |1836.89 |438.31 
SM24|000000000001008700|20200219|157.150 |4243.06 |4243.06 |3422.70 |820.36 
SM25|000000000001008700|20200219|361.146 |10796.58 |10796.58 |10545.51 |251.07 
SM26|000000000001008700|20200219|51.950 |1662.39 |1662.39 |1339.28 |323.11 
SM27|000000000001008700|20200219|25.464 |814.84 |814.84 |613.44 |201.40 
SM28|000000000001008700|20200219|241.417 |7242.51 |7242.51 |5279.88 |1962.63 
SM31|000000000001008700|20200219|205.062 |6972.13 |6972.13 |4954.35 |2017.78 
SM32|000000000001008700|20200219|98.502 |3152.06 |3152.06 |2448.77 |703.29 
SM34|000000000001008700|20200219|71.230 |2129.78 |2129.78 |1857.68 |272.10 
SM35|000000000001008700|20200219|177.476 |5306.52 |5306.52 |4534.51 |772.01 
SM36|000000000001008700|20200219|119.390 |3820.51 |3820.51 |2878.48 |942.03 
SM37|000000000001008700|20200219|102.350 |3070.50 |3070.50 |2500.42 |570.08 
SM38|000000000001008700|20200219|135.104 |3647.84 |3647.84 |2964.18 |683.66 
SM39|000000000001008700|20200219|83.278 |2498.34 |2498.34 |1817.97 |680.37 
SM40|000000000001008700|20200219|108.192 |2921.22 |2921.22 |2376.98 |544.24 
SM44|000000000001008700|20200219|174.142 |5050.07 |5050.07 |3817.23 |1232.84 
SM46|000000000001008700|20200219|164.172 |4908.78 |4908.78 |4186.43 |722.35 
SM47|000000000001008700|20200219|371.586 |11110.45 |11110.45 |9440.42 |1670.03 
SM49|000000000001008700|20200219|84.864 |2715.68 |2715.68 |2243.81 |471.87 
ST02|000000000001008700|20200219|397.432 |11871.97 |11871.97 |10098.49 |1773.48 
ST04|000000000001008700|20200219|1039.465 |30888.70 |30888.70 |22845.01 |8043.69 
ST05|000000000001008700|20200219|194.966 |5070.37 |5070.37 |4272.94 |797.43 
ST06|000000000001008700|20200219|192.045 |5738.76 |5738.76 |4920.17 |818.59 
ST10|000000000001008700|20200219|178.589 |5687.08 |5687.08 |4337.88 |1349.20 
ST13|000000000001008700|20200219|129.423 |3494.38 |3494.38 |3209.72 |284.66 
ST14|000000000001008700|20200219|127.454 |4205.99 |4205.99 |3084.36 |1121.63 
ST16|000000000001008700|20200219|294.902 |9275.34 |9275.34 |7135.65 |2139.69 
ST17|000000000001008700|20200219|285.124 |8525.59 |8525.59 |8240.10 |285.49 
ST18|000000000001008700|20200219|252.896 |8092.68 |8092.68 |6281.95 |1810.73 
T001|000000000001008700|20200219|333.084 |10658.67 |10658.67 |8766.79 |1891.88 
T012|000000000001008700|20200219|42.970 |1375.03 |1375.03 |1246.12 |128.91 
T020|000000000001008700|20200219|40.280 |1208.40 |1208.40 |1015.06 |193.34 
T021|000000000001008700|20200219|81.232 |2761.88 |2761.88 |2348.39 |413.49 
T023|000000000001008700|20200219|33.650 |908.54 |908.54 |834.18 |74.36 
T024|000000000001008700|20200219|73.348 |2347.16 |2347.16 |1740.55 |606.61 
T001|000000000001008701|20200219|24.902 |498.04 |498.04 |425.32 |72.72 
T020|000000000001008701|20200219|27.370 |547.40 |547.40 |465.30 |82.10 
T024|000000000001008701|20200219|40.220 |804.40 |804.40 |684.94 |119.46 
T012|000000000001008702|20200219|23.632 |212.70 |212.70 |140.13 |72.57 
T021|000000000001008702|20200219|87.300 |698.40 |698.40 |523.78 |174.62 
T022|000000000001008702|20200219|12.038 |96.31 |96.31 |72.23 |24.08 
FL10|000000000001008703|20200219|1.030 |24.39 |24.39 |20.33 |4.06 
ST02|000000000001008703|20200219|1.032 |19.76 |19.76 |19.00 |0.76 
ST13|000000000001008703|20200219|125.636 |3392.18 |3392.18 |3298.06 |94.12 
T001|000000000001008703|20200219|613.304 |11039.42 |11039.42 |10266.69 |772.73 
T020|000000000001008703|20200219|56.286 |1013.14 |1013.14 |900.59 |112.55 
T023|000000000001008703|20200219|14.410 |389.06 |389.06 |374.64 |14.42 
T024|000000000001008703|20200219|55.064 |991.14 |991.14 |881.04 |110.10 
DC13|000000000001008704|20200219|21.000 |585.60 |585.60 |367.54 |218.06 
FL01|000000000001008704|20200219|25.900 |690.50 |690.50 |514.63 |175.87 
FL02|000000000001008704|20200219|7.840 |212.50 |212.50 |161.11 |51.39 
FL03|000000000001008704|20200219|21.120 |576.00 |576.00 |314.05 |261.95 
FL04|000000000001008704|20200219|9.170 |256.70 |256.70 |159.19 |97.51 
FL05|000000000001008704|20200219|4.620 |258.50 |258.50 |135.14 |123.36 
FL06|000000000001008704|20200219|1.830 |97.30 |97.30 |77.56 |19.74 
FL09|000000000001008704|20200219|3.070 |173.20 |173.20 |123.78 |49.42 
FL10|000000000001008704|20200219|0.540 |28.00 |28.00 |21.51 |6.49 
FL12|000000000001008704|20200219|0.270 |15.00 |15.00 |10.65 |4.35 
SM01|000000000001008704|20200219|82.178 |4100.70 |4100.70 |2959.19 |1141.51 
SM02|000000000001008704|20200219|85.350 |2308.38 |2308.38 |1535.48 |772.90 
SM03|000000000001008704|20200219|57.608 |2874.62 |2874.62 |2080.27 |794.35 
SM04|000000000001008704|20200219|19.282 |962.18 |962.18 |704.40 |257.78 
SM06|000000000001008704|20200219|58.084 |2898.38 |2898.38 |2124.71 |773.67 
SM08|000000000001008704|20200219|71.954 |3590.50 |3590.50 |2624.21 |966.29 
SM09|000000000001008704|20200219|60.538 |3020.85 |3020.85 |2216.30 |804.55 
SM11|000000000001008704|20200219|83.272 |2165.08 |2165.08 |1472.20 |692.88 
SM12|000000000001008704|20200219|75.650 |2042.56 |2042.56 |1787.62 |254.94 
SM13|000000000001008704|20200219|75.402 |3721.82 |3721.82 |2746.90 |974.92 
SM14|000000000001008704|20200219|35.370 |1764.97 |1764.97 |1273.36 |491.61 
SM15|000000000001008704|20200219|5.480 |213.70 |213.70 |161.12 |52.58 
SM16|000000000001008704|20200219|52.558 |2622.68 |2622.68 |1917.85 |704.83 
SM17|000000000001008704|20200219|16.288 |812.76 |812.76 |586.85 |225.91 
SM18|000000000001008704|20200219|103.746 |3075.43 |3075.43 |1830.05 |1245.38 
SM20|000000000001008704|20200219|6.334 |243.77 |243.77 |178.48 |65.29 
SM22|000000000001008704|20200219|159.662 |4310.84 |4310.84 |3512.55 |798.29 
SM23|000000000001008704|20200219|49.806 |1344.81 |1344.81 |1145.51 |199.30 
SM24|000000000001008704|20200219|71.738 |1865.15 |1865.15 |1280.52 |584.63 
SM25|000000000001008704|20200219|82.514 |4140.14 |4140.14 |2973.02 |1167.12 
SM26|000000000001008704|20200219|5.888 |229.63 |229.63 |168.45 |61.18 
SM27|000000000001008704|20200219|37.186 |1075.89 |1075.89 |862.72 |213.17 
SM28|000000000001008704|20200219|79.070 |2540.04 |2540.04 |1391.65 |1148.39 
SM31|000000000001008704|20200219|143.616 |3877.72 |3877.72 |3395.09 |482.63 
SM32|000000000001008704|20200219|3.802 |148.28 |148.28 |111.51 |36.77 
SM34|000000000001008704|20200219|14.918 |744.41 |744.41 |573.60 |170.81 
SM35|000000000001008704|20200219|23.800 |1187.63 |1187.63 |860.12 |327.51 
SM36|000000000001008704|20200219|85.756 |2330.30 |2330.30 |1985.28 |345.02 
SM37|000000000001008704|20200219|61.268 |1654.23 |1654.23 |1409.17 |245.06 
SM38|000000000001008704|20200219|37.294 |969.65 |969.65 |672.77 |296.88 
SM39|000000000001008704|20200219|44.770 |1343.10 |1343.10 |817.97 |525.13 
SM40|000000000001008704|20200219|3.216 |83.62 |83.62 |57.77 |25.85 
SM44|000000000001008704|20200219|68.812 |1926.76 |1926.76 |1225.57 |701.19 
SM46|000000000001008704|20200219|49.808 |2485.46 |2485.46 |1841.40 |644.06 
SM47|000000000001008704|20200219|102.916 |5135.56 |5135.56 |3734.85 |1400.71 
SM49|000000000001008704|20200219|2.724 |106.23 |106.23 |81.72 |24.51 
ST02|000000000001008704|20200219|73.984 |3685.18 |3685.18 |2680.47 |1004.71 
ST04|000000000001008704|20200219|243.171 |7019.14 |7019.14 |4301.22 |2717.92 
ST05|000000000001008704|20200219|45.414 |1045.54 |1045.54 |814.59 |230.95 
ST06|000000000001008704|20200219|35.002 |1743.39 |1743.39 |1276.88 |466.51 
ST10|000000000001008704|20200219|127.326 |3437.92 |3437.92 |2844.47 |593.45 
ST13|000000000001008704|20200219|21.812 |916.10 |916.10 |674.42 |241.68 
ST14|000000000001008704|20200219|115.488 |3118.14 |3118.14 |2735.90 |382.24 
ST16|000000000001008704|20200219|212.234 |5730.34 |5730.34 |4953.59 |776.75 
ST17|000000000001008704|20200219|91.396 |4505.16 |4505.16 |3329.56 |1175.60 
ST18|000000000001008704|20200219|64.190 |2503.43 |2503.43 |1873.70 |629.73 
T001|000000000001008704|20200219|369.276 |7016.22 |7016.22 |5668.42 |1347.80 
T012|000000000001008704|20200219|21.866 |393.58 |393.58 |345.95 |47.63 
T020|000000000001008704|20200219|46.084 |875.60 |875.60 |710.60 |165.00 
T021|000000000001008704|20200219|130.948 |2357.07 |2357.07 |1981.29 |375.78 
T022|000000000001008704|20200219|12.210 |219.77 |219.77 |194.52 |25.25 
T023|000000000001008704|20200219|23.786 |998.99 |998.99 |713.58 |285.41 
T024|000000000001008704|20200219|89.130 |1693.48 |1693.48 |1358.32 |335.16 
FL02|000000000001008705|20200219|1.810 |67.80 |67.80 |67.51 |0.29 
FL03|000000000001008705|20200219|4.700 |175.30 |175.30 |226.68 |51.38-
FL04|000000000001008705|20200219|1.320 |50.10 |50.10 |30.02 |20.08 
FL05|000000000001008705|20200219|11.300 |477.30 |477.30 |385.56 |91.74 
FL06|000000000001008705|20200219|5.310 |232.70 |232.70 |112.73 |119.97 
FL09|000000000001008705|20200219|1.020 |48.20 |48.20 |33.30 |14.90 
FL10|000000000001008705|20200219|4.700 |201.70 |201.70 |138.65 |63.05 
FL12|000000000001008705|20200219|0.800 |35.70 |35.70 |4.00 |31.70 
FL19|000000000001008705|20200219|2.800 |187.50 |187.50 |121.88 |65.62 
SM01|000000000001008705|20200219|60.410 |2718.45 |2718.45 |2259.35 |459.10 
SM02|000000000001008705|20200219|6.098 |271.89 |271.89 |134.54 |137.35 
SM03|000000000001008705|20200219|67.152 |3021.84 |3021.84 |1869.48 |1152.36 
SM04|000000000001008705|20200219|115.088 |5179.03 |5179.03 |3209.86 |1969.17 
SM06|000000000001008705|20200219|40.024 |1801.08 |1801.08 |1109.10 |691.98 
SM08|000000000001008705|20200219|73.245 |3296.11 |3296.11 |2031.08 |1265.03 
SM09|000000000001008705|20200219|61.827 |2782.37 |2782.37 |1726.83 |1055.54 
SM11|000000000001008705|20200219|5.996 |237.51 |237.51 |132.03 |105.48 
SM12|000000000001008705|20200219|1.858 |111.48 |111.48 |74.84 |36.64 
SM13|000000000001008705|20200219|56.671 |2534.11 |2534.11 |1586.80 |947.31 
SM14|000000000001008705|20200219|34.676 |1560.42 |1560.42 |969.89 |590.53 
SM15|000000000001008705|20200219|8.008 |352.33 |352.33 |226.70 |125.63 
SM16|000000000001008705|20200219|37.930 |1706.85 |1706.85 |1061.69 |645.16 
SM17|000000000001008705|20200219|79.572 |3580.74 |3580.74 |2215.32 |1365.42 
SM18|000000000001008705|20200219|22.309 |1122.01 |1122.01 |493.13 |628.88 
SM20|000000000001008705|20200219|19.632 |853.39 |853.39 |553.05 |300.34 
SM24|000000000001008705|20200219|2.048 |96.25 |96.25 |45.05 |51.20 
SM25|000000000001008705|20200219|76.360 |3356.10 |3356.10 |2138.08 |1218.02 
SM26|000000000001008705|20200219|4.386 |192.99 |192.99 |123.86 |69.13 
SM28|000000000001008705|20200219|8.226 |419.51 |419.51 |182.45 |237.06 
SM31|000000000001008705|20200219|2.286 |137.16 |137.16 |91.44 |45.72 
SM32|000000000001008705|20200219|4.040 |177.76 |177.76 |113.85 |63.91 
SM34|000000000001008705|20200219|11.580 |521.10 |521.10 |321.11 |199.99 
SM35|000000000001008705|20200219|29.510 |1327.95 |1327.95 |815.63 |512.32 
SM36|000000000001008705|20200219|3.344 |200.64 |200.64 |135.34 |65.30 
SM38|000000000001008705|20200219|0.588 |27.63 |27.63 |13.11 |14.52 
SM39|000000000001008705|20200219|2.220 |113.22 |113.22 |50.19 |63.03 
SM40|000000000001008705|20200219|1.158 |54.42 |54.42 |27.53 |26.89 
SM44|000000000001008705|20200219|1.726 |84.58 |84.58 |38.23 |46.35 
SM46|000000000001008705|20200219|26.086 |1173.87 |1173.87 |728.55 |445.32 
SM47|000000000001008705|20200219|79.894 |3595.23 |3595.23 |2237.00 |1358.23 
SM49|000000000001008705|20200219|13.884 |610.90 |610.90 |392.09 |218.81 
ST02|000000000001008705|20200219|67.158 |2945.19 |2945.19 |1850.86 |1094.33 
ST05|000000000001008705|20200219|7.610 |258.96 |258.96 |170.17 |88.79 
ST06|000000000001008705|20200219|43.168 |1929.91 |1929.91 |1208.29 |721.62 
ST10|000000000001008705|20200219|5.313 |267.24 |267.24 |209.65 |57.59 
ST14|000000000001008705|20200219|4.116 |246.96 |246.96 |164.64 |82.32 
ST17|000000000001008705|20200219|80.938 |3458.73 |3458.73 |2241.20 |1217.53 
ST18|000000000001008705|20200219|54.346 |2391.24 |2391.24 |1533.13 |858.11 
T012|000000000001008706|20200219|33.830 |405.97 |405.97 |317.32 |88.65 
T021|000000000001008706|20200219|74.602 |895.19 |895.19 |684.14 |211.05 
T022|000000000001008706|20200219|12.246 |146.95 |146.95 |110.20 |36.75 
FL05|000000000001008707|20200219|0.110 |7.90 |7.90 |13.09 |5.19-
FL06|000000000001008707|20200219|0.110 |8.00 |8.00 |15.51 |7.51-
FL09|000000000001008707|20200219|0.850 |63.80 |63.80 |4.25 |59.55 
FL10|000000000001008707|20200219|0.100 |8.00 |8.00 |4.85 |3.15 
SM01|000000000001008707|20200219|3.884 |435.03 |435.03 |176.50 |258.53 
SM04|000000000001008707|20200219|6.249 |699.87 |699.87 |285.89 |413.98 
SM13|000000000001008707|20200219|4.683 |470.48 |470.48 |212.43 |258.05 
SM25|000000000001008707|20200219|6.564 |728.07 |728.07 |299.17 |428.90 
SM46|000000000001008707|20200219|1.994 |223.34 |223.34 |91.74 |131.60 
SM47|000000000001008707|20200219|3.898 |436.58 |436.58 |177.08 |259.50 
ST02|000000000001008707|20200219|5.620 |622.72 |622.72 |255.82 |366.90 
ST17|000000000001008707|20200219|3.924 |432.33 |432.33 |177.35 |254.98 
T001|000000000001008707|20200219|4.124 |202.08 |202.08 |136.28 |65.80 
T020|000000000001008707|20200219|1.570 |76.93 |76.93 |58.58 |18.35 
T024|000000000001008707|20200219|0.690 |33.81 |33.81 |24.75 |9.06 
DC13|000000000001008708|20200219|1.000 |27.00 |27.00 |28.00 |1.00-
FL01|000000000001008708|20200219|5.050 |296.30 |296.30 |139.53 |156.77 
FL02|000000000001008708|20200219|2.040 |115.10 |115.10 |141.86 |26.76-
FL03|000000000001008708|20200219|2.930 |167.80 |167.80 |72.22 |95.58 
FL04|000000000001008708|20200219|1.740 |100.10 |100.10 |131.18 |31.08-
FL05|000000000001008708|20200219|4.740 |143.30 |143.30 |283.07 |139.77-
FL06|000000000001008708|20200219|1.220 |35.80 |35.80 |75.40 |39.60-
FL09|000000000001008708|20200219|1.350 |40.10 |40.10 |67.84 |27.74-
FL10|000000000001008708|20200219|0.850 |26.40 |26.40 |4.25 |22.15 
FL12|000000000001008708|20200219|0.710 |20.70 |20.70 |21.40 |0.70-
FL18|000000000001008708|20200219|4.000 |224.40 |224.40 |131.72 |92.68 
FL19|000000000001008708|20200219|0.360 |21.10 |21.10 |12.99 |8.11 
SM01|000000000001008708|20200219|20.810 |749.19 |749.19 |351.28 |397.91 
SM02|000000000001008708|20200219|9.086 |558.24 |558.24 |291.34 |266.90 
SM03|000000000001008708|20200219|23.104 |831.74 |831.74 |388.15 |443.59 
SM04|000000000001008708|20200219|27.768 |999.61 |999.61 |466.79 |532.82 
SM06|000000000001008708|20200219|19.278 |694.04 |694.04 |324.02 |370.02 
SM08|000000000001008708|20200219|22.171 |798.17 |798.17 |372.73 |425.44 
SM09|000000000001008708|20200219|10.811 |389.19 |389.19 |181.63 |207.56 
SM11|000000000001008708|20200219|4.994 |344.62 |344.62 |163.11 |181.51 
SM12|000000000001008708|20200219|3.340 |217.10 |217.10 |110.87 |106.23 
SM13|000000000001008708|20200219|13.643 |465.96 |465.96 |229.18 |236.78 
SM14|000000000001008708|20200219|15.062 |542.22 |542.22 |253.21 |289.01 
SM15|000000000001008708|20200219|1.744 |73.25 |73.25 |36.71 |36.54 
SM16|000000000001008708|20200219|16.110 |579.95 |579.95 |270.65 |309.30 
SM17|000000000001008708|20200219|8.130 |292.68 |292.68 |137.24 |155.44 
SM18|000000000001008708|20200219|8.228 |540.12 |540.12 |267.74 |272.38 
SM20|000000000001008708|20200219|8.216 |345.07 |345.07 |188.31 |156.76 
SM22|000000000001008708|20200219|9.174 |596.31 |596.31 |302.56 |293.75 
SM23|000000000001008708|20200219|2.842 |184.73 |184.73 |94.08 |90.65 
SM24|000000000001008708|20200219|8.726 |602.10 |602.10 |286.57 |315.53 
SM25|000000000001008708|20200219|29.074 |1024.12 |1024.12 |488.41 |535.71 
SM26|000000000001008708|20200219|6.222 |261.34 |261.34 |140.88 |120.46 
SM27|000000000001008708|20200219|2.260 |122.05 |122.05 |72.84 |49.21 
SM28|000000000001008708|20200219|7.930 |547.19 |547.19 |255.59 |291.60 
SM31|000000000001008708|20200219|11.036 |717.37 |717.37 |367.40 |349.97 
SM32|000000000001008708|20200219|3.611 |151.66 |151.66 |77.21 |74.45 
SM34|000000000001008708|20200219|7.296 |262.62 |262.62 |123.81 |138.81 
SM35|000000000001008708|20200219|15.212 |547.63 |547.63 |257.40 |290.23 
SM36|000000000001008708|20200219|5.126 |333.19 |333.19 |169.64 |163.55 
SM37|000000000001008708|20200219|8.336 |541.84 |541.84 |277.73 |264.11 
SM38|000000000001008708|20200219|3.798 |262.04 |262.04 |123.54 |138.50 
SM39|000000000001008708|20200219|3.120 |215.28 |215.28 |93.40 |121.88 
SM40|000000000001008708|20200219|1.266 |87.35 |87.35 |38.64 |48.71 
SM44|000000000001008708|20200219|3.916 |270.19 |270.19 |124.73 |145.46 
SM46|000000000001008708|20200219|10.422 |375.18 |375.18 |175.28 |199.90 
SM47|000000000001008708|20200219|13.936 |501.71 |501.71 |234.55 |267.16 
SM49|000000000001008708|20200219|8.766 |368.16 |368.16 |187.86 |180.30 
ST02|000000000001008708|20200219|26.196 |927.37 |927.37 |443.27 |484.10 
ST04|000000000001008708|20200219|46.626 |3037.76 |3037.76 |1513.78 |1523.98 
ST05|000000000001008708|20200219|4.542 |211.74 |211.74 |147.80 |63.94 
ST06|000000000001008708|20200219|20.524 |725.91 |725.91 |345.62 |380.29 
ST10|000000000001008708|20200219|8.131 |517.30 |517.30 |267.31 |249.99 
ST13|000000000001008708|20200219|13.810 |814.78 |814.78 |662.45 |152.33 
ST14|000000000001008708|20200219|5.660 |367.90 |367.90 |188.66 |179.24 
ST16|000000000001008708|20200219|15.768 |911.20 |911.20 |524.19 |387.01 
ST17|000000000001008708|20200219|28.262 |930.16 |930.16 |478.44 |451.72 
ST18|000000000001008708|20200219|25.250 |1060.47 |1060.47 |583.26 |477.21 
T001|000000000001008708|20200219|9.758 |536.69 |536.69 |291.60 |245.09 
T012|000000000001008708|20200219|1.400 |77.00 |77.00 |49.22 |27.78 
