"""Plant"""STR;0PLANT|"""Material"""MAT;0MATERIAL|"""Calday"""CALDAY;0CALDAY|"""R001/B001 Stock"""STOCK;ZSTOCK
FL18|000000000001008780|20200215|0.790-
FL08|000000000001008716|20200215|1.630-
FL08|000000000001008722|20200215|0.260-
FL08|000000000001008760|20200215|1.830-
FL08|000000000001013375|20200215|1.290-
FL08|000000000001018612|20200215|3.940-
FL18|000000000001034289|20200215|1.330 
FL18|000000000001036515|20200215|5.150-
FL08|000000000001036527|20200215|9.560-
FL08|000000000001059050|20200215|0.100-
FL09|000000000001008705|20200215|30.740-
FL09|000000000001008725|20200215|3.990-
FL09|000000000001008753|20200215|5.280-
FL09|000000000001008821|20200215|1.650-
FL09|000000000001008822|20200215|0.800-
FL09|000000000001008899|20200215|0.970 
FL09|000000000001008941|20200215|0.240-
FL18|000000000001172641|20200215|7.240-
FL09|000000000001172641|20200215|3.120-
FL19|000000000001008727|20200215|0.050-
FL19|000000000001008742|20200215|8.370-
FL19|000000000001008821|20200215|0.160-
FL19|000000000001034289|20200215|0.240-
FL19|000000000001036515|20200215|0.200-
FL05|000000000001350328|20200215|1.000 
FL10|000000000001008700|20200215|81.270-
FL10|000000000001008708|20200215|13.150-
FL10|000000000001008737|20200215|0.160 
FL10|000000000001008741|20200215|4.730-
FL10|000000000001008762|20200215|13.400-
HB02|000000000001008828|20200215|5.800 
HB02|000000000001008880|20200215|74.554 
HB02|000000000001259970|20200215|16.470 
FL06|000000000001008765|20200215|4.860-
FL06|000000000001008780|20200215|2.250-
FL06|000000000001008884|20200215|0.510-
FL06|000000000001008888|20200215|0.490-
FL10|000000000001018826|20200215|3.340-
FL10|000000000001043321|20200215|26.860-
HB02|000000000001347215|20200215|85.000 
HB04|000000000001008747|20200215|5.000 
HB04|000000000001034290|20200215|50.000 
HB04|000000000001228347|20200215|15.600 
HB04|000000000001267129|20200215|10.000 
FL06|000000000001018827|20200215|6.680-
FL06|000000000001036516|20200215|0.060 
FL10|000000000001325500|20200215|2.000-
SD23|000000000001008772|20200215|2.000-
SD23|000000000001008864|20200215|9.000 
SM01|000000000001008707|20200215|10.014 
SM01|000000000001008717|20200215|4.926 
SM01|000000000001008742|20200215|32.450 
SM01|000000000001008753|20200215|96.454 
SM01|000000000001008904|20200215|1.900 
FL06|000000000001283326|20200215|0.070-
FL06|000000000001306037|20200215|2.000 
FL11|000000000001008763|20200215|0.950-
FL11|000000000001008788|20200215|0.230-
FL11|000000000001008898|20200215|0.030-
FL06|000000000001325781|20200215|1.000 
FL11|000000000001008934|20200215|1.100 
FL11|000000000001013375|20200215|0.220-
FL11|000000000001018598|20200215|4.000 
FL11|000000000001043321|20200215|1.240-
FL12|000000000001008708|20200215|7.740-
FL12|000000000001008726|20200215|1.240-
SD23|000000000001036562|20200215|2.000-
SM01|000000000001018598|20200215|167.000 
SM01|000000000001018683|20200215|260.000 
SM06|000000000001018245|20200215|1.768-
SM11|000000000001345059|20200215|2.000-
SM04|000000000001008730|20200215|0.562 
SM06|000000000001036546|20200215|74.000 
SM04|000000000001008815|20200215|3.162 
SM04|000000000001008821|20200215|2.443 
SM04|000000000001008902|20200215|10.600 
SM04|000000000001018683|20200215|66.000 
SM04|000000000001026259|20200215|18.000-
SM04|000000000001036528|20200215|3.070 
SM06|000000000001008713|20200215|5.830 
SM06|000000000001008721|20200215|42.246 
SM06|000000000001008746|20200215|1.190-
SM06|000000000001008765|20200215|6.794 
SM06|000000000001008799|20200215|1.876 
SM06|000000000001008817|20200215|7.892 
SM06|000000000001008888|20200215|48.264 
SM06|000000000001008890|20200215|23.000 
SM06|000000000001008918|20200215|0.678 
FL01|000000000001008719|20200215|119.610-
FL01|000000000001008726|20200215|7.800-
FL01|000000000001008740|20200215|52.840 
FL01|000000000001008909|20200215|16.310 
FL02|000000000001008726|20200215|2.950-
FL02|000000000001008727|20200215|0.330-
FL02|000000000001008756|20200215|3.370-
FL02|000000000001008760|20200215|0.770-
FL02|000000000001008788|20200215|11.440-
FL02|000000000001008815|20200215|0.240-
FL01|000000000001013386|20200215|0.040-
FL01|000000000001018598|20200215|1745.000 
FL04|000000000001008704|20200215|47.630-
FL04|000000000001008902|20200215|0.620-
FL04|000000000001008932|20200215|18.920-
FL02|000000000001306420|20200215|1.000 
FL02|000000000001306462|20200215|5.000 
FL04|000000000001013615|20200215|0.010-
FL04|000000000001026389|20200215|1.000 
FL01|000000000001034290|20200215|9.980-
FL04|000000000001052169|20200215|23.000 
FL04|000000000001069494|20200215|0.070-
FL04|000000000001219388|20200215|8.000 
FL04|000000000001274778|20200215|0.555-
FL04|000000000001306072|20200215|2.000 
FL04|000000000001306075|20200215|1.000 
FL05|000000000001028699|20200215|29.000 
FL04|000000000001306438|20200215|2.000 
FL04|000000000001325412|20200215|0.250 
FL05|000000000001051964|20200215|1.000 
FL05|000000000001069484|20200215|0.030-
FL05|000000000001069494|20200215|0.440-
FL05|000000000001008756|20200215|0.310-
FL05|000000000001008783|20200215|14.820-
FL05|000000000001008911|20200215|10.060-
FL05|000000000001008930|20200215|0.020-
FL05|000000000001008939|20200215|1.400 
FL05|000000000001008944|20200215|1.850-
FL03|000000000001008725|20200215|6.150-
FL03|000000000001008740|20200215|18.210-
FL03|000000000001008821|20200215|5.440-
FL01|000000000001260302|20200215|1.000 
FL02|000000000001008922|20200215|0.330 
FL02|000000000001008940|20200215|0.130 
FL02|000000000001013393|20200215|0.741-
FL02|000000000001018245|20200215|2.264 
FL03|000000000001013373|20200215|0.270-
FL03|000000000001018680|20200215|2.290-
FL03|000000000001018823|20200215|44.620-
FL01|000000000001293440|20200215|208.000 
FL01|000000000001293529|20200215|1.000 
FL02|000000000001036515|20200215|0.130-
FL03|000000000001028375|20200215|2.960-
FL03|000000000001036534|20200215|6.090-
FL01|000000000001306031|20200215|39.000 
FL01|000000000001306462|20200215|7.000 
FL02|000000000001069494|20200215|1.190-
FL03|000000000001051951|20200215|5.000 
FL03|000000000001299095|20200215|1.000 
FL03|000000000001306848|20200215|1.000 
FL03|000000000001307023|20200215|1.000 
SM03|000000000001013386|20200215|5.732 
SM03|000000000001013393|20200215|28.182 
SM03|000000000001018598|20200215|18.000 
SM03|000000000001008729|20200215|2.340 
SM03|000000000001008746|20200215|0.830 
SM03|000000000001008793|20200215|0.500-
SM03|000000000001008871|20200215|3.388-
SM03|000000000001008946|20200215|2.000-
SM03|000000000001051952|20200215|1.000 
SM03|000000000001306667|20200215|5.000 
SM13|000000000001013393|20200215|161.852 
SM13|000000000001018826|20200215|10.311 
SM13|000000000001036528|20200215|1.750-
SM12|000000000001008763|20200215|7.850 
SM12|000000000001008932|20200215|118.023 
SM12|000000000001314631|20200215|20.000 
SM13|000000000001051953|20200215|4.000 
SM13|000000000001052169|20200215|279.000 
SM12|000000000001034289|20200215|10.460 
SM12|000000000001069475|20200215|0.702 
SM13|000000000001008713|20200215|32.225 
SM13|000000000001008821|20200215|8.497 
SM13|000000000001008887|20200215|70.042 
SM13|000000000001008890|20200215|15.744 
SM13|000000000001008899|20200215|14.276 
SM12|000000000001358048|20200215|53.000-
SM12|000000000001249609|20200215|7.000-
SM12|000000000001249611|20200215|6.000-
SM12|000000000001249633|20200215|7.000-
SM12|000000000001249640|20200215|12.000-
SM12|000000000001267129|20200215|50.000 
SM12|000000000001359557|20200215|1.000 
SM12|000000000001359559|20200215|1.000 
SM12|000000000001360191|20200215|11.000-
SM12|000000000001360208|20200215|1.000-
SM12|000000000001272822|20200215|1.255 
SM12|000000000001282454|20200215|25.000 
SM08|000000000001036530|20200215|514.099 
SM08|000000000001036561|20200215|198.000 
SM14|000000000001013393|20200215|20.812 
SM13|000000000001298357|20200215|8.000 
SM14|000000000001018598|20200215|63.000 
SM14|000000000001018823|20200215|37.572 
SM14|000000000001018827|20200215|1.851 
SM14|000000000001026389|20200215|12.000 
SM08|000000000001137057|20200215|36.380 
SM08|000000000001008742|20200215|1.390 
SM13|000000000001366004|20200215|1.000-
SM11|000000000001365660|20200215|1.000-
SM13|000000000001137057|20200215|60.643 
SM08|000000000001013393|20200215|5.120 
SM14|000000000001008791|20200215|0.866 
SM08|000000000001018685|20200215|14.000 
SM08|000000000001018826|20200215|38.228 
SM11|000000000001069475|20200215|55.130 
SM11|000000000001337958|20200215|3.000-
SM11|000000000001272833|20200215|3.000 
SM11|000000000001282463|20200215|31.000 
SM11|000000000001299095|20200215|49.000-
SM11|000000000001008704|20200215|124.572 
SM11|000000000001008705|20200215|8.204 
SM11|000000000001008729|20200215|5.336 
SM11|000000000001008745|20200215|12.260 
SM11|000000000001008750|20200215|24.914 
SM11|000000000001008756|20200215|9.590 
SM11|000000000001008757|20200215|1.660 
SM11|000000000001008759|20200215|5.596 
SM11|000000000001008760|20200215|9.122 
SM11|000000000001008766|20200215|10.808 
SM11|000000000001008914|20200215|51.000 
SM11|000000000001008918|20200215|7.454 
SM11|000000000001306074|20200215|9.000 
SM11|000000000001306438|20200215|1.000-
SM11|000000000001017921|20200215|17.000 
SM11|000000000001026389|20200215|21.000 
SM11|000000000001036518|20200215|10.200 
SM15|000000000001008700|20200215|57.407 
SM15|000000000001008718|20200215|4.068-
SM15|000000000001008735|20200215|7.306 
SM15|000000000001008782|20200215|1.128 
SM15|000000000001018342|20200215|6.570 
SM15|000000000001036546|20200215|120.000 
SM15|000000000001137057|20200215|14.094 
SM09|000000000001052169|20200215|32.000 
SM14|000000000001283328|20200215|383.106 
SM09|000000000001228347|20200215|0.946 
SM14|000000000001306849|20200215|1.000 
SM14|000000000001306854|20200215|1.000-
SM08|000000000001330711|20200215|3.563 
SM09|000000000001306037|20200215|4.000 
SM09|000000000001008703|20200215|2.484-
SM09|000000000001008719|20200215|200.310 
SM09|000000000001008902|20200215|0.431 
SM09|000000000001013386|20200215|3.961 
SM09|000000000001018685|20200215|24.000 
SM14|000000000001137057|20200215|13.378 
SM16|000000000001008828|20200215|8.316 
SM16|000000000001008932|20200215|18.006 
SM16|000000000001008934|20200215|34.434 
SM16|000000000001321513|20200215|2.000-
SM16|000000000001052014|20200215|1.000-
SM22|000000000001008727|20200215|18.792 
SM22|000000000001008735|20200215|0.800-
SM22|000000000001008914|20200215|25.000 
SM14|000000000001043321|20200215|6.328 
SM16|000000000001228341|20200215|55.874 
SM16|000000000001249470|20200215|3.968 
SM16|000000000001267129|20200215|63.000 
SM20|000000000001359555|20200215|1.000 
SM20|000000000001359562|20200215|2.000 
SM16|000000000001008700|20200215|100.523 
SM16|000000000001306037|20200215|10.000 
SM25|000000000001018823|20200215|189.836 
SM17|000000000001036528|20200215|2.882 
SM16|000000000001359553|20200215|2.000-
SM16|000000000001359559|20200215|1.000-
SM24|000000000001304248|20200215|3.257 
SM24|000000000001306037|20200215|13.000 
SM24|000000000001306038|20200215|1.813-
SM24|000000000001306438|20200215|5.000 
SM24|000000000001307023|20200215|3.000 
SM17|000000000001228340|20200215|8.800 
SM24|000000000001017925|20200215|7.000-
SM24|000000000001018626|20200215|4.000 
SM25|000000000001008700|20200215|728.630 
SM25|000000000001008743|20200215|167.176 
SM25|000000000001008828|20200215|32.992 
SM25|000000000001008864|20200215|28.000 
SM24|000000000001331143|20200215|4.000 
SM17|000000000001008726|20200215|5.698 
SM17|000000000001008743|20200215|144.946 
SM24|000000000001051944|20200215|1.000 
SM24|000000000001338524|20200215|4.000 
SM17|000000000001008778|20200215|1.292 
SM17|000000000001008861|20200215|3.000 
SM24|000000000001347450|20200215|7.000 
SM25|000000000001013393|20200215|276.534 
SM22|000000000001272822|20200215|5.620-
SM23|000000000001360152|20200215|1.000-
SM23|000000000001008739|20200215|4.468 
SM23|000000000001008750|20200215|73.599 
SM23|000000000001008753|20200215|6.678 
SM23|000000000001008821|20200215|1.944 
SM23|000000000001008866|20200215|3.000 
SM23|000000000001008944|20200215|16.466 
SM22|000000000001337933|20200215|1.000-
SM22|000000000001337946|20200215|19.000-
SM23|000000000001018612|20200215|12.440 
SM23|000000000001249600|20200215|6.000-
SM23|000000000001249634|20200215|7.000-
SM23|000000000001249640|20200215|4.000-
SM23|000000000001259773|20200215|42.000 
SM22|000000000001344065|20200215|31.000-
SM23|000000000001028375|20200215|3.314 
SM23|000000000001299216|20200215|1.000-
SM23|000000000001306035|20200215|1.000 
SM24|000000000001008716|20200215|10.685 
SM24|000000000001008733|20200215|16.335 
SM24|000000000001008743|20200215|40.838 
SM22|000000000001360151|20200215|21.000-
SM22|000000000001360160|20200215|320.000-
SM22|000000000001360170|20200215|42.000-
SM22|000000000001052014|20200215|20.000 
SM23|000000000001337947|20200215|8.000 
SM22|000000000001306852|20200215|14.000 
SM22|000000000001325543|20200215|9.000 
SM22|000000000001325544|20200215|9.000 
SM22|000000000001249645|20200215|80.862-
SM18|000000000001356743|20200215|17.000-
SM18|000000000001356751|20200215|3.000-
SM18|000000000001359558|20200215|23.000-
SM18|000000000001366020|20200215|13.000-
SM18|000000000001008726|20200215|20.394 
SM18|000000000001008733|20200215|17.210 
SM18|000000000001008740|20200215|9.610 
SM18|000000000001008750|20200215|54.580 
SM18|000000000001008780|20200215|1.274-
SM18|000000000001008890|20200215|58.692 
SM18|000000000001306841|20200215|16.000-
SM18|000000000001010863|20200215|10.000 
SM18|000000000001307023|20200215|6.000 
SM18|000000000001307024|20200215|2.000 
SM18|000000000001307031|20200215|1.000-
SM18|000000000001013376|20200215|3.000-
SM18|000000000001027694|20200215|33.000 
SM18|000000000001036997|20200215|3.000 
SM18|000000000001051952|20200215|5.000 
SM18|000000000001334405|20200215|2.000-
SM18|000000000001347156|20200215|2.000 
SM18|000000000001348209|20200215|2.000 
SM25|000000000001292383|20200215|37.000 
SM20|000000000001036522|20200215|0.286 
SM25|000000000001359558|20200215|8.000-
SM25|000000000001036526|20200215|231.520 
SM25|000000000001036530|20200215|491.334 
SM25|000000000001052014|20200215|11.000 
SM25|000000000001306037|20200215|1.000-
SM25|000000000001137057|20200215|86.062 
SM20|000000000001008717|20200215|4.346 
SM20|000000000001008737|20200215|2.341 
SM20|000000000001008743|20200215|46.551 
SM20|000000000001008744|20200215|44.903 
SM20|000000000001008778|20200215|1.111 
SM25|000000000001219388|20200215|34.000 
SM20|000000000001013378|20200215|1.020-
SM26|000000000001366013|20200215|20.000-
SM27|000000000001008725|20200215|5.956 
SM27|000000000001008729|20200215|11.938 
SM27|000000000001008747|20200215|9.670 
SM27|000000000001008828|20200215|10.168 
SM31|000000000001028375|20200215|1.966-
SM31|000000000001034289|20200215|1.550 
SM31|000000000001249639|20200215|104.000-
SM26|000000000001337930|20200215|446.000-
SM26|000000000001306849|20200215|16.000 
SM31|000000000001008719|20200215|176.634 
SM31|000000000001008747|20200215|5.392 
SM31|000000000001008758|20200215|2.983 
SM26|000000000001008717|20200215|6.136 
SM26|000000000001008816|20200215|5.000 
SM26|000000000001008894|20200215|47.520 
SM26|000000000001013375|20200215|8.408 
SM26|000000000001028698|20200215|29.136 
SM26|000000000001036527|20200215|0.484-
SM35|000000000001272821|20200215|0.992-
SM35|000000000001303026|20200215|186.000 
SM36|000000000001008704|20200215|34.828 
SM36|000000000001008727|20200215|5.792 
SM36|000000000001008762|20200215|0.776-
SM36|000000000001008828|20200215|9.462 
SM36|000000000001008902|20200215|8.992 
SM34|000000000001020973|20200215|34.000 
SM35|000000000001008700|20200215|190.444 
SM35|000000000001008823|20200215|3.462 
SM35|000000000001008932|20200215|75.236 
SM32|000000000001008717|20200215|4.660 
SM34|000000000001036515|20200215|2.580-
SM32|000000000001008934|20200215|14.754 
SM32|000000000001018683|20200215|13.000 
SM32|000000000001034290|20200215|23.019 
SM32|000000000001051944|20200215|10.000-
SM31|000000000001356743|20200215|6.000-
SM31|000000000001358042|20200215|93.000-
SM31|000000000001314632|20200215|30.000 
SM34|000000000001008704|20200215|0.970 
SM34|000000000001008705|20200215|1.530 
SM34|000000000001008759|20200215|10.318 
SM34|000000000001008783|20200215|7.746 
SM31|000000000001360153|20200215|27.000-
SM31|000000000001360162|20200215|27.000-
SM31|000000000001360165|20200215|2.000-
SM31|000000000001360172|20200215|6.000-
SM31|000000000001360191|20200215|10.000-
SM32|000000000001172641|20200215|6.460 
SM34|000000000001008898|20200215|12.800 
SM34|000000000001008944|20200215|1.270 
SM31|000000000001337951|20200215|19.000-
SM31|000000000001337957|20200215|10.000-
SM31|000000000001340913|20200215|2.000 
SM31|000000000001340916|20200215|15.000 
SM27|000000000001306074|20200215|5.000 
SM28|000000000001356744|20200215|19.000-
SM28|000000000001356747|20200215|35.000-
SM28|000000000001008729|20200215|4.954 
SM28|000000000001008739|20200215|13.782 
SM28|000000000001008745|20200215|23.982 
SM28|000000000001008821|20200215|6.230 
SM28|000000000001008939|20200215|0.900 
SM28|000000000001359563|20200215|19.000-
SM28|000000000001013386|20200215|1.934 
SM28|000000000001306362|20200215|13.000 
SM28|000000000001036546|20200215|157.000 
SM28|000000000001036997|20200215|8.000 
SM28|000000000001069475|20200215|1.566 
SM28|000000000001331143|20200215|9.000-
SM27|000000000001360154|20200215|1.000-
SM27|000000000001360207|20200215|17.000-
SM28|000000000001336496|20200215|2.000 
SM27|000000000001259773|20200215|42.000 
SM28|000000000001337959|20200215|3.000 
SM37|000000000001249597|20200215|17.000-
SM37|000000000001249608|20200215|9.000-
SM36|000000000001018343|20200215|17.194 
SM36|000000000001314631|20200215|13.000-
SM37|000000000001283328|20200215|10.955-
SM37|000000000001299211|20200215|84.000-
SM36|000000000001337503|20200215|28.000 
SM36|000000000001337935|20200215|9.000-
SM36|000000000001340915|20200215|42.000 
SM37|000000000001008740|20200215|8.174 
SM37|000000000001008742|20200215|13.035-
SM36|000000000001344024|20200215|43.000-
SM36|000000000001344068|20200215|92.000-
SM36|000000000001249608|20200215|120.000-
SM36|000000000001249640|20200215|13.000-
SM36|000000000001344343|20200215|1.000-
SM37|000000000001018598|20200215|11.000-
SM37|000000000001018823|20200215|3.760 
SM36|000000000001347215|20200215|41.000 
SM36|000000000001359558|20200215|3.000-
SM36|000000000001359562|20200215|6.000-
SM36|000000000001360165|20200215|18.000-
SM36|000000000001360194|20200215|13.000-
SM36|000000000001360202|20200215|33.000-
SM36|000000000001360206|20200215|123.000-
SM37|000000000001336509|20200215|46.000 
SM36|000000000001306582|20200215|168.598-
SM37|000000000001341633|20200215|1.000-
SM39|000000000001010863|20200215|3.000 
SM39|000000000001013386|20200215|2.200 
SM39|000000000001013615|20200215|1.160 
SM37|000000000001349369|20200215|3.000-
SM39|000000000001304248|20200215|0.150 
SM39|000000000001008713|20200215|29.316 
SM39|000000000001030533|20200215|0.240-
SM37|000000000001360173|20200215|15.000-
SM37|000000000001360191|20200215|3.000-
SM39|000000000001306420|20200215|2.000 
SM39|000000000001306441|20200215|4.000 
SM39|000000000001008815|20200215|1.694 
SM39|000000000001059049|20200215|32.420 
SM39|000000000001069475|20200215|8.704 
SM38|000000000001336492|20200215|23.000 
SM38|000000000001340916|20200215|17.000 
SM38|000000000001172641|20200215|3.988 
SM38|000000000001008704|20200215|45.580 
SM38|000000000001008713|20200215|11.972 
SM38|000000000001306429|20200215|7.000 
SM38|000000000001366019|20200215|7.000-
SM40|000000000001018245|20200215|2.660 
SM40|000000000001018688|20200215|15.000 
SM40|000000000001272822|20200215|25.954 
SM40|000000000001304359|20200215|7.288 
SM40|000000000001306426|20200215|15.000 
SM39|000000000001340915|20200215|40.000 
SM40|000000000001307027|20200215|5.000 
SM40|000000000001359554|20200215|1.000-
SM40|000000000001008728|20200215|3.122 
SM40|000000000001008748|20200215|5.000 
SM47|000000000001023128|20200215|5.000 
SM47|000000000001008704|20200215|22.742 
SM46|000000000001306037|20200215|5.000 
ST02|000000000001366019|20200215|5.000-
SM47|000000000001282462|20200215|1.000 
SM47|000000000001008763|20200215|3.638 
ST02|000000000001359554|20200215|3.000-
SM47|000000000001008815|20200215|0.292 
SM47|000000000001008866|20200215|4.000 
SM44|000000000001008716|20200215|6.544 
SM44|000000000001008722|20200215|2.750 
SM44|000000000001008890|20200215|40.000 
SM44|000000000001008898|20200215|54.950-
SM46|000000000001052014|20200215|9.000 
SM44|000000000001272833|20200215|5.000 
SM44|000000000001325251|20200215|2.000-
SM44|000000000001336493|20200215|27.000 
SM44|000000000001018342|20200215|1.972 
SM44|000000000001026048|20200215|7.758 
SM44|000000000001352808|20200215|7.000-
SM46|000000000001008741|20200215|28.112 
SM46|000000000001008788|20200215|28.548 
SM44|000000000001358049|20200215|5.000 
SM44|000000000001359560|20200215|1.000-
SM46|000000000001008822|20200215|1.211 
SM44|000000000001365095|20200215|34.000-
SM49|000000000001013393|20200215|80.788 
ST02|000000000001008753|20200215|28.910 
ST02|000000000001008769|20200215|0.606-
SM49|000000000001018683|20200215|132.000 
SM49|000000000001043321|20200215|14.298 
ST04|000000000001352811|20200215|10.000-
SM49|000000000001051951|20200215|2.000-
SM49|000000000001052016|20200215|3.000-
ST02|000000000001023128|20200215|2.100-
ST02|000000000001052016|20200215|18.000 
SM49|000000000001172641|20200215|13.638 
SM49|000000000001008717|20200215|1.834 
SM49|000000000001008747|20200215|0.364 
SM49|000000000001008791|20200215|0.900 
SM49|000000000001008899|20200215|1.852 
ST04|000000000001337938|20200215|2.000-
ST04|000000000001337940|20200215|1.000-
ST04|000000000001034289|20200215|25.470 
ST04|000000000001277766|20200215|54.000 
ST04|000000000001338540|20200215|2.000 
ST04|000000000001338543|20200215|3.000 
ST04|000000000001307031|20200215|11.000 
ST04|000000000001051021|20200215|21.000-
ST04|000000000001052167|20200215|18.000 
ST04|000000000001294522|20200215|31.000 
ST04|000000000001314639|20200215|452.000 
ST04|000000000001304248|20200215|0.674 
ST04|000000000001306427|20200215|2.000 
ST04|000000000001008744|20200215|158.085 
ST04|000000000001008822|20200215|4.859-
ST04|000000000001008914|20200215|106.538 
ST04|000000000001235664|20200215|70.000 
ST04|000000000001018823|20200215|152.682 
ST04|000000000001020973|20200215|1.000-
ST02|000000000001298357|20200215|28.000 
ST04|000000000001358047|20200215|24.000-
ST04|000000000001358049|20200215|44.000-
ST04|000000000001365660|20200215|5.000-
ST05|000000000001299099|20200215|15.273-
ST05|000000000001008744|20200215|48.496 
ST05|000000000001036515|20200215|19.590 
ST05|000000000001036526|20200215|77.540 
ST05|000000000001356744|20200215|19.000-
ST05|000000000001358047|20200215|17.000-
ST05|000000000001359332|20200215|3.000-
ST05|000000000001336052|20200215|1.000 
ST05|000000000001336494|20200215|19.000 
ST05|000000000001336496|20200215|26.000 
ST05|000000000001337928|20200215|1.000-
ST06|000000000001008725|20200215|8.028 
ST06|000000000001008763|20200215|76.918 
ST06|000000000001008888|20200215|18.890 
ST06|000000000001306037|20200215|13.000 
ST06|000000000001013394|20200215|4.780 
ST06|000000000001028699|20200215|8.000 
ST06|000000000001036528|20200215|3.840 
ST10|000000000001008703|20200215|1.965-
ST10|000000000001008737|20200215|12.479 
ST10|000000000001008760|20200215|19.114 
ST10|000000000001008765|20200215|18.697 
ST10|000000000001008880|20200215|65.196 
ST10|000000000001008934|20200215|63.125 
ST10|000000000001013394|20200215|1.470 
ST10|000000000001017929|20200215|1.000 
ST10|000000000001018591|20200215|8.785 
ST10|000000000001036526|20200215|144.106 
ST10|000000000001037008|20200215|63.000 
ST10|000000000001344066|20200215|5.000-
ST10|000000000001358041|20200215|18.000-
ST10|000000000001358046|20200215|75.000-
ST10|000000000001360155|20200215|17.000-
ST10|000000000001360162|20200215|10.000-
ST10|000000000001360185|20200215|6.000-
ST10|000000000001360199|20200215|14.000-
ST10|000000000001360206|20200215|53.000-
ST10|000000000001337937|20200215|3.000-
ST10|000000000001340912|20200215|16.000 
ST13|000000000001172641|20200215|55.048 
ST13|000000000001172654|20200215|0.932-
ST13|000000000001008727|20200215|14.408 
ST13|000000000001337949|20200215|15.000 
ST13|000000000001008815|20200215|1.236 
ST13|000000000001008822|20200215|35.434 
ST13|000000000001008934|20200215|43.154 
ST13|000000000001340912|20200215|18.000 
ST13|000000000001344065|20200215|28.000-
ST13|000000000001299099|20200215|4.182-
ST13|000000000001299239|20200215|3.000 
ST13|000000000001299240|20200215|2.000 
ST13|000000000001304369|20200215|1.402-
ST13|000000000001306846|20200215|1.000 
ST13|000000000001306848|20200215|2.000 
ST13|000000000001306849|20200215|3.000 
ST13|000000000001059041|20200215|0.786 
ST14|000000000001008704|20200215|252.828 
ST14|000000000001008887|20200215|11.154 
ST14|000000000001008931|20200215|4.090 
ST14|000000000001020973|20200215|6.000-
ST14|000000000001036527|20200215|34.196 
ST14|000000000001337935|20200215|339.000 
ST14|000000000001337945|20200215|3.000-
ST14|000000000001314633|20200215|89.000 
ST14|000000000001272822|20200215|4.656 
ST14|000000000001358043|20200215|282.000-
ST14|000000000001360159|20200215|69.000-
ST14|000000000001336492|20200215|39.000 
ST14|000000000001249632|20200215|23.000-
ST14|000000000001249635|20200215|2.000-
ST14|000000000001249648|20200215|29.000-
ST16|000000000001249618|20200215|76.000-
ST16|000000000001249633|20200215|23.000-
ST16|000000000001017929|20200215|1.000 
ST16|000000000001018626|20200215|4.000 
ST16|000000000001274778|20200215|3.926 
ST16|000000000001283328|20200215|703.912 
ST16|000000000001052169|20200215|106.000 
ST16|000000000001306580|20200215|55.611-
ST16|000000000001314631|20200215|1.000 
ST16|000000000001008765|20200215|28.142 
ST16|000000000001008888|20200215|20.444 
ST16|000000000001008902|20200215|7.874 
ST17|000000000001008828|20200215|16.246 
ST17|000000000001008894|20200215|41.796 
ST17|000000000001008931|20200215|1.726 
ST17|000000000001008939|20200215|5.996 
ST17|000000000001018823|20200215|13.528 
ST17|000000000001027694|20200215|1.000 
ST17|000000000001037003|20200215|5.000 
ST16|000000000001359556|20200215|2.000-
ST16|000000000001360176|20200215|1.000-
ST16|000000000001360182|20200215|7.000-
