"""Plant"""STR;0PLANT|"""Material"""MAT;0MATERIAL|"""Calday"""CALDAY;0CALDAY|"""R001/B001 Stock"""STOCK;ZSTOCK
FL09|000000000001008899|20200214|0.970 
FL09|000000000001008941|20200214|0.240-
FL11|000000000001008763|20200214|0.950-
FL11|000000000001008788|20200214|0.230-
FL11|000000000001008898|20200214|0.030-
FL11|000000000001008934|20200214|1.100 
FL11|000000000001013375|20200214|0.220-
FL11|000000000001018598|20200214|4.000 
FL11|000000000001043321|20200214|1.240-
FL18|000000000001008699|20200214|46.760-
FL18|000000000001008725|20200214|0.610-
FL18|000000000001008733|20200214|8.470-
FL18|000000000001008740|20200214|3.780-
FL18|000000000001008757|20200214|3.980-
FL18|000000000001008780|20200214|0.540-
FL18|000000000001172641|20200214|2.950-
FL12|000000000001008708|20200214|7.700-
FL12|000000000001008726|20200214|1.240-
FL12|000000000001008760|20200214|0.970-
FL12|000000000001008788|20200214|0.440-
FL12|000000000001008791|20200214|0.030-
FL12|000000000001036561|20200214|3.000 
FL05|000000000001350328|20200214|1.000 
FL09|000000000001172641|20200214|3.120-
FL12|000000000001172641|20200214|1.010-
FL06|000000000001008765|20200214|4.840-
FL06|000000000001008780|20200214|2.250-
FL06|000000000001008884|20200214|0.510-
FL06|000000000001008888|20200214|0.490-
FL06|000000000001018827|20200214|6.650-
FL06|000000000001036516|20200214|0.060 
FL19|000000000001008727|20200214|0.050-
FL19|000000000001008742|20200214|7.640-
FL19|000000000001008821|20200214|0.360-
FL06|000000000001283326|20200214|0.070-
FL06|000000000001306037|20200214|2.000 
FL06|000000000001325781|20200214|1.000 
FL10|000000000001008700|20200214|74.950-
FL10|000000000001008708|20200214|12.570-
FL10|000000000001008737|20200214|0.160 
FL10|000000000001008741|20200214|4.210-
FL10|000000000001008762|20200214|12.360-
FL19|000000000001025624|20200214|1.000-
FL19|000000000001034289|20200214|0.240-
FL19|000000000001036515|20200214|0.200-
FL07|000000000001008715|20200214|0.410-
FL07|000000000001036516|20200214|0.620-
FL10|000000000001018826|20200214|3.340-
FL10|000000000001043321|20200214|24.220-
HB02|000000000001008828|20200214|5.800 
HB02|000000000001008880|20200214|34.554 
HB02|000000000001259970|20200214|16.470 
HB02|000000000001347215|20200214|17.000 
FL08|000000000001008716|20200214|1.630-
FL08|000000000001008722|20200214|0.260-
FL08|000000000001008760|20200214|1.830-
FL08|000000000001013375|20200214|1.290-
FL08|000000000001018612|20200214|3.940-
FL08|000000000001036527|20200214|9.560-
FL08|000000000001059050|20200214|0.100-
HB04|000000000001034290|20200214|10.000 
HB04|000000000001267129|20200214|10.000 
SM08|000000000001036530|20200214|561.035 
SM08|000000000001036561|20200214|208.000 
SM08|000000000001137057|20200214|37.378 
SM08|000000000001330711|20200214|5.847 
SM09|000000000001052169|20200214|82.000 
SM09|000000000001008703|20200214|2.484-
SM09|000000000001008719|20200214|257.093 
SM09|000000000001013386|20200214|4.301 
SM09|000000000001018685|20200214|49.000 
SM08|000000000001008742|20200214|3.949 
SM09|000000000001008902|20200214|0.431 
SM08|000000000001013393|20200214|13.447 
SM08|000000000001018685|20200214|37.000 
SM08|000000000001018826|20200214|41.398 
SM09|000000000001228347|20200214|1.496 
SM11|000000000001337958|20200214|3.000-
SM11|000000000001008704|20200214|92.686 
SM11|000000000001008705|20200214|5.604 
SM11|000000000001008729|20200214|5.724 
SM11|000000000001008745|20200214|10.260 
SM11|000000000001008750|20200214|25.370 
SM11|000000000001008756|20200214|9.590 
SM11|000000000001008757|20200214|3.160 
SM11|000000000001008759|20200214|4.680 
SM11|000000000001008760|20200214|9.762 
SM11|000000000001008766|20200214|9.368 
SM11|000000000001008914|20200214|51.000 
SM11|000000000001008918|20200214|7.702 
SM09|000000000001306037|20200214|5.000 
SM11|000000000001017921|20200214|19.000 
SM11|000000000001272833|20200214|3.000 
SM11|000000000001282463|20200214|33.000 
SM11|000000000001026389|20200214|11.000 
SM11|000000000001036518|20200214|10.200 
SM11|000000000001299095|20200214|49.000-
SM11|000000000001306074|20200214|3.000 
SM11|000000000001306438|20200214|1.000-
SM11|000000000001069475|20200214|55.130 
SM12|000000000001034289|20200214|10.460 
SM03|000000000001008793|20200214|1.420 
SM03|000000000001008871|20200214|2.276 
SM12|000000000001069475|20200214|0.702 
SM03|000000000001013386|20200214|5.732 
SM03|000000000001013393|20200214|57.998 
SM03|000000000001018598|20200214|146.000 
SM03|000000000001306667|20200214|5.000 
SM11|000000000001365660|20200214|1.000-
SM12|000000000001267129|20200214|78.000 
SM12|000000000001272822|20200214|5.001 
SM12|000000000001282454|20200214|39.000 
SM03|000000000001051952|20200214|1.000 
SM12|000000000001008763|20200214|4.150 
SM12|000000000001249609|20200214|6.000-
SM12|000000000001249611|20200214|6.000-
SM12|000000000001249633|20200214|7.000-
SM12|000000000001249640|20200214|11.000-
SM12|000000000001008932|20200214|138.113 
SM03|000000000001008729|20200214|2.340 
SM03|000000000001008746|20200214|1.480 
SM12|000000000001314631|20200214|20.000 
SM13|000000000001008713|20200214|20.452 
SM13|000000000001008821|20200214|6.064 
SM13|000000000001008887|20200214|89.131 
SM13|000000000001008890|20200214|1.956-
SM13|000000000001008899|20200214|15.000 
SM13|000000000001018826|20200214|0.459 
SM04|000000000001018683|20200214|69.000 
SM04|000000000001026259|20200214|18.000-
SM13|000000000001013393|20200214|55.644 
SM04|000000000001036528|20200214|1.396 
SM13|000000000001137057|20200214|24.086 
SM12|000000000001358048|20200214|53.000-
SM13|000000000001036528|20200214|2.553-
SM04|000000000001008730|20200214|0.562 
SM04|000000000001008815|20200214|3.162 
SM04|000000000001008821|20200214|1.875 
SM04|000000000001008902|20200214|10.600 
SM12|000000000001359557|20200214|1.000 
SM12|000000000001359559|20200214|1.000 
SM12|000000000001360191|20200214|9.000-
SM12|000000000001360208|20200214|1.000-
SM13|000000000001051953|20200214|4.000 
SM13|000000000001052169|20200214|204.000 
SM14|000000000001018598|20200214|59.000 
SM14|000000000001018823|20200214|40.076 
SM14|000000000001018827|20200214|10.694 
SM14|000000000001026389|20200214|19.000 
SM14|000000000001043321|20200214|18.206 
SM06|000000000001008713|20200214|13.078 
SM06|000000000001008721|20200214|79.762 
SM06|000000000001008746|20200214|0.212 
SM06|000000000001008765|20200214|7.778 
SM14|000000000001008791|20200214|0.866 
SM14|000000000001137057|20200214|17.578 
SM14|000000000001013393|20200214|40.842 
SM13|000000000001298357|20200214|8.000 
SM15|000000000001018342|20200214|7.736 
SM15|000000000001036546|20200214|120.000 
SM14|000000000001306849|20200214|1.000 
SM14|000000000001306854|20200214|1.000-
SM06|000000000001008799|20200214|1.876 
SM06|000000000001008817|20200214|10.792 
SM06|000000000001008888|20200214|57.704 
SM06|000000000001008890|20200214|23.000 
SM06|000000000001008918|20200214|0.678 
SM06|000000000001018245|20200214|0.770 
SM06|000000000001036546|20200214|147.000 
SM15|000000000001137057|20200214|17.744 
SM15|000000000001008700|20200214|82.019 
SM15|000000000001008735|20200214|9.174 
SM15|000000000001008782|20200214|1.128 
SM14|000000000001283328|20200214|487.874 
SM16|000000000001008700|20200214|199.619 
SM16|000000000001008828|20200214|11.798 
SM16|000000000001008932|20200214|84.412 
SM16|000000000001008934|20200214|50.570 
SM16|000000000001306037|20200214|18.000 
SM17|000000000001008726|20200214|0.164 
SM17|000000000001008743|20200214|21.332 
SM17|000000000001008778|20200214|0.134-
SM17|000000000001008861|20200214|1.000 
SM16|000000000001052014|20200214|2.000 
SM16|000000000001321513|20200214|2.000-
SM17|000000000001036528|20200214|1.466 
SM16|000000000001228341|20200214|65.224 
SM16|000000000001249470|20200214|5.268 
SM16|000000000001267129|20200214|86.000 
SM16|000000000001359553|20200214|2.000-
SM16|000000000001359559|20200214|1.000-
SM20|000000000001008717|20200214|5.032 
SM20|000000000001008737|20200214|5.421 
SM20|000000000001008743|20200214|54.229 
SM20|000000000001008744|20200214|54.463 
SM20|000000000001008778|20200214|1.111 
SM20|000000000001013378|20200214|1.020-
SM22|000000000001052014|20200214|12.000 
SM20|000000000001036522|20200214|0.286 
SM18|000000000001366020|20200214|3.000-
SM20|000000000001359555|20200214|1.000 
SM20|000000000001359562|20200214|2.000 
SM22|000000000001008727|20200214|13.130 
SM22|000000000001008735|20200214|0.800-
SM18|000000000001008726|20200214|20.760 
SM18|000000000001008733|20200214|11.660 
SM18|000000000001008740|20200214|8.198 
SM18|000000000001008750|20200214|39.510 
SM18|000000000001008780|20200214|0.390-
SM18|000000000001008890|20200214|70.000 
SM18|000000000001010863|20200214|12.000 
SM18|000000000001347156|20200214|4.000 
SM18|000000000001348209|20200214|2.000-
SM18|000000000001356743|20200214|17.000-
SM18|000000000001356751|20200214|3.000-
SM18|000000000001027694|20200214|3.000 
SM18|000000000001036997|20200214|3.000 
SM18|000000000001051952|20200214|3.000 
SM18|000000000001359558|20200214|23.000-
SM18|000000000001306841|20200214|10.000-
SM18|000000000001307023|20200214|3.000 
SM18|000000000001307024|20200214|3.000 
SM17|000000000001228340|20200214|8.800 
SM25|000000000001008700|20200214|655.228 
SM25|000000000001008743|20200214|63.148 
SM25|000000000001008828|20200214|41.192 
SM25|000000000001008864|20200214|21.000 
SM25|000000000001306037|20200214|10.000 
SM25|000000000001013393|20200214|114.248 
SM25|000000000001018823|20200214|29.118 
SM24|000000000001338524|20200214|2.000 
SM25|000000000001036526|20200214|72.978 
SM25|000000000001036530|20200214|529.540 
SM25|000000000001052014|20200214|3.000 
SM24|000000000001347450|20200214|10.000 
SM25|000000000001137057|20200214|41.010 
SM25|000000000001219388|20200214|21.000 
SM25|000000000001359558|20200214|8.000-
SM24|000000000001304248|20200214|3.257 
SM24|000000000001306037|20200214|14.000 
SM24|000000000001306038|20200214|1.813-
SM24|000000000001306438|20200214|1.000 
SM24|000000000001306441|20200214|3.000 
SM24|000000000001307023|20200214|3.000 
SM25|000000000001292383|20200214|37.000 
SM23|000000000001008739|20200214|2.218 
SM23|000000000001008750|20200214|41.675 
SM23|000000000001008753|20200214|0.114 
SM23|000000000001008821|20200214|1.102 
SM23|000000000001008866|20200214|2.000 
SM23|000000000001008944|20200214|13.116 
SM23|000000000001337947|20200214|8.000 
SM24|000000000001051944|20200214|1.000 
SM22|000000000001337933|20200214|1.000-
SM22|000000000001337946|20200214|19.000-
SM23|000000000001018612|20200214|13.176 
SM23|000000000001028375|20200214|5.916 
SM22|000000000001344065|20200214|30.000-
SM23|000000000001360152|20200214|1.000-
SM22|000000000001249645|20200214|79.658-
SM22|000000000001272822|20200214|5.620-
SM22|000000000001360151|20200214|21.000-
SM22|000000000001360160|20200214|317.000-
SM22|000000000001360170|20200214|42.000-
SM23|000000000001249600|20200214|6.000-
SM23|000000000001249634|20200214|7.000-
SM23|000000000001249640|20200214|4.000-
SM23|000000000001259773|20200214|15.000 
SM22|000000000001306852|20200214|8.000 
SM24|000000000001008716|20200214|5.685 
SM24|000000000001008733|20200214|17.701 
SM24|000000000001008743|20200214|2.220 
SM23|000000000001299216|20200214|1.000-
SM22|000000000001325543|20200214|9.000 
SM22|000000000001325544|20200214|9.000 
SM24|000000000001017925|20200214|7.000-
SM24|000000000001018626|20200214|7.000 
SM26|000000000001028698|20200214|50.136 
SM26|000000000001036527|20200214|0.276 
SM26|000000000001008717|20200214|6.818 
SM26|000000000001008816|20200214|5.000 
SM26|000000000001008894|20200214|55.452 
SM26|000000000001013375|20200214|8.408 
SM26|000000000001337930|20200214|446.000-
SM35|000000000001272821|20200214|0.992-
SM35|000000000001303026|20200214|409.000 
SM26|000000000001366013|20200214|5.000-
SM26|000000000001306849|20200214|19.000 
SM35|000000000001008700|20200214|279.174 
SM35|000000000001008823|20200214|4.104 
SM35|000000000001008932|20200214|108.592 
SM27|000000000001008725|20200214|6.192 
SM27|000000000001008729|20200214|9.336 
SM27|000000000001008747|20200214|8.428 
SM27|000000000001008828|20200214|9.760 
SM37|000000000001360173|20200214|15.000-
SM37|000000000001360191|20200214|1.000-
SM27|000000000001360154|20200214|1.000-
SM27|000000000001360207|20200214|17.000-
SM27|000000000001259773|20200214|38.000 
SM28|000000000001008729|20200214|5.506 
SM28|000000000001008739|20200214|16.556 
SM28|000000000001008745|20200214|22.468 
SM28|000000000001008821|20200214|6.230 
SM28|000000000001008939|20200214|0.900 
SM28|000000000001036546|20200214|119.000 
SM28|000000000001036997|20200214|5.000 
SM28|000000000001013386|20200214|0.934 
SM28|000000000001069475|20200214|1.866 
SM38|000000000001008704|20200214|7.430 
SM38|000000000001008713|20200214|4.216 
SM37|000000000001336509|20200214|48.000 
SM37|000000000001341633|20200214|1.000-
SM37|000000000001349369|20200214|3.000-
SM37|000000000001299211|20200214|83.000-
SM37|000000000001008740|20200214|4.596 
SM37|000000000001008742|20200214|17.449-
SM36|000000000001337503|20200214|28.000 
SM36|000000000001337935|20200214|9.000-
SM36|000000000001340915|20200214|42.000 
SM36|000000000001344024|20200214|43.000-
SM36|000000000001344068|20200214|88.000-
SM36|000000000001344343|20200214|1.000-
SM37|000000000001018598|20200214|13.000-
SM37|000000000001018823|20200214|0.086-
SM36|000000000001249608|20200214|113.000-
SM36|000000000001249640|20200214|12.000-
SM36|000000000001347215|20200214|24.000 
SM36|000000000001359558|20200214|3.000-
SM36|000000000001359562|20200214|6.000-
SM36|000000000001360165|20200214|18.000-
SM36|000000000001360194|20200214|13.000-
SM36|000000000001360202|20200214|33.000-
SM36|000000000001360206|20200214|119.000-
SM36|000000000001008704|20200214|32.740-
SM36|000000000001008727|20200214|6.318 
SM36|000000000001008762|20200214|0.776-
SM36|000000000001008828|20200214|14.930 
SM36|000000000001008902|20200214|10.000 
SM36|000000000001306582|20200214|164.040-
SM36|000000000001018343|20200214|17.194 
SM37|000000000001249597|20200214|15.000-
SM37|000000000001249608|20200214|9.000-
SM36|000000000001314631|20200214|13.000-
SM37|000000000001283328|20200214|8.267-
SM28|000000000001331143|20200214|4.000-
SM31|000000000001008719|20200214|143.485 
SM31|000000000001008747|20200214|7.931 
SM31|000000000001008758|20200214|7.863-
SM28|000000000001336496|20200214|2.000 
SM28|000000000001337959|20200214|3.000 
SM28|000000000001338515|20200214|1.000 
SM31|000000000001249639|20200214|99.000-
SM31|000000000001028375|20200214|3.091-
SM31|000000000001034289|20200214|1.550 
SM28|000000000001356744|20200214|19.000-
SM28|000000000001356747|20200214|35.000-
SM28|000000000001359563|20200214|19.000-
SM28|000000000001306362|20200214|4.000 
SM28|000000000001306420|20200214|3.000 
SM31|000000000001356743|20200214|6.000-
SM31|000000000001358042|20200214|93.000-
SM31|000000000001360153|20200214|26.000-
SM31|000000000001360162|20200214|27.000-
SM31|000000000001360165|20200214|2.000-
SM31|000000000001360172|20200214|6.000-
SM31|000000000001360191|20200214|10.000-
SM32|000000000001018683|20200214|29.000 
SM31|000000000001337951|20200214|19.000-
SM31|000000000001337957|20200214|10.000-
SM31|000000000001314632|20200214|30.000 
SM32|000000000001008717|20200214|4.660 
SM32|000000000001008934|20200214|16.923 
SM31|000000000001340913|20200214|2.000 
SM31|000000000001340916|20200214|15.000 
SM32|000000000001034290|20200214|36.045 
SM32|000000000001051944|20200214|7.000-
SM34|000000000001008704|20200214|0.970 
SM34|000000000001008705|20200214|5.784 
SM34|000000000001008759|20200214|11.182 
SM34|000000000001008783|20200214|7.746 
SM34|000000000001008898|20200214|21.080 
SM34|000000000001008944|20200214|1.270 
SM34|000000000001020973|20200214|34.000 
SM34|000000000001036515|20200214|1.340 
SM39|000000000001030533|20200214|0.240-
SM32|000000000001172641|20200214|7.140 
SM39|000000000001059049|20200214|34.674 
SM39|000000000001069475|20200214|8.704 
SM38|000000000001366019|20200214|2.000-
SM38|000000000001172641|20200214|4.756 
SM38|000000000001306429|20200214|4.000 
SM39|000000000001008713|20200214|24.162 
SM39|000000000001008815|20200214|0.694 
SM39|000000000001304248|20200214|0.150 
SM39|000000000001306420|20200214|2.000 
SM39|000000000001010863|20200214|2.000 
SM39|000000000001306441|20200214|1.000-
SM39|000000000001013386|20200214|2.200 
SM39|000000000001013615|20200214|1.160 
SM38|000000000001336492|20200214|7.000-
SM38|000000000001340916|20200214|2.000-
SM40|000000000001359554|20200214|1.000-
SM40|000000000001272822|20200214|28.304 
SM39|000000000001340915|20200214|41.000 
SM40|000000000001008728|20200214|3.122 
SM40|000000000001304359|20200214|7.288 
SM40|000000000001306426|20200214|15.000 
SM40|000000000001018245|20200214|4.120 
SM40|000000000001307027|20200214|5.000 
SM40|000000000001018688|20200214|15.000 
SM49|000000000001013393|20200214|86.972 
SM47|000000000001008704|20200214|31.758 
SM47|000000000001008763|20200214|23.984 
SM47|000000000001008815|20200214|0.552 
SM47|000000000001008866|20200214|10.000 
SM49|000000000001018683|20200214|155.000 
SM49|000000000001043321|20200214|35.658 
SM49|000000000001051951|20200214|2.000-
SM49|000000000001052016|20200214|3.000-
SM47|000000000001023128|20200214|5.000 
SM47|000000000001282462|20200214|5.000 
SM49|000000000001008717|20200214|3.360 
SM49|000000000001008747|20200214|0.808 
SM49|000000000001008791|20200214|0.900 
SM49|000000000001008899|20200214|1.852 
ST02|000000000001008753|20200214|41.106 
ST02|000000000001008769|20200214|0.606-
ST02|000000000001023128|20200214|2.100-
ST02|000000000001298357|20200214|37.000 
ST02|000000000001052016|20200214|25.000 
SM49|000000000001172641|20200214|14.000 
SM44|000000000001008716|20200214|3.088-
SM44|000000000001008722|20200214|1.328 
SM44|000000000001008890|20200214|40.000 
SM44|000000000001008898|20200214|51.722-
SM44|000000000001018342|20200214|2.134 
SM44|000000000001026048|20200214|4.234 
SM46|000000000001306037|20200214|10.000 
SM44|000000000001325251|20200214|1.000-
SM44|000000000001336493|20200214|27.000 
SM46|000000000001008741|20200214|19.448 
SM46|000000000001008788|20200214|19.970 
SM46|000000000001008822|20200214|1.553 
SM44|000000000001352808|20200214|7.000-
SM44|000000000001358049|20200214|13.000 
SM46|000000000001052014|20200214|3.000 
SM44|000000000001272833|20200214|5.000 
SM44|000000000001359560|20200214|1.000-
SM44|000000000001365095|20200214|34.000-
ST05|000000000001359332|20200214|3.000-
ST05|000000000001336052|20200214|1.000 
ST05|000000000001336494|20200214|19.000 
ST05|000000000001336496|20200214|26.000 
ST05|000000000001356744|20200214|19.000-
ST05|000000000001358047|20200214|16.000-
ST04|000000000001235664|20200214|1.000 
ST04|000000000001008744|20200214|143.661 
ST04|000000000001008822|20200214|1.541 
ST04|000000000001008914|20200214|107.266 
ST04|000000000001018823|20200214|136.836 
ST04|000000000001020973|20200214|6.000 
ST04|000000000001034289|20200214|12.138 
ST02|000000000001359554|20200214|3.000-
ST02|000000000001366019|20200214|1.000-
ST04|000000000001051021|20200214|21.000-
ST04|000000000001365660|20200214|5.000-
ST04|000000000001352811|20200214|10.000-
ST04|000000000001358047|20200214|23.000-
ST04|000000000001358049|20200214|44.000-
ST04|000000000001337938|20200214|2.000-
ST04|000000000001337940|20200214|1.000-
ST04|000000000001338543|20200214|1.000 
ST04|000000000001314639|20200214|4.000 
ST04|000000000001277766|20200214|47.000 
ST04|000000000001294522|20200214|16.000 
ST04|000000000001304248|20200214|0.674 
ST04|000000000001306427|20200214|4.000 
ST04|000000000001307031|20200214|5.000 
ST06|000000000001008725|20200214|5.724 
ST06|000000000001008763|20200214|36.638 
ST06|000000000001008888|20200214|23.508 
ST06|000000000001013394|20200214|1.780 
ST06|000000000001028699|20200214|7.000 
ST06|000000000001036528|20200214|3.514 
ST06|000000000001306037|20200214|4.000 
ST05|000000000001008744|20200214|29.356 
ST05|000000000001036515|20200214|10.786 
ST05|000000000001036526|20200214|77.176 
ST05|000000000001299099|20200214|14.889-
ST10|000000000001008703|20200214|1.965-
ST10|000000000001008737|20200214|9.672 
ST10|000000000001008760|20200214|18.078 
ST10|000000000001008765|20200214|14.816 
ST10|000000000001008880|20200214|55.860 
ST10|000000000001344066|20200214|5.000-
ST10|000000000001008934|20200214|23.444 
ST10|000000000001013394|20200214|2.580 
ST10|000000000001017929|20200214|1.000 
ST10|000000000001018591|20200214|5.743 
ST10|000000000001036526|20200214|24.525 
ST10|000000000001037008|20200214|63.000 
ST13|000000000001008727|20200214|17.886 
ST13|000000000001008815|20200214|1.524-
ST13|000000000001008822|20200214|20.128 
ST13|000000000001008934|20200214|7.284 
ST13|000000000001304369|20200214|1.402-
ST13|000000000001306846|20200214|2.000-
ST13|000000000001306848|20200214|8.000 
ST13|000000000001306849|20200214|3.000 
ST13|000000000001172641|20200214|62.566 
ST13|000000000001172654|20200214|0.932-
ST10|000000000001340912|20200214|18.000 
ST10|000000000001337937|20200214|3.000-
ST13|000000000001059041|20200214|0.786 
ST13|000000000001299099|20200214|3.568-
ST13|000000000001299239|20200214|3.000 
ST13|000000000001299240|20200214|2.000 
ST13|000000000001337949|20200214|15.000 
ST13|000000000001344065|20200214|28.000-
ST13|000000000001340912|20200214|18.000 
ST10|000000000001358041|20200214|18.000-
ST10|000000000001358046|20200214|74.000-
ST10|000000000001360155|20200214|15.000-
ST10|000000000001360162|20200214|10.000-
ST10|000000000001360185|20200214|6.000-
ST10|000000000001360199|20200214|14.000-
ST10|000000000001360206|20200214|52.000-
ST14|000000000001008704|20200214|16.008 
ST14|000000000001008887|20200214|2.908 
ST14|000000000001008931|20200214|3.022 
ST14|000000000001036527|20200214|18.876 
ST14|000000000001020973|20200214|3.000-
ST14|000000000001337935|20200214|339.000 
ST14|000000000001337945|20200214|3.000-
ST14|000000000001314633|20200214|89.000 
ST14|000000000001272822|20200214|15.188-
ST14|000000000001358043|20200214|276.000-
ST14|000000000001360159|20200214|68.000-
ST14|000000000001336492|20200214|39.000 
ST14|000000000001249632|20200214|22.000-
ST14|000000000001249635|20200214|2.000-
ST14|000000000001249648|20200214|28.000-
ST16|000000000001336497|20200214|12.000 
ST16|000000000001359556|20200214|2.000-
ST16|000000000001360176|20200214|1.000-
ST16|000000000001360182|20200214|7.000-
ST16|000000000001360183|20200214|220.000-
ST16|000000000001360194|20200214|1.000-
ST16|000000000001360199|20200214|70.000-
ST16|000000000001360203|20200214|1.000-
ST16|000000000001017929|20200214|5.000 
ST16|000000000001018626|20200214|1.000 
ST16|000000000001274778|20200214|7.950 
ST16|000000000001283328|20200214|278.426 
ST16|000000000001306580|20200214|54.703-
ST16|000000000001052169|20200214|244.000 
ST16|000000000001314631|20200214|1.000 
ST16|000000000001008765|20200214|17.346 
ST16|000000000001008888|20200214|25.334 
ST16|000000000001008902|20200214|9.000 
ST16|000000000001249618|20200214|76.000-
ST16|000000000001249633|20200214|22.000-
ST18|000000000001366013|20200214|9.000-
ST17|000000000001008828|20200214|22.136 
ST17|000000000001008894|20200214|77.306 
ST17|000000000001008931|20200214|4.318 
ST17|000000000001008939|20200214|5.996 
ST17|000000000001018823|20200214|39.888 
ST17|000000000001027694|20200214|9.000 
ST17|000000000001037003|20200214|6.000 
ST17|000000000001337385|20200214|6.000 
ST17|000000000001359562|20200214|1.000-
ST18|000000000001008866|20200214|27.000 
ST18|000000000001008871|20200214|27.470 
ST18|000000000001008890|20200214|30.000 
ST18|000000000001008902|20200214|2.204-
ST18|000000000001013373|20200214|0.212 
ST18|000000000001018245|20200214|0.302-
