"""Plant"""STR;0PLANT|"""Material"""MAT;0MATERIAL|"""Calday"""CALDAY;0CALDAY|"""R001/B001 Stock"""STOCK;ZSTOCK
SM02|000000000001008887|20200218|5.448-
SM01|000000000001008707|20200218|2.040 
SM01|000000000001008717|20200218|2.650 
SM01|000000000001008742|20200218|16.356 
SM01|000000000001008753|20200218|39.178 
SM01|000000000001008904|20200218|3.602-
SM01|000000000001018598|20200218|113.000 
SM01|000000000001018683|20200218|208.000 
SM01|000000000001337938|20200218|11.000-
FL09|000000000001008705|20200218|32.880-
FL09|000000000001008725|20200218|3.630-
FL09|000000000001008753|20200218|10.960-
FL09|000000000001008821|20200218|1.760-
FL09|000000000001008822|20200218|1.830-
FL09|000000000001008899|20200218|0.920 
FL09|000000000001008941|20200218|0.240-
FL18|000000000001034289|20200218|1.330 
FL18|000000000001036515|20200218|5.300-
FL05|000000000001051964|20200218|1.000 
FL05|000000000001069484|20200218|0.030-
FL05|000000000001069494|20200218|0.440-
FL09|000000000001172641|20200218|3.120-
FL18|000000000001172641|20200218|7.510-
FL19|000000000001008727|20200218|0.310-
FL19|000000000001008742|20200218|16.780-
FL19|000000000001008821|20200218|0.360-
FL05|000000000001350328|20200218|1.000 
FL10|000000000001008700|20200218|83.840-
FL10|000000000001008708|20200218|13.350-
FL10|000000000001008737|20200218|0.160 
FL10|000000000001008741|20200218|4.950-
FL10|000000000001008762|20200218|13.990-
FL10|000000000001018826|20200218|3.030-
FL19|000000000001025624|20200218|3.000-
FL19|000000000001034289|20200218|0.240-
FL19|000000000001036515|20200218|2.520-
FL04|000000000001008704|20200218|49.920-
FL06|000000000001008765|20200218|4.720-
FL06|000000000001008780|20200218|2.060-
FL06|000000000001008884|20200218|0.510-
FL06|000000000001008888|20200218|0.490-
FL10|000000000001043321|20200218|27.100-
FL04|000000000001008902|20200218|0.640-
FL04|000000000001008932|20200218|18.250-
FL04|000000000001013615|20200218|0.010-
FL04|000000000001026389|20200218|1.000 
FL06|000000000001018827|20200218|6.795-
FL06|000000000001036516|20200218|0.060 
FL04|000000000001037003|20200218|2.000 
FL04|000000000001052169|20200218|23.000 
FL04|000000000001069494|20200218|0.070-
FL10|000000000001325500|20200218|2.000-
HB02|000000000001008828|20200218|5.800 
HB02|000000000001008880|20200218|34.554 
HB02|000000000001259970|20200218|16.470 
HB02|000000000001347215|20200218|40.000 
FL04|000000000001219388|20200218|9.000 
FL04|000000000001274778|20200218|0.555-
FL06|000000000001283326|20200218|0.070-
FL06|000000000001306037|20200218|2.000 
FL11|000000000001008763|20200218|0.950-
FL11|000000000001008788|20200218|0.230-
FL11|000000000001008898|20200218|0.030-
FL11|000000000001008934|20200218|1.100 
FL11|000000000001013375|20200218|0.220-
FL11|000000000001018598|20200218|4.000 
HB04|000000000001034290|20200218|10.000 
HB05|000000000001026048|20200218|12.000 
FL04|000000000001306072|20200218|2.000 
FL04|000000000001306075|20200218|1.000 
FL04|000000000001306438|20200218|2.000 
FL06|000000000001325781|20200218|1.000 
FL11|000000000001043321|20200218|1.240-
FL12|000000000001008708|20200218|9.430-
FL12|000000000001008726|20200218|1.240-
FL12|000000000001008760|20200218|1.780-
FL04|000000000001325412|20200218|0.250 
FL07|000000000001008715|20200218|0.410-
FL12|000000000001008788|20200218|0.240-
FL12|000000000001008791|20200218|0.030-
FL12|000000000001008861|20200218|1.000-
FL12|000000000001036561|20200218|3.000 
SD23|000000000001008772|20200218|2.000-
SD23|000000000001008864|20200218|4.000 
FL07|000000000001036516|20200218|0.620-
FL12|000000000001172641|20200218|1.010-
SD23|000000000001036562|20200218|2.000-
FL05|000000000001008756|20200218|0.620-
FL05|000000000001008783|20200218|16.780-
FL05|000000000001008911|20200218|10.060-
FL05|000000000001008930|20200218|0.020-
FL05|000000000001008939|20200218|1.400 
FL05|000000000001008944|20200218|3.480-
FL08|000000000001008716|20200218|1.630-
FL08|000000000001008722|20200218|0.260-
FL08|000000000001008760|20200218|1.830-
FL08|000000000001013375|20200218|1.290-
FL08|000000000001018612|20200218|3.940-
FL05|000000000001028699|20200218|25.000 
FL08|000000000001036527|20200218|9.560-
FL08|000000000001059050|20200218|0.100-
FL18|000000000001008699|20200218|55.410-
FL18|000000000001008725|20200218|3.330-
FL18|000000000001008733|20200218|11.980-
FL18|000000000001008740|20200218|5.340-
FL18|000000000001008757|20200218|3.980-
FL18|000000000001008780|20200218|0.780-
FL02|000000000001306420|20200218|1.000 
FL02|000000000001306462|20200218|5.000 
SM02|000000000001336494|20200218|24.000 
SM02|000000000001336495|20200218|13.000 
SM02|000000000001337946|20200218|1.000 
SM02|000000000001349369|20200218|1.000-
FL01|000000000001260302|20200218|1.000 
FL01|000000000001293440|20200218|208.000 
FL01|000000000001293529|20200218|1.000 
SM02|000000000001356751|20200218|1.000-
SM02|000000000001358047|20200218|9.000 
FL02|000000000001008726|20200218|2.980-
FL02|000000000001008727|20200218|0.330-
FL02|000000000001008756|20200218|3.560-
FL02|000000000001008760|20200218|0.770-
FL02|000000000001008788|20200218|12.420-
FL02|000000000001008815|20200218|0.310-
FL02|000000000001008922|20200218|0.330 
FL02|000000000001008940|20200218|0.130 
FL02|000000000001013393|20200218|0.739-
FL02|000000000001018245|20200218|2.264 
FL02|000000000001036515|20200218|0.080-
FL01|000000000001306031|20200218|39.000 
FL01|000000000001306462|20200218|7.000 
FL02|000000000001069494|20200218|1.190-
SM12|000000000001008932|20200218|158.556 
SM11|000000000001299095|20200218|49.000-
SM11|000000000001345059|20200218|7.000-
SM12|000000000001034289|20200218|10.000 
SM12|000000000001249609|20200218|1.000-
SM12|000000000001249633|20200218|1.000-
SM12|000000000001249640|20200218|3.000-
SM03|000000000001306667|20200218|1.000-
SM11|000000000001365660|20200218|1.000-
SM12|000000000001267129|20200218|148.000 
SM12|000000000001282454|20200218|43.000 
SM11|000000000001306074|20200218|2.000 
SM11|000000000001306438|20200218|1.000-
SM11|000000000001306846|20200218|3.000 
SM11|000000000001069475|20200218|55.130 
SM12|000000000001314631|20200218|20.000 
SM11|000000000001272833|20200218|6.000 
SM12|000000000001008763|20200218|5.434 
SM11|000000000001282463|20200218|17.000 
SM11|000000000001337958|20200218|3.000-
SM11|000000000001008704|20200218|91.612 
SM11|000000000001008705|20200218|1.974 
SM11|000000000001008729|20200218|5.986 
SM11|000000000001008745|20200218|11.474 
SM11|000000000001008750|20200218|36.062 
SM11|000000000001008756|20200218|5.076 
SM11|000000000001008757|20200218|1.238 
SM11|000000000001008759|20200218|1.226 
SM11|000000000001008760|20200218|3.876 
SM11|000000000001008766|20200218|8.758 
SM11|000000000001008914|20200218|54.000 
SM11|000000000001008918|20200218|6.648 
SM09|000000000001013386|20200218|5.200 
SM09|000000000001018685|20200218|34.000 
SM11|000000000001017921|20200218|1.000-
SM09|000000000001052169|20200218|70.000 
SM11|000000000001026389|20200218|7.000-
SM11|000000000001036518|20200218|10.200 
SM08|000000000001330711|20200218|2.000 
SM09|000000000001306037|20200218|1.000-
SM09|000000000001008719|20200218|145.030 
SM04|000000000001018683|20200218|58.000 
SM04|000000000001036528|20200218|2.800 
SM06|000000000001008713|20200218|6.394 
SM06|000000000001008721|20200218|180.528 
SM06|000000000001008746|20200218|1.420 
SM06|000000000001008765|20200218|7.168 
SM06|000000000001008799|20200218|2.000 
SM06|000000000001008817|20200218|6.100 
SM06|000000000001008888|20200218|17.168 
SM06|000000000001008918|20200218|3.600 
SM06|000000000001018245|20200218|1.296 
SM04|000000000001347341|20200218|3.000-
SM06|000000000001036546|20200218|61.000 
SM04|000000000001008815|20200218|0.838 
SM04|000000000001008821|20200218|3.386 
SM04|000000000001008902|20200218|3.900 
SM12|000000000001358048|20200218|53.000-
SM08|000000000001008742|20200218|11.953 
SM12|000000000001359557|20200218|1.000 
SM12|000000000001359559|20200218|1.000 
SM12|000000000001360191|20200218|11.000-
SM12|000000000001360208|20200218|1.000-
SM08|000000000001137057|20200218|31.823 
SM08|000000000001013393|20200218|54.450 
SM08|000000000001018685|20200218|55.000 
SM08|000000000001018826|20200218|10.637 
SM08|000000000001036530|20200218|518.396 
SM08|000000000001036561|20200218|95.000 
SM14|000000000001013393|20200218|65.800 
SM14|000000000001018598|20200218|59.000 
SM14|000000000001018823|20200218|53.970 
SM14|000000000001018827|20200218|5.716 
SM14|000000000001026389|20200218|19.000 
SM14|000000000001043321|20200218|77.604 
SM13|000000000001366004|20200218|1.000-
SM13|000000000001008713|20200218|19.295 
SM13|000000000001008821|20200218|2.949 
SM13|000000000001008887|20200218|73.575 
SM13|000000000001008890|20200218|12.514-
SM13|000000000001008899|20200218|7.577 
SM13|000000000001298357|20200218|8.000 
SM14|000000000001137057|20200218|33.258 
SM13|000000000001013393|20200218|43.902 
SM13|000000000001018826|20200218|11.955 
SM13|000000000001036528|20200218|16.285-
SM14|000000000001283328|20200218|315.364 
SM13|000000000001051953|20200218|1.000 
SM13|000000000001052169|20200218|103.000 
SM14|000000000001008791|20200218|0.366-
SM13|000000000001137057|20200218|24.844-
SM15|000000000001008700|20200218|40.565 
SM15|000000000001008718|20200218|5.166-
SM15|000000000001008735|20200218|2.930 
SM15|000000000001008782|20200218|1.128 
SM15|000000000001008799|20200218|2.326 
SM18|000000000001008726|20200218|11.394 
SM18|000000000001008733|20200218|12.582 
SM18|000000000001008740|20200218|9.938 
SM18|000000000001008750|20200218|32.436 
SM18|000000000001008780|20200218|2.168-
SM18|000000000001008830|20200218|1.000-
SM18|000000000001008890|20200218|139.748 
SM15|000000000001018342|20200218|1.326 
SM15|000000000001036546|20200218|115.000 
SM15|000000000001037003|20200218|2.000 
SM15|000000000001137057|20200218|17.444 
SM15|000000000001228340|20200218|1.464 
SM20|000000000001359555|20200218|1.000 
SM20|000000000001359562|20200218|2.000 
SM22|000000000001052014|20200218|13.000 
SM22|000000000001249645|20200218|22.374-
SM22|000000000001008727|20200218|15.276 
SM22|000000000001008735|20200218|0.800-
SM22|000000000001008914|20200218|4.004 
SM22|000000000001306852|20200218|16.000 
SM18|000000000001113180|20200218|1.000-
SM18|000000000001307023|20200218|4.000 
SM18|000000000001307024|20200218|3.000 
SM18|000000000001307031|20200218|1.000 
SM20|000000000001013378|20200218|1.020-
SM20|000000000001036522|20200218|0.286 
SM18|000000000001334405|20200218|1.000 
SM20|000000000001008717|20200218|7.279 
SM20|000000000001008737|20200218|5.724 
SM20|000000000001008743|20200218|32.179 
SM20|000000000001008744|20200218|20.597 
SM20|000000000001008778|20200218|4.027 
SM18|000000000001010863|20200218|8.000 
SM18|000000000001347156|20200218|2.000 
SM18|000000000001013376|20200218|3.000-
SM18|000000000001348209|20200218|4.000 
SM18|000000000001027694|20200218|3.000-
SM18|000000000001036997|20200218|7.000 
SM18|000000000001356743|20200218|17.000-
SM18|000000000001356751|20200218|3.000-
SM18|000000000001359558|20200218|24.000-
SM18|000000000001051952|20200218|6.000 
SM18|000000000001366020|20200218|14.000-
SM16|000000000001306037|20200218|32.000 
SM16|000000000001306841|20200218|7.000 
SM16|000000000001008700|20200218|186.753-
SM16|000000000001008746|20200218|0.204-
SM16|000000000001008828|20200218|18.034 
SM16|000000000001008932|20200218|34.814 
SM16|000000000001008934|20200218|51.240 
SM16|000000000001321513|20200218|44.000-
SM16|000000000001052014|20200218|5.000 
SM16|000000000001228341|20200218|128.174 
SM16|000000000001249470|20200218|6.472 
SM16|000000000001267129|20200218|118.000 
SM17|000000000001008726|20200218|1.876 
SM17|000000000001008743|20200218|48.142 
SM17|000000000001008778|20200218|5.566 
SM17|000000000001008861|20200218|3.000 
SM17|000000000001036528|20200218|4.016 
SM16|000000000001359553|20200218|2.000-
SM16|000000000001359559|20200218|1.000-
SM17|000000000001228340|20200218|5.718 
SM27|000000000001259773|20200218|14.000 
SM23|000000000001028375|20200218|2.404 
SM27|000000000001282458|20200218|1.000-
SM22|000000000001325543|20200218|8.000 
SM22|000000000001325544|20200218|8.000 
SM27|000000000001360154|20200218|4.000-
SM27|000000000001360207|20200218|20.000-
SM23|000000000001008739|20200218|4.944 
SM23|000000000001008750|20200218|16.402 
SM23|000000000001008753|20200218|5.392 
SM23|000000000001008821|20200218|5.160 
SM23|000000000001008944|20200218|3.208 
SM23|000000000001249600|20200218|2.000-
SM23|000000000001249634|20200218|1.000-
SM23|000000000001259773|20200218|6.000 
SM22|000000000001337933|20200218|1.000-
SM22|000000000001337946|20200218|20.000-
SM22|000000000001344065|20200218|37.000-
SM27|000000000001306074|20200218|9.000 
SM28|000000000001008729|20200218|3.522 
SM28|000000000001008739|20200218|9.390 
SM28|000000000001008745|20200218|24.890 
SM28|000000000001008809|20200218|0.540 
SM28|000000000001008821|20200218|4.330 
SM28|000000000001008939|20200218|0.900 
SM22|000000000001360151|20200218|21.000-
SM22|000000000001360160|20200218|326.000-
SM22|000000000001360170|20200218|47.000-
SM28|000000000001013386|20200218|4.460 
SM23|000000000001018612|20200218|1.584 
SM26|000000000001306849|20200218|23.000 
SM26|000000000001008717|20200218|5.010 
SM26|000000000001008816|20200218|5.000 
SM26|000000000001008894|20200218|53.476 
SM27|000000000001008725|20200218|1.748 
SM27|000000000001008729|20200218|11.032 
SM27|000000000001008747|20200218|3.334 
SM27|000000000001008828|20200218|3.996 
SM26|000000000001013375|20200218|9.216 
SM26|000000000001337930|20200218|446.000-
SM26|000000000001028698|20200218|45.136 
SM26|000000000001036527|20200218|0.770 
SM26|000000000001366013|20200218|25.000-
SM31|000000000001337951|20200218|19.000-
SM31|000000000001337957|20200218|10.000-
SM31|000000000001340913|20200218|2.000 
SM31|000000000001340916|20200218|14.000 
SM32|000000000001172641|20200218|4.198 
SM31|000000000001356743|20200218|6.000-
SM31|000000000001358042|20200218|93.000-
SM31|000000000001360153|20200218|33.000-
SM31|000000000001360162|20200218|31.000-
SM31|000000000001360165|20200218|2.000-
SM31|000000000001360172|20200218|6.000-
SM31|000000000001360191|20200218|10.000-
SM32|000000000001008717|20200218|3.800 
SM32|000000000001008729|20200218|2.523 
SM32|000000000001008934|20200218|19.902 
SM31|000000000001314632|20200218|30.000 
SM32|000000000001018683|20200218|26.000 
SM25|000000000001359558|20200218|8.000-
SM32|000000000001034290|20200218|2.287-
SM25|000000000001292383|20200218|140.000 
SM32|000000000001051944|20200218|10.000-
SM25|000000000001306037|20200218|1.000 
SM25|000000000001013393|20200218|150.110 
SM25|000000000001018823|20200218|76.433 
SM25|000000000001036526|20200218|82.774 
SM25|000000000001036530|20200218|588.561 
SM24|000000000001008716|20200218|8.157 
SM24|000000000001008733|20200218|15.773 
SM24|000000000001008743|20200218|10.422-
SM24|000000000001304248|20200218|4.757 
SM24|000000000001306037|20200218|28.000 
SM24|000000000001306038|20200218|4.413-
SM24|000000000001306438|20200218|2.000 
SM24|000000000001306441|20200218|2.000 
SM24|000000000001307023|20200218|2.000 
SM25|000000000001052014|20200218|7.000 
SM24|000000000001347450|20200218|3.000 
SM24|000000000001017925|20200218|7.000-
SM24|000000000001018626|20200218|4.000 
SM25|000000000001219388|20200218|14.520 
SM25|000000000001137057|20200218|18.526 
SM24|000000000001051944|20200218|1.000 
SM24|000000000001338524|20200218|5.000 
SM23|000000000001360152|20200218|1.000-
SM25|000000000001008700|20200218|337.398-
SM25|000000000001008727|20200218|4.000 
SM25|000000000001008743|20200218|60.486 
SM25|000000000001008828|20200218|16.907 
SM25|000000000001008864|20200218|10.000 
SM23|000000000001337947|20200218|8.000 
SM28|000000000001306362|20200218|1.000 
SM28|000000000001306420|20200218|2.000 
SM28|000000000001337959|20200218|3.000 
SM28|000000000001338515|20200218|1.000 
SM28|000000000001036546|20200218|48.000 
SM28|000000000001036997|20200218|6.000 
SM28|000000000001069475|20200218|0.766 
SM28|000000000001331143|20200218|8.000-
SM28|000000000001336496|20200218|18.000 
SM28|000000000001356744|20200218|19.000-
SM28|000000000001356747|20200218|35.000-
SM28|000000000001359563|20200218|20.000-
SM35|000000000001303026|20200218|539.620 
SM34|000000000001008704|20200218|23.954 
SM34|000000000001008705|20200218|11.370 
SM34|000000000001008730|20200218|0.794-
SM34|000000000001008759|20200218|8.932 
SM34|000000000001008783|20200218|8.746 
SM34|000000000001008898|20200218|21.760 
SM34|000000000001008944|20200218|3.436 
SM34|000000000001020973|20200218|38.000 
SM34|000000000001036515|20200218|4.832 
SM35|000000000001008700|20200218|101.804 
SM35|000000000001008823|20200218|6.028 
SM35|000000000001008932|20200218|55.870 
SM36|000000000001249608|20200218|27.000-
SM36|000000000001249640|20200218|7.000-
SM36|000000000001314631|20200218|13.000-
SM31|000000000001249639|20200218|28.000-
SM36|000000000001306582|20200218|45.542-
SM36|000000000001337503|20200218|28.000 
SM36|000000000001337935|20200218|9.000-
SM36|000000000001340915|20200218|42.000 
SM36|000000000001344024|20200218|49.000-
SM36|000000000001344068|20200218|93.000-
SM36|000000000001344343|20200218|1.000-
SM31|000000000001008719|20200218|79.210-
SM31|000000000001008747|20200218|2.945-
SM31|000000000001008758|20200218|5.846 
SM36|000000000001347215|20200218|22.000 
SM36|000000000001008704|20200218|52.576 
SM36|000000000001008727|20200218|2.000 
SM36|000000000001008828|20200218|5.106 
SM36|000000000001008902|20200218|5.360 
SM36|000000000001359558|20200218|3.000-
SM36|000000000001359562|20200218|6.000-
SM36|000000000001360165|20200218|18.000-
SM36|000000000001360194|20200218|13.000-
SM36|000000000001360202|20200218|33.000-
SM36|000000000001360206|20200218|130.000-
SM31|000000000001028375|20200218|0.350 
SM39|000000000001059049|20200218|26.430 
SM39|000000000001069475|20200218|8.704 
SM49|000000000001013393|20200218|121.842 
ST02|000000000001008753|20200218|52.922 
ST02|000000000001008769|20200218|0.790-
ST02|000000000001008900|20200218|0.836-
ST02|000000000001008904|20200218|4.956-
SM49|000000000001018683|20200218|155.000 
SM49|000000000001043321|20200218|35.216 
ST02|000000000001023128|20200218|2.100-
SM49|000000000001051951|20200218|2.000-
SM49|000000000001052016|20200218|3.000-
ST02|000000000001052016|20200218|22.000 
SM49|000000000001008717|20200218|10.004 
SM49|000000000001008747|20200218|2.002 
SM49|000000000001008791|20200218|0.900 
SM49|000000000001008899|20200218|3.142 
SM49|000000000001172641|20200218|11.008 
SM39|000000000001008713|20200218|19.826 
SM39|000000000001008815|20200218|1.178 
SM39|000000000001010863|20200218|7.000 
SM39|000000000001013386|20200218|2.200 
SM39|000000000001013615|20200218|1.160 
SM39|000000000001030533|20200218|0.240-
SM37|000000000001349369|20200218|3.000-
SM38|000000000001366019|20200218|8.000-
SM37|000000000001249597|20200218|8.000-
SM37|000000000001249608|20200218|1.000-
SM37|000000000001360173|20200218|16.000-
SM37|000000000001360191|20200218|3.000-
SM38|000000000001172641|20200218|2.518-
SM37|000000000001299211|20200218|28.000-
SM38|000000000001306429|20200218|7.000 
SM37|000000000001008740|20200218|4.398 
SM37|000000000001008742|20200218|1.288 
SM37|000000000001018598|20200218|24.000-
SM37|000000000001018823|20200218|1.444-
SM38|000000000001008704|20200218|46.530 
SM38|000000000001008713|20200218|12.328 
SM38|000000000001336492|20200218|21.000 
SM38|000000000001340916|20200218|16.000 
SM37|000000000001336509|20200218|32.000 
SM37|000000000001337949|20200218|1.000-
SM37|000000000001341633|20200218|1.000-
ST02|000000000001366019|20200218|5.000-
ST02|000000000001298357|20200218|18.000 
ST02|000000000001359554|20200218|3.000-
SM39|000000000001340915|20200218|37.000 
SM40|000000000001272822|20200218|23.614 
ST04|000000000001008744|20200218|22.709 
ST04|000000000001008822|20200218|38.407-
SM40|000000000001304359|20200218|7.288 
ST04|000000000001008914|20200218|37.541 
SM40|000000000001306426|20200218|15.000 
SM40|000000000001307027|20200218|5.000 
SM40|000000000001008728|20200218|3.122 
SM40|000000000001008748|20200218|4.278 
SM39|000000000001304248|20200218|0.150 
ST04|000000000001018823|20200218|65.068-
ST04|000000000001020973|20200218|14.000-
SM39|000000000001306420|20200218|2.000 
SM39|000000000001306441|20200218|3.000 
ST04|000000000001034289|20200218|3.319-
SM40|000000000001018245|20200218|2.592 
SM40|000000000001018688|20200218|15.000 
SM44|000000000001306843|20200218|3.000 
SM44|000000000001325251|20200218|5.000-
SM44|000000000001336493|20200218|27.000 
SM44|000000000001352808|20200218|7.000-
SM44|000000000001359560|20200218|1.000-
SM44|000000000001365095|20200218|34.000-
SM44|000000000001272833|20200218|6.000 
SM44|000000000001018342|20200218|1.336 
SM44|000000000001026048|20200218|20.884-
SM40|000000000001359554|20200218|1.000-
SM44|000000000001008716|20200218|9.562 
SM44|000000000001008722|20200218|2.348 
SM44|000000000001008890|20200218|20.866 
SM44|000000000001008898|20200218|67.616-
ST05|000000000001008744|20200218|43.334 
SM46|000000000001306037|20200218|1.000 
SM47|000000000001023128|20200218|5.000 
SM47|000000000001008704|20200218|41.898 
SM47|000000000001008763|20200218|48.960 
SM47|000000000001008815|20200218|3.552 
SM47|000000000001008866|20200218|21.000 
SM46|000000000001008741|20200218|7.854 
SM46|000000000001008788|20200218|10.000 
SM46|000000000001008822|20200218|7.456 
SM47|000000000001282462|20200218|11.000 
SM46|000000000001052014|20200218|6.000 
ST04|000000000001051021|20200218|21.000-
ST04|000000000001052167|20200218|1.000-
ST05|000000000001356744|20200218|19.000-
ST05|000000000001358047|20200218|21.000-
ST05|000000000001359332|20200218|3.000-
ST05|000000000001336052|20200218|1.000 
ST05|000000000001336494|20200218|19.000 
ST05|000000000001336496|20200218|20.000 
ST05|000000000001337928|20200218|4.000-
ST05|000000000001036515|20200218|3.642 
ST05|000000000001036526|20200218|38.916 
ST05|000000000001299099|20200218|1.123-
ST04|000000000001277766|20200218|56.000 
ST04|000000000001352811|20200218|10.000-
ST04|000000000001294522|20200218|27.000 
ST04|000000000001358047|20200218|30.000-
ST04|000000000001358049|20200218|47.000-
ST04|000000000001337938|20200218|2.000-
ST04|000000000001337940|20200218|1.000-
ST04|000000000001304248|20200218|0.326-
ST04|000000000001338540|20200218|2.000 
ST04|000000000001338543|20200218|2.000 
ST04|000000000001306427|20200218|2.000 
ST04|000000000001365660|20200218|5.000-
ST04|000000000001345059|20200218|1.000-
ST04|000000000001314639|20200218|172.000 
ST04|000000000001235664|20200218|48.000 
ST10|000000000001008703|20200218|1.965-
ST10|000000000001008737|20200218|14.717 
ST10|000000000001008760|20200218|21.113 
ST10|000000000001008765|20200218|11.036 
ST10|000000000001008880|20200218|21.230 
ST10|000000000001008934|20200218|4.488 
ST10|000000000001013394|20200218|0.030-
ST10|000000000001018591|20200218|1.435 
ST10|000000000001036526|20200218|19.346 
ST10|000000000001037008|20200218|63.000 
ST06|000000000001008888|20200218|28.200 
ST06|000000000001013394|20200218|0.892-
ST06|000000000001028699|20200218|11.000 
ST06|000000000001036528|20200218|2.730 
ST06|000000000001306037|20200218|10.000 
ST06|000000000001008725|20200218|6.716 
ST06|000000000001008763|20200218|46.156 
ST10|000000000001344066|20200218|7.000-
ST10|000000000001358041|20200218|16.000-
ST10|000000000001358046|20200218|35.000-
ST10|000000000001360155|20200218|22.000-
ST10|000000000001360162|20200218|11.000-
ST10|000000000001360185|20200218|6.000-
ST10|000000000001360199|20200218|15.000-
ST10|000000000001360206|20200218|67.000-
ST10|000000000001337937|20200218|4.000-
ST10|000000000001306037|20200218|1.000-
ST10|000000000001340912|20200218|14.000 
ST13|000000000001299099|20200218|10.606-
ST13|000000000001299239|20200218|3.000 
ST13|000000000001299240|20200218|2.000 
ST13|000000000001304369|20200218|1.402-
ST13|000000000001306846|20200218|3.000 
ST13|000000000001306848|20200218|34.000 
ST13|000000000001306849|20200218|5.000 
ST13|000000000001059041|20200218|0.178-
ST13|000000000001311018|20200218|3.000-
ST13|000000000001311032|20200218|4.000-
ST13|000000000001172641|20200218|37.056 
ST13|000000000001172654|20200218|0.932-
ST13|000000000001008727|20200218|22.078 
ST13|000000000001008815|20200218|1.640 
ST13|000000000001008822|20200218|38.524 
ST13|000000000001008934|20200218|14.254 
ST13|000000000001337949|20200218|15.000 
ST13|000000000001340912|20200218|15.000 
ST13|000000000001344065|20200218|31.000-
ST14|000000000001336492|20200218|37.000 
ST14|000000000001337935|20200218|339.000 
ST14|000000000001337945|20200218|4.000-
ST14|000000000001314633|20200218|89.000 
ST14|000000000001020973|20200218|5.000-
ST14|000000000001358043|20200218|150.000-
ST14|000000000001036527|20200218|6.554-
ST14|000000000001360159|20200218|79.000-
ST14|000000000001249632|20200218|26.000-
ST14|000000000001249635|20200218|2.000-
ST14|000000000001249648|20200218|32.000-
ST14|000000000001272822|20200218|11.850-
ST14|000000000001008704|20200218|17.908 
ST14|000000000001008887|20200218|10.044-
ST14|000000000001008931|20200218|2.996 
ST17|000000000001337385|20200218|4.000 
ST17|000000000001018823|20200218|41.632 
ST17|000000000001027694|20200218|18.000 
ST17|000000000001037003|20200218|7.000 
ST17|000000000001008828|20200218|42.530 
ST17|000000000001008894|20200218|40.806 
ST17|000000000001008931|20200218|5.662 
ST17|000000000001008939|20200218|5.202 
ST16|000000000001008765|20200218|18.534 
ST16|000000000001008888|20200218|14.730 
ST16|000000000001008902|20200218|5.876 
ST16|000000000001017929|20200218|10.000-
ST16|000000000001018626|20200218|6.000 
ST16|000000000001052169|20200218|209.000 
ST16|000000000001314631|20200218|1.000 
ST16|000000000001249618|20200218|10.000-
ST16|000000000001249633|20200218|24.000 
ST16|000000000001274778|20200218|13.854 
ST16|000000000001336497|20200218|10.000 
