"""Plant"""STR;0PLANT|"""Material"""MAT;0MATERIAL|"""Calday"""CALDAY;0CALDAY|"""R001/B001 Stock"""STOCK;ZSTOCK
SM13|000000000001036528|20200216|1.095-
SM13|000000000001051953|20200216|5.000 
SM13|000000000001052169|20200216|330.000 
SM12|000000000001249609|20200216|7.000-
SM12|000000000001249611|20200216|6.000-
SM12|000000000001249633|20200216|7.000-
SM12|000000000001249640|20200216|13.000-
SM12|000000000001358048|20200216|53.000-
SM12|000000000001267129|20200216|95.000 
SM12|000000000001272822|20200216|0.575 
SM12|000000000001359557|20200216|1.000 
SM12|000000000001359559|20200216|1.000 
SM12|000000000001360191|20200216|11.000-
SM12|000000000001360208|20200216|1.000-
SM12|000000000001282454|20200216|30.000 
SM13|000000000001137057|20200216|45.308 
SM12|000000000001008763|20200216|2.746 
SM12|000000000001008932|20200216|130.889 
SM08|000000000001013393|20200216|147.319 
SM08|000000000001018685|20200216|72.000 
SM08|000000000001018826|20200216|57.876 
SM08|000000000001036530|20200216|307.986 
SM08|000000000001036561|20200216|162.000 
SM14|000000000001008791|20200216|0.236 
SM14|000000000001013393|20200216|128.552 
SM14|000000000001018598|20200216|280.000 
SM14|000000000001018823|20200216|139.680 
SM14|000000000001018827|20200216|45.851 
SM14|000000000001026389|20200216|19.000 
SM08|000000000001137057|20200216|42.414 
SM13|000000000001366004|20200216|1.000-
SM08|000000000001008742|20200216|15.273 
SM03|000000000001018598|20200216|290.000 
SM14|000000000001306849|20200216|1.000 
SM14|000000000001306854|20200216|2.000-
SM03|000000000001051952|20200216|1.000 
SM14|000000000001137057|20200216|75.152 
SM14|000000000001283328|20200216|361.609 
SM03|000000000001008729|20200216|5.942 
SM03|000000000001008746|20200216|0.818 
SM03|000000000001008793|20200216|2.500 
SM03|000000000001008871|20200216|15.460 
SM03|000000000001008946|20200216|2.000-
SM03|000000000001013386|20200216|5.180 
SM03|000000000001013393|20200216|207.158 
SM09|000000000001306037|20200216|2.000 
SM09|000000000001008703|20200216|2.484-
SM09|000000000001008719|20200216|308.579 
SM09|000000000001008902|20200216|0.431 
SM09|000000000001013386|20200216|3.961 
SM09|000000000001018685|20200216|86.000 
SM11|000000000001008729|20200216|4.086 
SM11|000000000001008745|20200216|13.914 
SM11|000000000001008750|20200216|26.912 
SM11|000000000001008756|20200216|6.076 
SM11|000000000001008757|20200216|1.660 
SM11|000000000001008759|20200216|3.832 
SM11|000000000001008760|20200216|6.572 
SM11|000000000001008766|20200216|9.698 
SM14|000000000001043321|20200216|153.836 
SM11|000000000001008704|20200216|122.178 
SM11|000000000001008705|20200216|9.860 
SM03|000000000001306667|20200216|9.000 
SM09|000000000001052169|20200216|169.000 
SM11|000000000001008914|20200216|51.000 
SM11|000000000001008918|20200216|7.212 
SM08|000000000001330711|20200216|5.563 
SM09|000000000001228347|20200216|0.946 
SM06|000000000001018245|20200216|3.480 
SM06|000000000001036546|20200216|258.000 
SM04|000000000001008730|20200216|0.562 
SM04|000000000001008815|20200216|3.162 
SM04|000000000001008821|20200216|3.675 
SM04|000000000001008902|20200216|10.600 
SM04|000000000001018683|20200216|93.000 
SM04|000000000001026259|20200216|18.000-
SM04|000000000001036528|20200216|4.676 
SM06|000000000001008713|20200216|20.050 
SM06|000000000001008721|20200216|227.824 
SM06|000000000001008746|20200216|2.020 
SM06|000000000001008765|20200216|14.942 
SM06|000000000001008799|20200216|0.528 
SM06|000000000001008817|20200216|13.212 
SM06|000000000001008888|20200216|39.754 
SM06|000000000001008890|20200216|33.000 
SM06|000000000001008918|20200216|2.678 
SM15|000000000001137057|20200216|18.476 
SM11|000000000001337958|20200216|3.000-
SM15|000000000001008700|20200216|67.305 
SM15|000000000001008718|20200216|5.166-
SM15|000000000001008735|20200216|7.108 
SM15|000000000001008782|20200216|1.128 
SM11|000000000001345059|20200216|2.000-
SM11|000000000001017921|20200216|4.000 
SM11|000000000001272833|20200216|7.000 
SM11|000000000001282463|20200216|28.000 
SM11|000000000001026389|20200216|3.000 
SM11|000000000001036518|20200216|10.200 
SM15|000000000001018342|20200216|2.848 
SM11|000000000001299095|20200216|49.000-
SM15|000000000001036546|20200216|168.000 
SM15|000000000001037003|20200216|2.000 
SM11|000000000001306074|20200216|6.000 
SM11|000000000001306438|20200216|1.000-
SM11|000000000001069475|20200216|55.130 
SM11|000000000001306846|20200216|1.000 
SM16|000000000001249470|20200216|3.968 
SM16|000000000001267129|20200216|90.000 
SM17|000000000001036528|20200216|2.882 
SM16|000000000001306037|20200216|13.000 
SM17|000000000001228340|20200216|5.718 
SM16|000000000001008700|20200216|94.540 
SM16|000000000001008828|20200216|6.616 
SM16|000000000001008932|20200216|42.812 
SM16|000000000001008934|20200216|41.298 
SM16|000000000001321513|20200216|2.000-
SM16|000000000001228341|20200216|55.874 
SM16|000000000001359553|20200216|2.000-
SM16|000000000001359559|20200216|1.000-
SM17|000000000001008726|20200216|3.586 
SM17|000000000001008743|20200216|46.712 
SM17|000000000001008778|20200216|0.848 
SM17|000000000001008861|20200216|3.000 
SM20|000000000001036522|20200216|0.286 
SM22|000000000001249645|20200216|86.414-
SM22|000000000001272822|20200216|6.166-
SM22|000000000001008727|20200216|13.446 
SM22|000000000001008735|20200216|0.800-
SM22|000000000001008914|20200216|22.274 
SM20|000000000001008717|20200216|3.902 
SM20|000000000001008737|20200216|2.969 
SM20|000000000001008743|20200216|45.562 
SM20|000000000001008744|20200216|35.586 
SM20|000000000001008778|20200216|4.541 
SM22|000000000001052014|20200216|33.000 
SM20|000000000001359555|20200216|1.000 
SM20|000000000001359562|20200216|2.000 
SM20|000000000001013378|20200216|1.020-
SM18|000000000001051952|20200216|9.000 
SM18|000000000001356743|20200216|17.000-
SM18|000000000001356751|20200216|3.000-
SM18|000000000001359558|20200216|23.000-
SM18|000000000001113180|20200216|1.000-
SM18|000000000001366020|20200216|14.000-
SM18|000000000001306841|20200216|7.000 
SM18|000000000001307023|20200216|4.000 
SM18|000000000001307024|20200216|2.000 
SM18|000000000001307031|20200216|5.000 
SM18|000000000001008726|20200216|10.514 
SM18|000000000001008733|20200216|15.224 
SM18|000000000001008740|20200216|12.658 
SM18|000000000001008750|20200216|4.646 
SM18|000000000001008780|20200216|1.274-
SM18|000000000001008830|20200216|1.000-
SM18|000000000001008890|20200216|91.260 
SM18|000000000001334405|20200216|3.000-
SM18|000000000001010863|20200216|15.000 
SM18|000000000001013376|20200216|3.000-
SM18|000000000001027694|20200216|16.000 
SM18|000000000001036997|20200216|4.000 
SM18|000000000001347156|20200216|3.000 
SM24|000000000001347450|20200216|3.000 
SM25|000000000001008700|20200216|247.818 
SM25|000000000001008727|20200216|4.000 
SM25|000000000001008743|20200216|228.428 
SM25|000000000001008828|20200216|24.604 
SM25|000000000001008864|20200216|28.000 
SM25|000000000001013393|20200216|383.146 
SM25|000000000001292383|20200216|145.000 
SM25|000000000001018823|20200216|230.040 
SM25|000000000001036526|20200216|253.250 
SM25|000000000001036530|20200216|317.603 
SM25|000000000001137057|20200216|113.670 
SM25|000000000001306037|20200216|1.000-
SM25|000000000001052014|20200216|9.000 
SM25|000000000001219388|20200216|42.000 
SM24|000000000001304248|20200216|2.757 
SM24|000000000001306037|20200216|47.000 
SM24|000000000001306038|20200216|3.713-
SM24|000000000001306438|20200216|5.000 
SM24|000000000001306441|20200216|2.000 
SM24|000000000001307023|20200216|3.000 
SM25|000000000001359558|20200216|8.000-
SM24|000000000001331143|20200216|4.000 
SM24|000000000001338524|20200216|5.000 
SM23|000000000001360152|20200216|1.000-
SM22|000000000001360151|20200216|21.000-
SM22|000000000001360160|20200216|321.000-
SM22|000000000001360170|20200216|44.000-
SM23|000000000001249600|20200216|6.000-
SM23|000000000001249634|20200216|7.000-
SM23|000000000001249640|20200216|4.000-
SM23|000000000001259773|20200216|32.000 
SM22|000000000001306852|20200216|4.000 
SM24|000000000001008716|20200216|10.723 
SM24|000000000001008733|20200216|16.465 
SM24|000000000001008743|20200216|14.620 
SM23|000000000001299216|20200216|1.000-
SM23|000000000001306035|20200216|2.000 
SM22|000000000001325543|20200216|9.000 
SM22|000000000001325544|20200216|9.000 
SM24|000000000001017925|20200216|7.000-
SM24|000000000001018626|20200216|4.000 
SM23|000000000001008739|20200216|5.418 
SM23|000000000001008750|20200216|24.751 
SM23|000000000001008753|20200216|21.138-
SM23|000000000001008821|20200216|0.832 
SM23|000000000001008866|20200216|3.000 
SM23|000000000001008944|20200216|13.732 
SM22|000000000001337933|20200216|1.000-
SM22|000000000001337946|20200216|19.000-
SM23|000000000001337947|20200216|8.000 
SM24|000000000001051944|20200216|1.000 
SM23|000000000001018612|20200216|11.340 
SM22|000000000001344065|20200216|31.000-
SM23|000000000001028375|20200216|1.818 
SM26|000000000001008717|20200216|3.500 
SM26|000000000001008816|20200216|5.000 
SM26|000000000001008894|20200216|50.234 
SM26|000000000001013375|20200216|8.216 
SM26|000000000001028698|20200216|18.136 
SM26|000000000001036527|20200216|0.084-
SM31|000000000001314632|20200216|30.000 
SM26|000000000001366013|20200216|22.000-
SM31|000000000001008719|20200216|214.190 
SM31|000000000001008747|20200216|11.521 
SM31|000000000001008758|20200216|1.444 
SM31|000000000001028375|20200216|2.270-
SM31|000000000001034289|20200216|1.550 
SM26|000000000001306849|20200216|20.000 
SM31|000000000001337951|20200216|19.000-
SM31|000000000001337957|20200216|10.000-
SM31|000000000001340913|20200216|2.000 
SM31|000000000001340916|20200216|15.000 
SM27|000000000001008725|20200216|3.874 
SM27|000000000001008729|20200216|10.116 
SM27|000000000001008747|20200216|11.898 
SM27|000000000001008828|20200216|9.914 
SM31|000000000001249639|20200216|109.000-
SM26|000000000001337930|20200216|446.000-
SM27|000000000001360154|20200216|3.000-
SM27|000000000001360207|20200216|18.000-
SM28|000000000001008729|20200216|5.018 
SM28|000000000001008739|20200216|10.154 
SM28|000000000001008745|20200216|21.942 
SM28|000000000001008809|20200216|1.000 
SM28|000000000001008821|20200216|4.730 
SM28|000000000001008939|20200216|0.900 
SM28|000000000001306362|20200216|10.000 
SM28|000000000001013386|20200216|1.460 
SM27|000000000001259773|20200216|32.000 
SM28|000000000001036546|20200216|115.000 
SM28|000000000001036997|20200216|6.000 
SM35|000000000001008700|20200216|279.040 
SM35|000000000001008823|20200216|2.358 
SM35|000000000001008932|20200216|83.824 
SM28|000000000001069475|20200216|0.766 
SM27|000000000001306074|20200216|3.000 
SM34|000000000001008704|20200216|2.298 
SM34|000000000001008705|20200216|0.650 
SM34|000000000001008759|20200216|9.388 
SM34|000000000001008783|20200216|7.746 
SM34|000000000001008898|20200216|18.032 
SM34|000000000001008944|20200216|1.270 
SM32|000000000001172641|20200216|6.460 
SM34|000000000001020973|20200216|36.000 
SM34|000000000001036515|20200216|1.580-
SM32|000000000001008717|20200216|4.270 
SM32|000000000001008934|20200216|17.312 
SM31|000000000001356743|20200216|6.000-
SM31|000000000001358042|20200216|93.000-
SM31|000000000001360153|20200216|30.000-
SM31|000000000001360162|20200216|27.000-
SM31|000000000001360165|20200216|2.000-
SM31|000000000001360172|20200216|6.000-
SM31|000000000001360191|20200216|10.000-
SM32|000000000001018683|20200216|16.000 
SM32|000000000001034290|20200216|16.487 
SM32|000000000001051944|20200216|12.000-
SM35|000000000001272821|20200216|0.992-
SM36|000000000001008704|20200216|48.656-
SM36|000000000001008727|20200216|8.826 
SM36|000000000001008762|20200216|0.776-
SM36|000000000001008828|20200216|2.210 
SM36|000000000001008902|20200216|6.738 
SM35|000000000001303026|20200216|480.000 
SM36|000000000001018343|20200216|17.194 
SM28|000000000001356744|20200216|19.000-
SM28|000000000001356747|20200216|35.000-
SM28|000000000001359563|20200216|19.000-
SM28|000000000001331143|20200216|9.000-
SM28|000000000001336496|20200216|1.000 
SM28|000000000001337959|20200216|3.000 
SM28|000000000001338515|20200216|1.000 
SM38|000000000001172641|20200216|4.642 
SM39|000000000001059049|20200216|36.742 
SM39|000000000001069475|20200216|8.704 
SM39|000000000001304248|20200216|0.150 
SM38|000000000001336492|20200216|22.000 
SM39|000000000001306420|20200216|2.000 
SM39|000000000001306441|20200216|4.000 
SM38|000000000001340916|20200216|17.000 
SM38|000000000001306429|20200216|8.000 
SM39|000000000001008713|20200216|27.082 
SM38|000000000001366019|20200216|7.000-
SM39|000000000001008815|20200216|1.614 
SM39|000000000001010863|20200216|3.000 
SM39|000000000001340915|20200216|40.000 
SM39|000000000001013386|20200216|2.200 
SM39|000000000001013615|20200216|1.160 
SM39|000000000001030533|20200216|0.240-
SM37|000000000001283328|20200216|8.825-
SM37|000000000001299211|20200216|91.000-
SM36|000000000001337503|20200216|28.000 
SM36|000000000001337935|20200216|9.000-
SM37|000000000001008740|20200216|9.916 
SM37|000000000001008742|20200216|10.967-
SM36|000000000001340915|20200216|42.000 
SM38|000000000001008704|20200216|57.902 
SM38|000000000001008713|20200216|10.772 
SM36|000000000001344024|20200216|43.000-
SM36|000000000001344068|20200216|92.000-
SM36|000000000001344343|20200216|1.000-
SM37|000000000001018598|20200216|14.000-
SM37|000000000001018823|20200216|1.302 
SM37|000000000001020973|20200216|7.000 
SM36|000000000001249608|20200216|120.000-
SM36|000000000001249640|20200216|15.000-
SM36|000000000001347215|20200216|47.000 
SM37|000000000001336509|20200216|45.000 
SM37|000000000001341633|20200216|1.000-
SM36|000000000001359558|20200216|3.000-
SM36|000000000001359562|20200216|6.000-
SM36|000000000001360165|20200216|18.000-
SM36|000000000001360194|20200216|13.000-
SM36|000000000001360202|20200216|33.000-
SM36|000000000001360206|20200216|125.000-
SM37|000000000001349369|20200216|3.000-
SM36|000000000001306582|20200216|176.192-
SM37|000000000001360173|20200216|15.000-
SM37|000000000001360191|20200216|3.000-
SM37|000000000001249597|20200216|17.000-
SM37|000000000001249608|20200216|9.000-
SM36|000000000001314631|20200216|13.000-
SM40|000000000001018245|20200216|1.940 
SM40|000000000001018688|20200216|15.000 
SM40|000000000001359554|20200216|1.000-
SM40|000000000001272822|20200216|25.514 
SM40|000000000001304359|20200216|7.288 
SM40|000000000001306426|20200216|15.000 
SM40|000000000001307027|20200216|5.000 
SM40|000000000001008728|20200216|3.122 
SM40|000000000001008748|20200216|4.314 
ST04|000000000001008744|20200216|124.437 
ST04|000000000001008822|20200216|23.942-
ST04|000000000001008914|20200216|80.398 
SM47|000000000001008704|20200216|43.854 
SM47|000000000001008763|20200216|63.924 
SM47|000000000001008815|20200216|1.992 
SM47|000000000001008866|20200216|7.000 
SM47|000000000001023128|20200216|5.000 
SM47|000000000001282462|20200216|1.000 
SM46|000000000001052014|20200216|10.000 
SM44|000000000001352808|20200216|7.000-
SM44|000000000001272833|20200216|5.000 
SM44|000000000001358049|20200216|2.000 
SM44|000000000001359560|20200216|1.000-
SM44|000000000001365095|20200216|34.000-
SM44|000000000001008716|20200216|13.900 
SM44|000000000001008722|20200216|0.924 
SM44|000000000001008890|20200216|37.060 
SM44|000000000001008898|20200216|63.220-
SM44|000000000001306843|20200216|3.000 
SM44|000000000001018342|20200216|3.908 
SM44|000000000001026048|20200216|3.660 
SM44|000000000001325251|20200216|2.000-
SM46|000000000001306037|20200216|5.000 
SM46|000000000001008741|20200216|24.658 
SM46|000000000001008788|20200216|25.189 
SM46|000000000001008822|20200216|9.061 
SM44|000000000001336493|20200216|27.000 
ST04|000000000001365660|20200216|5.000-
ST04|000000000001314639|20200216|404.000 
ST04|000000000001235664|20200216|61.000 
ST04|000000000001018823|20200216|39.787 
ST04|000000000001020973|20200216|1.000-
ST04|000000000001277766|20200216|59.000 
ST04|000000000001034289|20200216|16.897 
ST04|000000000001294522|20200216|41.000 
ST04|000000000001352811|20200216|10.000-
ST04|000000000001051021|20200216|21.000-
ST04|000000000001052167|20200216|6.000 
ST04|000000000001304248|20200216|0.326-
ST04|000000000001337938|20200216|2.000-
ST04|000000000001337940|20200216|1.000-
ST04|000000000001358047|20200216|27.000-
ST04|000000000001358049|20200216|44.000-
ST04|000000000001306427|20200216|2.000 
ST04|000000000001338543|20200216|3.000 
ST04|000000000001307031|20200216|10.000 
ST02|000000000001052016|20200216|24.000 
ST02|000000000001298357|20200216|18.000 
SM49|000000000001172641|20200216|13.638 
SM49|000000000001008717|20200216|1.004 
SM49|000000000001008747|20200216|1.796 
SM49|000000000001008791|20200216|0.900 
SM49|000000000001008899|20200216|4.886 
ST02|000000000001008753|20200216|54.700 
ST02|000000000001008769|20200216|0.790-
ST02|000000000001008900|20200216|0.836-
ST02|000000000001008904|20200216|4.956-
SM49|000000000001013393|20200216|113.468 
SM49|000000000001018683|20200216|131.000 
SM49|000000000001043321|20200216|12.244 
SM49|000000000001051951|20200216|2.000-
SM49|000000000001052016|20200216|3.000-
ST02|000000000001023128|20200216|2.100-
ST02|000000000001359554|20200216|3.000-
ST02|000000000001366019|20200216|5.000-
ST05|000000000001336052|20200216|1.000 
ST05|000000000001336494|20200216|19.000 
ST05|000000000001336496|20200216|25.000 
ST05|000000000001036515|20200216|13.738 
ST05|000000000001036526|20200216|50.788 
ST05|000000000001337928|20200216|2.000-
ST05|000000000001299099|20200216|16.321-
ST05|000000000001008744|20200216|33.246 
ST05|000000000001356744|20200216|19.000-
ST05|000000000001358047|20200216|21.000-
ST05|000000000001359332|20200216|3.000-
ST10|000000000001358041|20200216|18.000-
ST10|000000000001358046|20200216|75.000-
ST10|000000000001360155|20200216|17.000-
ST10|000000000001360162|20200216|10.000-
ST10|000000000001360185|20200216|6.000-
ST10|000000000001360199|20200216|14.000-
ST10|000000000001360206|20200216|59.000-
ST06|000000000001013394|20200216|3.628 
ST06|000000000001028699|20200216|4.000-
ST06|000000000001036528|20200216|2.446 
ST06|000000000001306037|20200216|1.000 
ST06|000000000001008725|20200216|1.492 
ST06|000000000001008763|20200216|41.526 
ST06|000000000001008888|20200216|9.458 
ST13|000000000001344065|20200216|30.000-
ST13|000000000001299099|20200216|6.260-
ST13|000000000001299239|20200216|3.000 
ST13|000000000001299240|20200216|2.000 
ST13|000000000001304369|20200216|1.402-
ST13|000000000001306846|20200216|3.000 
ST13|000000000001306848|20200216|30.000 
ST13|000000000001306849|20200216|3.000 
ST13|000000000001311018|20200216|1.000-
ST13|000000000001311032|20200216|2.000-
ST13|000000000001172641|20200216|48.578 
ST13|000000000001172654|20200216|0.932-
ST13|000000000001337949|20200216|15.000 
ST13|000000000001059041|20200216|0.178-
ST13|000000000001340912|20200216|18.000 
ST10|000000000001008703|20200216|1.965-
ST10|000000000001008737|20200216|16.077 
ST10|000000000001008760|20200216|13.981 
ST10|000000000001008765|20200216|17.714 
ST10|000000000001008880|20200216|52.359 
ST10|000000000001008934|20200216|12.439 
ST13|000000000001008727|20200216|20.814 
ST13|000000000001008815|20200216|0.462 
ST13|000000000001008822|20200216|40.572 
ST13|000000000001008934|20200216|28.072 
ST10|000000000001013394|20200216|1.470 
ST10|000000000001017929|20200216|1.000 
ST10|000000000001018591|20200216|2.289 
ST10|000000000001036526|20200216|139.714 
ST10|000000000001037008|20200216|63.000 
ST10|000000000001337937|20200216|4.000-
ST10|000000000001306037|20200216|10.000 
ST10|000000000001340912|20200216|14.000 
ST10|000000000001344066|20200216|6.000-
ST16|000000000001249618|20200216|79.000-
ST16|000000000001249633|20200216|24.000-
ST16|000000000001008765|20200216|16.716 
ST16|000000000001008888|20200216|13.750 
ST16|000000000001008902|20200216|7.464 
ST16|000000000001274778|20200216|15.296 
ST16|000000000001283328|20200216|756.085 
ST16|000000000001017929|20200216|9.000-
ST16|000000000001018626|20200216|6.000 
ST16|000000000001052169|20200216|460.000 
ST16|000000000001336497|20200216|11.000 
ST16|000000000001306580|20200216|58.405-
ST16|000000000001314631|20200216|1.000 
ST14|000000000001008704|20200216|138.404 
ST14|000000000001008887|20200216|9.208 
ST14|000000000001008931|20200216|1.226 
ST14|000000000001272822|20200216|3.152-
ST14|000000000001020973|20200216|5.000-
ST14|000000000001036527|20200216|2.354 
ST14|000000000001314633|20200216|89.000 
ST14|000000000001249632|20200216|25.000-
ST14|000000000001249635|20200216|2.000-
ST14|000000000001249648|20200216|29.000-
ST14|000000000001358043|20200216|289.000-
ST14|000000000001360159|20200216|75.000-
ST14|000000000001336492|20200216|39.000 
