"""Plant"""STR;0PLANT|"""Material"""MAT;0MATERIAL|"""Calday"""CALDAY;0CALDAY|"""R001/B001 Stock"""STOCK;ZSTOCK
FL02|000000000001013393|20200219|0.739-
FL02|000000000001018245|20200219|2.264 
FL02|000000000001036515|20200219|0.080-
FL02|000000000001069494|20200219|1.190-
SM03|000000000001008729|20200219|4.548 
SM03|000000000001008746|20200219|4.016 
SM03|000000000001008793|20200219|4.768 
SM03|000000000001008871|20200219|3.400 
FL01|000000000001260302|20200219|1.000 
SM03|000000000001013386|20200219|4.300 
SM03|000000000001013393|20200219|263.314 
SM03|000000000001018598|20200219|176.000 
FL01|000000000001293440|20200219|208.000 
FL01|000000000001293529|20200219|1.000 
FL01|000000000001306031|20200219|39.000 
FL01|000000000001306462|20200219|7.000 
SM08|000000000001330711|20200219|2.000 
SM09|000000000001008719|20200219|84.337 
SM09|000000000001306037|20200219|1.000-
SM11|000000000001008704|20200219|27.202 
SM11|000000000001008705|20200219|4.858 
SM11|000000000001008729|20200219|4.800 
SM11|000000000001008745|20200219|6.302 
SM11|000000000001008750|20200219|13.302 
SM11|000000000001008756|20200219|1.804-
SM11|000000000001008759|20200219|1.060 
SM11|000000000001008760|20200219|3.400 
SM11|000000000001008766|20200219|2.280 
SM11|000000000001008914|20200219|3.000 
SM11|000000000001008918|20200219|5.440 
SM09|000000000001013386|20200219|5.200 
SM09|000000000001018685|20200219|9.000 
SM09|000000000001052169|20200219|8.000 
SM11|000000000001337958|20200219|3.000-
SM04|000000000001018683|20200219|91.000 
SM03|000000000001306667|20200219|2.000 
SM04|000000000001036528|20200219|3.976 
SM11|000000000001069475|20200219|2.100 
SM11|000000000001345059|20200219|1.000-
SM04|000000000001008815|20200219|0.838 
SM04|000000000001008821|20200219|4.178 
SM04|000000000001008902|20200219|2.992 
SM03|000000000001051952|20200219|1.000 
SM11|000000000001299095|20200219|49.000-
SM11|000000000001306438|20200219|1.000-
SM11|000000000001017921|20200219|4.000-
SM11|000000000001026389|20200219|10.000-
SM11|000000000001282463|20200219|6.000 
SM14|000000000001043321|20200219|25.415 
SM13|000000000001366004|20200219|1.000-
SM14|000000000001137057|20200219|18.124 
SM14|000000000001283328|20200219|230.227 
SM14|000000000001008791|20200219|0.366-
SM14|000000000001013393|20200219|42.688 
SM14|000000000001018598|20200219|3.000 
SM14|000000000001018823|20200219|12.192 
SM14|000000000001018827|20200219|4.090-
SM14|000000000001026389|20200219|11.000 
SM06|000000000001008713|20200219|15.532 
SM06|000000000001008721|20200219|303.860 
SM06|000000000001008746|20200219|3.750 
SM06|000000000001008765|20200219|26.272 
SM06|000000000001008799|20200219|3.672 
SM06|000000000001008817|20200219|7.960 
SM06|000000000001008888|20200219|34.510 
SM06|000000000001008918|20200219|2.804 
SM06|000000000001018245|20200219|3.218 
SM04|000000000001347341|20200219|4.000-
SM06|000000000001036546|20200219|422.000 
SM13|000000000001137057|20200219|42.622-
SM12|000000000001008763|20200219|3.838 
SM12|000000000001008932|20200219|157.490 
SM12|000000000001314631|20200219|20.000 
SM13|000000000001298357|20200219|8.000 
SM13|000000000001008713|20200219|9.400 
SM12|000000000001034289|20200219|10.000 
SM13|000000000001008821|20200219|2.136 
SM13|000000000001008887|20200219|52.247 
SM13|000000000001008890|20200219|15.452-
SM13|000000000001008899|20200219|7.577 
SM13|000000000001013393|20200219|11.357 
SM13|000000000001018826|20200219|2.932-
SM11|000000000001365660|20200219|1.000-
SM13|000000000001036528|20200219|16.675-
SM12|000000000001358048|20200219|53.000-
SM13|000000000001051953|20200219|1.000-
SM13|000000000001052169|20200219|14.000 
SM12|000000000001249609|20200219|1.000-
SM12|000000000001249633|20200219|2.000-
SM12|000000000001249640|20200219|4.000-
SM12|000000000001359557|20200219|1.000 
SM12|000000000001359559|20200219|1.000 
SM12|000000000001360191|20200219|11.000-
SM12|000000000001360208|20200219|1.000-
SM12|000000000001267129|20200219|180.000 
SM12|000000000001272822|20200219|8.000-
SM12|000000000001282454|20200219|35.000 
SM15|000000000001137057|20200219|1.780 
SM15|000000000001228340|20200219|2.000 
SM08|000000000001137057|20200219|19.397 
SM15|000000000001008700|20200219|29.994 
SM15|000000000001008735|20200219|11.752 
SM15|000000000001008782|20200219|0.400 
SM15|000000000001008799|20200219|1.000 
SM08|000000000001008742|20200219|6.464 
SM15|000000000001018342|20200219|8.100 
SM08|000000000001013393|20200219|37.190 
SM15|000000000001036546|20200219|70.000 
SM08|000000000001018685|20200219|12.000 
SM08|000000000001018826|20200219|7.173 
SM08|000000000001036530|20200219|463.745 
SM08|000000000001036561|20200219|96.000 
SM20|000000000001008717|20200219|7.279 
SM20|000000000001008737|20200219|5.724 
SM20|000000000001008743|20200219|32.179 
SM20|000000000001008744|20200219|20.597 
SM20|000000000001008778|20200219|4.027 
SM18|000000000001347156|20200219|2.000 
SM20|000000000001013378|20200219|1.020-
SM18|000000000001348209|20200219|3.000-
SM20|000000000001036522|20200219|0.286 
SM18|000000000001356743|20200219|17.000-
SM18|000000000001356751|20200219|3.000-
SM18|000000000001359558|20200219|24.000-
SM18|000000000001366020|20200219|14.000-
SM18|000000000001008726|20200219|2.182 
SM18|000000000001008733|20200219|16.996 
SM18|000000000001008740|20200219|9.280 
SM18|000000000001008750|20200219|70.106 
SM18|000000000001008890|20200219|119.292 
SM18|000000000001306841|20200219|1.000-
SM18|000000000001010863|20200219|9.000 
SM18|000000000001027694|20200219|13.000-
SM18|000000000001036997|20200219|5.000 
SM18|000000000001051952|20200219|4.000 
SM18|000000000001334405|20200219|4.000-
SM18|000000000001338509|20200219|1.000 
SM22|000000000001360151|20200219|21.000-
SM22|000000000001360160|20200219|331.000-
SM22|000000000001360170|20200219|48.000-
SM22|000000000001052014|20200219|12.000 
SM20|000000000001359555|20200219|1.000 
SM20|000000000001359562|20200219|2.000 
SM23|000000000001028375|20200219|2.404 
SM22|000000000001306852|20200219|21.000 
SM22|000000000001325543|20200219|8.000 
SM22|000000000001325544|20200219|8.000 
SM23|000000000001008739|20200219|2.492 
SM23|000000000001008750|20200219|5.526 
SM23|000000000001008753|20200219|4.252-
SM23|000000000001008821|20200219|3.116 
SM23|000000000001008866|20200219|5.000 
SM23|000000000001008944|20200219|7.522 
SM22|000000000001008727|20200219|18.582 
SM22|000000000001008735|20200219|0.800-
SM22|000000000001337933|20200219|1.000-
SM22|000000000001337946|20200219|20.000-
SM22|000000000001008914|20200219|4.004 
SM22|000000000001249645|20200219|28.826-
SM23|000000000001018612|20200219|0.516-
SM22|000000000001344065|20200219|37.000-
SM25|000000000001137057|20200219|12.758 
SM25|000000000001219388|20200219|0.480-
SM25|000000000001292383|20200219|140.000 
SM23|000000000001337947|20200219|8.000 
SM24|000000000001008716|20200219|7.022 
SM24|000000000001008733|20200219|11.558 
SM24|000000000001008743|20200219|6.679-
SM25|000000000001008700|20200219|558.010-
SM25|000000000001008727|20200219|2.594 
SM25|000000000001008743|20200219|24.244 
SM25|000000000001008828|20200219|9.269 
SM25|000000000001008864|20200219|8.000-
SM25|000000000001036526|20200219|30.660 
SM25|000000000001036530|20200219|508.751 
SM25|000000000001052014|20200219|7.000 
SM25|000000000001013393|20200219|109.126 
SM25|000000000001018823|20200219|40.817 
SM24|000000000001331143|20200219|2.000 
SM24|000000000001338524|20200219|6.000 
SM23|000000000001249600|20200219|2.000-
SM23|000000000001249634|20200219|1.000-
SM23|000000000001259773|20200219|2.000 
SM23|000000000001360152|20200219|1.000-
SM24|000000000001304248|20200219|3.266 
SM24|000000000001347450|20200219|2.000 
SM23|000000000001306035|20200219|4.000-
SM24|000000000001306037|20200219|20.000 
SM24|000000000001306038|20200219|4.413-
SM24|000000000001306438|20200219|8.000 
SM24|000000000001306441|20200219|2.000 
SM24|000000000001307023|20200219|1.000 
SM16|000000000001306841|20200219|4.000 
SM16|000000000001008700|20200219|260.913-
SM16|000000000001008828|20200219|13.806 
SM16|000000000001008932|20200219|0.553 
SM16|000000000001008934|20200219|33.524 
SM16|000000000001052014|20200219|3.000 
SM16|000000000001359553|20200219|2.000-
SM16|000000000001359559|20200219|1.000-
SM16|000000000001228341|20200219|52.300 
SM16|000000000001249470|20200219|4.520 
SM16|000000000001267129|20200219|97.000 
SM16|000000000001306037|20200219|27.000 
SM32|000000000001051944|20200219|2.000 
SM17|000000000001228340|20200219|3.734 
SM17|000000000001008726|20200219|0.004-
SM17|000000000001008743|20200219|36.040 
SM17|000000000001008778|20200219|1.632 
SM17|000000000001008861|20200219|2.000 
SM31|000000000001356743|20200219|6.000-
SM31|000000000001358042|20200219|93.000-
SM31|000000000001360153|20200219|35.000-
SM31|000000000001360162|20200219|34.000-
SM31|000000000001360165|20200219|2.000-
SM31|000000000001360172|20200219|6.000-
SM31|000000000001360191|20200219|10.000-
SM32|000000000001172641|20200219|3.540 
SM25|000000000001359558|20200219|8.000-
SM31|000000000001337951|20200219|19.000-
SM31|000000000001337957|20200219|10.000-
SM31|000000000001340913|20200219|2.000 
SM31|000000000001340916|20200219|14.000 
SM32|000000000001008717|20200219|3.800 
SM32|000000000001008729|20200219|2.560 
SM32|000000000001008934|20200219|19.155 
SM31|000000000001314632|20200219|30.000 
SM17|000000000001036528|20200219|3.098 
SM32|000000000001018683|20200219|4.000 
SM32|000000000001034290|20200219|10.182-
SM35|000000000001008700|20200219|18.044 
SM35|000000000001008823|20200219|5.228 
SM35|000000000001008932|20200219|17.568 
SM34|000000000001008704|20200219|12.966 
SM34|000000000001008705|20200219|3.652 
SM34|000000000001008759|20200219|3.960 
SM34|000000000001008783|20200219|8.890 
SM34|000000000001008898|20200219|17.411 
SM34|000000000001008944|20200219|0.072-
SM34|000000000001020973|20200219|2.000 
SM34|000000000001036515|20200219|7.290 
SM35|000000000001303026|20200219|376.620 
SM28|000000000001013386|20200219|5.076 
SM28|000000000001036546|20200219|150.000 
SM28|000000000001306362|20200219|1.000 
SM28|000000000001306420|20200219|3.000 
SM26|000000000001337930|20200219|446.000-
SM26|000000000001013375|20200219|7.240 
SM26|000000000001028698|20200219|21.000 
SM26|000000000001306849|20200219|16.000 
SM26|000000000001008717|20200219|4.102 
SM26|000000000001008894|20200219|59.294 
SM28|000000000001359563|20200219|20.000-
SM28|000000000001331143|20200219|1.000 
SM28|000000000001336496|20200219|16.000 
SM28|000000000001337959|20200219|3.000 
SM28|000000000001338515|20200219|2.000 
SM28|000000000001356744|20200219|19.000-
SM28|000000000001356747|20200219|35.000-
SM36|000000000001359558|20200219|3.000-
SM36|000000000001359562|20200219|6.000-
SM36|000000000001306582|20200219|51.782-
SM26|000000000001366013|20200219|25.000-
SM27|000000000001259773|20200219|11.000 
SM27|000000000001360154|20200219|5.000-
SM27|000000000001360207|20200219|24.000-
SM27|000000000001282458|20200219|1.000-
SM36|000000000001314631|20200219|13.000-
SM27|000000000001306074|20200219|9.000 
SM27|000000000001008725|20200219|1.372 
SM27|000000000001008729|20200219|10.812 
SM27|000000000001008747|20200219|1.396 
SM36|000000000001337503|20200219|28.000 
SM36|000000000001337935|20200219|9.000-
SM27|000000000001008828|20200219|3.116 
SM36|000000000001340915|20200219|41.000 
SM36|000000000001344024|20200219|52.000-
SM36|000000000001344068|20200219|101.000-
SM36|000000000001344343|20200219|1.000-
SM28|000000000001008729|20200219|2.588 
SM28|000000000001008739|20200219|4.446 
SM28|000000000001008745|20200219|22.150 
SM28|000000000001008809|20200219|0.440 
SM36|000000000001347215|20200219|18.000 
SM36|000000000001360165|20200219|18.000-
SM36|000000000001360194|20200219|13.000-
SM36|000000000001360202|20200219|33.000-
SM36|000000000001360206|20200219|132.000-
SM36|000000000001249608|20200219|29.000-
SM36|000000000001249640|20200219|9.000-
SM31|000000000001008719|20200219|144.230 
SM31|000000000001008747|20200219|1.033-
SM31|000000000001008758|20200219|5.846 
SM31|000000000001028375|20200219|0.350 
SM36|000000000001008704|20200219|5.236 
SM36|000000000001008727|20200219|0.678 
SM36|000000000001008828|20200219|14.996 
SM36|000000000001008902|20200219|5.152 
SM31|000000000001249639|20200219|30.000-
SM40|000000000001272822|20200219|23.460 
SM39|000000000001306441|20200219|2.000 
SM40|000000000001008728|20200219|3.122 
SM40|000000000001008748|20200219|4.278 
SM40|000000000001304359|20200219|7.288 
SM40|000000000001306426|20200219|15.000 
SM40|000000000001307027|20200219|5.000 
SM40|000000000001018245|20200219|1.000 
SM40|000000000001036833|20200219|1.000-
SM39|000000000001059049|20200219|39.810 
SM39|000000000001340915|20200219|37.000 
SM39|000000000001008713|20200219|19.602 
SM39|000000000001008815|20200219|2.280 
SM39|000000000001010863|20200219|6.000 
SM37|000000000001349369|20200219|3.000-
SM38|000000000001336492|20200219|21.000 
SM38|000000000001340916|20200219|14.000 
SM37|000000000001336509|20200219|31.000 
SM37|000000000001337949|20200219|1.000-
SM38|000000000001366019|20200219|8.000-
SM37|000000000001341633|20200219|1.000-
SM37|000000000001360173|20200219|16.000-
SM37|000000000001360191|20200219|3.000-
SM37|000000000001249597|20200219|9.000-
SM37|000000000001249608|20200219|1.000-
SM37|000000000001008740|20200219|2.900 
SM37|000000000001008742|20200219|8.656-
SM37|000000000001283328|20200219|0.170-
SM38|000000000001172641|20200219|2.050 
SM37|000000000001018598|20200219|1.000 
SM37|000000000001018823|20200219|3.582-
SM38|000000000001008704|20200219|24.816 
SM38|000000000001008713|20200219|9.096 
SM37|000000000001299211|20200219|28.000-
SM38|000000000001306429|20200219|6.000 
SM44|000000000001018342|20200219|0.520 
SM44|000000000001026048|20200219|4.726-
SM44|000000000001008716|20200219|3.106 
SM44|000000000001008722|20200219|0.856 
SM44|000000000001008898|20200219|67.812-
SM44|000000000001336493|20200219|27.000 
SM44|000000000001272833|20200219|6.000 
SM44|000000000001306843|20200219|1.000 
SM40|000000000001359554|20200219|1.000-
ST04|000000000001304248|20200219|0.326-
ST04|000000000001337938|20200219|2.000-
ST04|000000000001337940|20200219|1.000-
ST04|000000000001306427|20200219|2.000 
ST04|000000000001338540|20200219|2.000 
ST04|000000000001338543|20200219|1.000 
ST04|000000000001235664|20200219|36.000 
ST04|000000000001314639|20200219|161.000 
ST04|000000000001277766|20200219|56.000 
ST04|000000000001294522|20200219|26.000 
ST04|000000000001051021|20200219|21.000-
ST04|000000000001052167|20200219|1.000-
SM47|000000000001282462|20200219|11.000 
SM46|000000000001008741|20200219|13.016 
SM46|000000000001008788|20200219|19.322 
SM46|000000000001008822|20200219|9.018 
SM46|000000000001306037|20200219|6.000 
SM47|000000000001008704|20200219|152.062 
SM47|000000000001008763|20200219|133.074 
SM47|000000000001008815|20200219|5.066 
SM47|000000000001008866|20200219|55.000 
SM44|000000000001352808|20200219|7.000-
SM46|000000000001052014|20200219|5.000 
SM44|000000000001359560|20200219|1.000-
SM47|000000000001023128|20200219|5.000 
SM44|000000000001365095|20200219|34.000-
SM49|000000000001008717|20200219|10.500 
SM49|000000000001008747|20200219|1.680 
SM49|000000000001013393|20200219|101.130 
SM49|000000000001018683|20200219|56.000 
SM49|000000000001043321|20200219|18.144 
SM49|000000000001052016|20200219|4.000-
SM49|000000000001172641|20200219|5.230 
ST04|000000000001365660|20200219|5.000-
ST04|000000000001345059|20200219|1.000-
ST05|000000000001008744|20200219|55.975 
ST04|000000000001352811|20200219|10.000-
ST04|000000000001358047|20200219|30.000-
ST04|000000000001358049|20200219|50.000-
ST02|000000000001366019|20200219|5.000-
ST05|000000000001036515|20200219|9.642 
ST05|000000000001036526|20200219|98.630 
ST04|000000000001008744|20200219|29.051 
ST04|000000000001008822|20200219|32.369-
ST04|000000000001008914|20200219|11.465 
ST04|000000000001018823|20200219|35.656-
ST04|000000000001020973|20200219|14.000-
ST02|000000000001359554|20200219|3.000-
ST04|000000000001034289|20200219|4.441-
ST05|000000000001356744|20200219|19.000-
ST05|000000000001358047|20200219|21.000-
ST05|000000000001359332|20200219|3.000-
ST02|000000000001023128|20200219|2.100-
ST02|000000000001052016|20200219|27.000 
ST02|000000000001298357|20200219|18.000 
ST05|000000000001336052|20200219|1.000 
ST05|000000000001336494|20200219|19.000 
ST05|000000000001336496|20200219|20.000 
ST05|000000000001337928|20200219|4.000-
ST05|000000000001299099|20200219|1.773-
ST02|000000000001008753|20200219|19.528 
ST10|000000000001018591|20200219|1.900 
ST10|000000000001008737|20200219|5.000 
ST10|000000000001008760|20200219|19.146 
ST10|000000000001008765|20200219|8.646 
ST10|000000000001008880|20200219|49.896 
ST10|000000000001008934|20200219|9.991 
ST10|000000000001036526|20200219|31.121 
ST10|000000000001037008|20200219|63.000 
ST06|000000000001306037|20200219|19.000 
ST10|000000000001358041|20200219|16.000-
ST10|000000000001358046|20200219|35.000-
ST10|000000000001360155|20200219|27.000-
ST10|000000000001360162|20200219|11.000-
ST10|000000000001360185|20200219|6.000-
ST10|000000000001360199|20200219|15.000-
ST10|000000000001360206|20200219|70.000-
ST10|000000000001337937|20200219|4.000-
ST10|000000000001340912|20200219|13.000 
ST10|000000000001344066|20200219|7.000-
ST06|000000000001008725|20200219|8.786 
ST06|000000000001008763|20200219|87.054 
ST06|000000000001008888|20200219|26.150 
ST06|000000000001013394|20200219|0.908 
ST06|000000000001028699|20200219|17.000 
ST06|000000000001036528|20200219|6.190 
ST13|000000000001344065|20200219|32.000-
ST13|000000000001337949|20200219|15.000 
ST13|000000000001340912|20200219|15.000 
ST13|000000000001172641|20200219|27.568 
ST13|000000000001008727|20200219|23.982 
ST13|000000000001008815|20200219|5.620 
ST13|000000000001008822|20200219|33.710 
ST13|000000000001008934|20200219|29.752 
ST13|000000000001299099|20200219|3.372-
ST13|000000000001299239|20200219|3.000 
ST13|000000000001299240|20200219|2.000 
ST13|000000000001304369|20200219|1.402-
ST13|000000000001306846|20200219|5.000 
ST13|000000000001306848|20200219|34.000 
ST13|000000000001306849|20200219|7.000 
ST13|000000000001311018|20200219|3.000-
ST13|000000000001311032|20200219|5.000-
ST14|000000000001020973|20200219|1.000-
ST14|000000000001036527|20200219|27.342 
ST16|000000000001008765|20200219|16.500 
ST16|000000000001008888|20200219|19.500 
ST16|000000000001008902|20200219|5.400 
ST16|000000000001052169|20200219|21.000 
ST14|000000000001008704|20200219|29.560 
ST14|000000000001008887|20200219|13.820 
ST14|000000000001008931|20200219|3.600 
ST14|000000000001358043|20200219|155.000-
ST14|000000000001337935|20200219|339.000 
ST14|000000000001337945|20200219|5.000-
ST14|000000000001360159|20200219|81.000-
ST16|000000000001359556|20200219|2.000-
ST16|000000000001360176|20200219|1.000-
ST16|000000000001360182|20200219|7.000-
ST16|000000000001360183|20200219|268.000-
ST16|000000000001360194|20200219|1.000-
ST16|000000000001360199|20200219|81.000-
ST16|000000000001360203|20200219|1.000-
ST14|000000000001336492|20200219|34.000 
ST14|000000000001272822|20200219|3.890-
ST16|000000000001306580|20200219|15.258-
ST16|000000000001249618|20200219|13.000-
ST16|000000000001249633|20200219|24.000 
ST16|000000000001283328|20200219|318.200 
ST14|000000000001314633|20200219|89.000 
ST16|000000000001314631|20200219|1.000 
ST16|000000000001336497|20200219|9.000 
ST14|000000000001249632|20200219|7.000-
ST14|000000000001249648|20200219|7.000-
ST17|000000000001359562|20200219|1.000-
ST18|000000000001052167|20200219|23.000 
ST18|000000000001304373|20200219|6.928-
ST18|000000000001177903|20200219|41.074-
ST18|000000000001260310|20200219|3810.000-
ST18|000000000001272822|20200219|32.932 
ST18|000000000001008866|20200219|120.000 
ST18|000000000001008871|20200219|21.160 
ST18|000000000001008890|20200219|102.138 
ST18|000000000001008902|20200219|9.400 
ST18|000000000001013373|20200219|10.306 
ST18|000000000001018245|20200219|5.000 
ST18|000000000001301844|20200219|15.407-
ST18|000000000001366013|20200219|59.000-
ST18|000000000001337928|20200219|594.000-
T001|000000000001267129|20200219|250.000 
T001|000000000001340914|20200219|27.000 
T001|000000000001306037|20200219|30.000 
T001|000000000001325544|20200219|28.000 
ST17|000000000001008828|20200219|47.144 
ST17|000000000001008894|20200219|84.842 
ST17|000000000001008931|20200219|6.510 
ST17|000000000001008939|20200219|3.700 
ST17|000000000001018823|20200219|104.738 
ST17|000000000001027694|20200219|27.000 
ST17|000000000001037003|20200219|1.000 
T001|000000000001008724|20200219|0.900 
T001|000000000001008743|20200219|4.196 
T001|000000000001008842|20200219|47.650 
T001|000000000001008864|20200219|33.000 
T001|000000000001013394|20200219|12.244 
T001|000000000001013396|20200219|4.902 
T001|000000000001030533|20200219|12.912 
T001|000000000001036545|20200219|120.000 
T001|000000000001036561|20200219|45.000 
T012|000000000001008799|20200219|1.504 
T012|000000000001008859|20200219|25.802 
T012|000000000001008867|20200219|8.000 
T012|000000000001298357|20200219|2.000-
T012|000000000001036526|20200219|17.410 
T012|000000000001259773|20200219|3.000 
T024|000000000001336497|20200219|11.000 
T012|000000000001325500|20200219|123.000 
T024|000000000001292556|20200219|73.000 
T012|000000000001336509|20200219|8.000 
T024|000000000001008715|20200219|1.060 
T024|000000000001008760|20200219|0.850 
T024|000000000001008821|20200219|1.628 
T024|000000000001008828|20200219|4.564 
T024|000000000001008902|20200219|2.420 
T024|000000000001008918|20200219|0.200 
