"""Plant"""STR:0PLANT|"""Material"""MAT:0MATERIAL|"""Calendar Day"""CALDAY:0CALDAY|"""Sal Qty"""SALEQTY:0CPBAINSABU|"""Sal Ret Val"""SALERET:0RTBAINSASV|"""Sal Ret with Tax"""GROSSVAL:0RTBAINSAST|"""Sal Cost Val"""COSTVAL:0CPBAINSAPV|"""Net Margin"""NETMARGIN:0RTBAINSASV
FL01|000000000001008699|20200213|27.730 |1567.40 |1567.40 |1063.72 |503.68 
FL03|000000000001008699|20200213|5.580 |339.60 |339.60 |210.87 |128.73 
FL04|000000000001008699|20200213|6.560 |392.90 |392.90 |350.96 |41.94 
FL05|000000000001008699|20200213|19.840 |527.10 |527.10 |356.13 |170.97 
FL06|000000000001008699|20200213|5.720 |150.20 |150.20 |113.14 |37.06 
FL09|000000000001008699|20200213|4.740 |123.80 |123.80 |86.60 |37.20 
FL10|000000000001008699|20200213|5.940 |159.70 |159.70 |103.30 |56.40 
FL12|000000000001008699|20200213|3.130 |88.80 |88.80 |68.33 |20.47 
FL18|000000000001008699|20200213|9.970 |536.90 |536.90 |441.97 |94.93 
FL19|000000000001008699|20200213|2.030 |126.45 |126.45 |71.21 |55.24 
SD23|000000000001008699|20200213|2.000 |24.00 |24.00 |30.00 |6.00-
SM02|000000000001008699|20200213|25.758 |1210.13 |1210.13 |817.02 |393.11 
SM03|000000000001008699|20200213|23.688 |639.60 |639.60 |355.32 |284.28 
SM06|000000000001008699|20200213|22.132 |686.10 |686.10 |331.33 |354.77 
SM09|000000000001008699|20200213|18.397 |533.52 |533.52 |275.77 |257.75 
SM11|000000000001008699|20200213|7.326 |337.00 |337.00 |240.51 |96.49 
SM12|000000000001008699|20200213|7.942 |389.15 |389.15 |238.58 |150.57 
SM13|000000000001008699|20200213|36.473 |1053.70 |1053.70 |546.38 |507.32 
SM14|000000000001008699|20200213|18.710 |580.01 |580.01 |280.49 |299.52 
SM15|000000000001008699|20200213|1.930 |61.77 |61.77 |43.71 |18.06 
SM16|000000000001008699|20200213|31.710 |602.46 |602.46 |475.65 |126.81 
SM17|000000000001008699|20200213|9.602 |259.23 |259.23 |143.73 |115.50 
SM18|000000000001008699|20200213|31.636 |1508.61 |1508.61 |997.26 |511.35 
SM20|000000000001008699|20200213|6.072 |194.30 |194.30 |135.76 |58.54 
SM22|000000000001008699|20200213|20.866 |1022.46 |1022.46 |627.44 |395.02 
SM23|000000000001008699|20200213|4.368 |196.56 |196.56 |131.21 |65.35 
SM24|000000000001008699|20200213|5.874 |270.19 |270.19 |194.67 |75.52 
SM25|000000000001008699|20200213|51.844 |1331.82 |1331.82 |777.68 |554.14 
SM26|000000000001008699|20200213|4.000 |128.00 |128.00 |92.91 |35.09 
SM27|000000000001008699|20200213|4.720 |231.29 |231.29 |149.94 |81.35 
SM28|000000000001008699|20200213|19.524 |976.20 |976.20 |590.99 |385.21 
SM31|000000000001008699|20200213|19.570 |978.50 |978.50 |587.50 |391.00 
SM32|000000000001008699|20200213|1.442 |40.54 |40.54 |33.52 |7.02 
SM34|000000000001008699|20200213|10.258 |297.49 |297.49 |153.57 |143.92 
SM35|000000000001008699|20200213|9.172 |247.64 |247.64 |137.58 |110.06 
SM36|000000000001008699|20200213|29.356 |1379.78 |1379.78 |866.90 |512.88 
SM37|000000000001008699|20200213|4.550 |204.75 |204.75 |136.55 |68.20 
SM38|000000000001008699|20200213|4.985 |229.31 |229.31 |150.50 |78.81 
SM39|000000000001008699|20200213|4.028 |201.40 |201.40 |129.15 |72.25 
SM40|000000000001008699|20200213|0.914 |42.04 |42.04 |30.88 |11.16 
SM44|000000000001008699|20200213|6.128 |294.15 |294.15 |192.91 |101.24 
SM46|000000000001008699|20200213|17.706 |548.88 |548.88 |264.37 |284.51 
SM49|000000000001008699|20200213|8.090 |258.87 |258.87 |180.15 |78.72 
ST02|000000000001008699|20200213|33.844 |957.38 |957.38 |504.96 |452.42 
ST04|000000000001008699|20200213|71.620 |3086.11 |3086.11 |2150.55 |935.56 
ST05|000000000001008699|20200213|11.726 |475.94 |475.94 |387.02 |88.92 
ST06|000000000001008699|20200213|15.056 |370.72 |370.72 |225.71 |145.01 
ST10|000000000001008699|20200213|21.472 |979.83 |979.83 |656.99 |322.84 
ST13|000000000001008699|20200213|16.972 |933.46 |933.46 |653.07 |280.39 
ST14|000000000001008699|20200213|10.324 |505.88 |505.88 |300.12 |205.76 
ST16|000000000001008699|20200213|57.326 |2644.46 |2644.46 |1734.39 |910.07 
ST17|000000000001008699|20200213|32.962 |688.21 |688.21 |491.23 |196.98 
ST18|000000000001008699|20200213|46.414 |992.46 |992.46 |1051.75 |59.29-
T001|000000000001008699|20200213|21.680 |1272.53 |1272.53 |1192.40 |80.13 
T012|000000000001008699|20200213|2.130 |149.10 |149.10 |101.59 |47.51 
T020|000000000001008699|20200213|2.948 |194.57 |194.57 |162.14 |32.43 
T021|000000000001008699|20200213|2.380 |140.42 |140.42 |113.41 |27.01 
T022|000000000001008699|20200213|0.504 |30.24 |30.24 |24.19 |6.05 
T023|000000000001008699|20200213|2.900 |164.13 |164.13 |110.71 |53.42 
T024|000000000001008699|20200213|8.830 |697.57 |697.57 |485.65 |211.92 
FL01|000000000001008700|20200213|289.170 |7479.90 |7479.90 |4548.65 |2931.25 
FL02|000000000001008700|20200213|43.710 |1128.20 |1128.20 |1794.30 |666.10-
FL03|000000000001008700|20200213|93.960 |2399.30 |2399.30 |881.35 |1517.95 
FL04|000000000001008700|20200213|99.650 |2543.90 |2543.90 |968.60 |1575.30 
FL05|000000000001008700|20200213|36.910 |1441.10 |1441.10 |184.55 |1256.55 
FL06|000000000001008700|20200213|13.490 |546.30 |546.30 |67.45 |478.85 
FL09|000000000001008700|20200213|9.730 |141.10 |141.10 |48.65 |92.45 
FL10|000000000001008700|20200213|6.370 |249.30 |249.30 |143.78 |105.52 
FL12|000000000001008700|20200213|9.230 |372.60 |372.60 |194.76 |177.84 
FL18|000000000001008700|20200213|80.090 |1880.80 |1880.80 |5378.84 |3498.04-
FL19|000000000001008700|20200213|34.260 |867.70 |867.70 |781.13 |86.57 
SM01|000000000001008700|20200213|95.313 |3812.52 |3812.52 |2841.31 |971.21 
SM02|000000000001008700|20200213|409.704 |10452.57 |10452.57 |8443.85 |2008.72 
SM03|000000000001008700|20200213|141.488 |4103.11 |4103.11 |4108.83 |5.72-
SM04|000000000001008700|20200213|85.038 |2466.15 |2466.15 |2487.38 |21.23-
SM06|000000000001008700|20200213|75.992 |3039.68 |3039.68 |2195.40 |844.28 
SM08|000000000001008700|20200213|60.835 |2190.10 |2190.10 |1797.10 |393.00 
SM09|000000000001008700|20200213|82.369 |2965.31 |2965.31 |2410.13 |555.18 
SM11|000000000001008700|20200213|243.222 |6323.71 |6323.71 |4990.97 |1332.74 
SM12|000000000001008700|20200213|70.534 |2327.63 |2327.63 |1629.33 |698.30 
SM13|000000000001008700|20200213|131.086 |5087.23 |5087.23 |3805.35 |1281.88 
SM14|000000000001008700|20200213|73.672 |2946.88 |2946.88 |2174.80 |772.08 
SM15|000000000001008700|20200213|45.164 |1535.55 |1535.55 |1118.74 |416.81 
SM16|000000000001008700|20200213|72.780 |2474.54 |2474.54 |2109.17 |365.37 
SM17|000000000001008700|20200213|76.870 |2229.21 |2229.21 |2283.05 |53.84-
SM18|000000000001008700|20200213|294.116 |7181.24 |7181.24 |6031.97 |1149.27 
SM20|000000000001008700|20200213|45.963 |1562.74 |1562.74 |1183.56 |379.18 
SM22|000000000001008700|20200213|131.274 |4332.02 |4332.02 |3088.88 |1243.14 
SM23|000000000001008700|20200213|62.000 |1860.00 |1860.00 |1376.40 |483.60 
SM24|000000000001008700|20200213|148.141 |3851.71 |3851.71 |3042.86 |808.85 
SM25|000000000001008700|20200213|190.694 |5552.24 |5552.24 |5617.94 |65.70-
SM26|000000000001008700|20200213|35.896 |1220.48 |1220.48 |896.30 |324.18 
SM27|000000000001008700|20200213|20.056 |581.63 |581.63 |440.83 |140.80 
SM28|000000000001008700|20200213|194.062 |5045.65 |5045.65 |3941.39 |1104.26 
SM31|000000000001008700|20200213|109.968 |3738.92 |3738.92 |2402.79 |1336.13 
SM32|000000000001008700|20200213|36.403 |1237.71 |1237.71 |952.30 |285.41 
SM34|000000000001008700|20200213|59.466 |2140.78 |2140.78 |1744.10 |396.68 
SM35|000000000001008700|20200213|76.344 |2213.98 |2213.98 |2238.40 |24.42-
SM36|000000000001008700|20200213|91.660 |2933.12 |2933.12 |2032.09 |901.03 
SM37|000000000001008700|20200213|75.278 |2258.34 |2258.34 |1705.82 |552.52 
SM38|000000000001008700|20200213|123.826 |3219.49 |3219.49 |2534.72 |684.77 
SM39|000000000001008700|20200213|46.616 |1212.04 |1212.04 |970.12 |241.92 
SM40|000000000001008700|20200213|101.110 |2628.86 |2628.86 |2219.40 |409.46 
SM44|000000000001008700|20200213|110.698 |2878.13 |2878.13 |2269.39 |608.74 
SM46|000000000001008700|20200213|80.444 |3217.76 |3217.76 |2375.49 |842.27 
SM47|000000000001008700|20200213|73.452 |2644.25 |2644.25 |2158.79 |485.46 
SM49|000000000001008700|20200213|50.138 |1704.69 |1704.69 |1356.74 |347.95 
ST02|000000000001008700|20200213|116.414 |4594.74 |4594.74 |3390.02 |1204.72 
ST04|000000000001008700|20200213|1224.817 |30541.78 |30541.78 |25232.66 |5309.12 
ST05|000000000001008700|20200213|206.164 |4910.85 |4910.85 |4216.17 |694.68 
ST06|000000000001008700|20200213|132.682 |3859.86 |3859.86 |3866.34 |6.48-
ST10|000000000001008700|20200213|187.315 |5663.83 |5663.83 |4152.76 |1511.07 
ST13|000000000001008700|20200213|72.600 |2323.19 |2323.19 |1818.62 |504.57 
ST14|000000000001008700|20200213|45.880 |1514.05 |1514.05 |983.22 |530.83 
ST16|000000000001008700|20200213|249.176 |7270.43 |7270.43 |5494.46 |1775.97 
ST17|000000000001008700|20200213|133.110 |4564.66 |4564.66 |3861.68 |702.98 
ST18|000000000001008700|20200213|152.423 |5182.40 |5182.40 |4074.27 |1108.13 
T001|000000000001008700|20200213|146.164 |5846.56 |5846.56 |4503.32 |1343.24 
T020|000000000001008700|20200213|22.108 |840.11 |840.11 |672.53 |167.58 
T023|000000000001008700|20200213|25.290 |797.61 |797.61 |640.60 |157.01 
T024|000000000001008700|20200213|70.200 |2316.58 |2316.58 |2128.44 |188.14 
SM11|000000000001008701|20200213|2.012 |130.78 |130.78 |10.08 |120.70 
T001|000000000001008701|20200213|10.560 |221.77 |221.77 |198.64 |23.13 
T020|000000000001008701|20200213|46.402 |974.44 |974.44 |835.25 |139.19 
T024|000000000001008701|20200213|52.390 |1309.75 |1309.75 |944.10 |365.65 
T012|000000000001008702|20200213|22.298 |178.38 |178.38 |111.74 |66.64 
T021|000000000001008702|20200213|21.178 |169.43 |169.43 |106.53 |62.90 
T022|000000000001008702|20200213|7.294 |51.06 |51.06 |43.77 |7.29 
ST13|000000000001008703|20200213|68.000 |2447.96 |2447.96 |1830.54 |617.42 
T001|000000000001008703|20200213|220.216 |4844.74 |4844.74 |4043.12 |801.62 
T023|000000000001008703|20200213|17.100 |615.60 |615.60 |444.59 |171.01 
T024|000000000001008703|20200213|5.844 |128.56 |128.56 |116.88 |11.68 
FL01|000000000001008704|20200213|74.580 |1891.00 |1891.00 |1481.90 |409.10 
FL02|000000000001008704|20200213|4.330 |112.20 |112.20 |78.98 |33.22 
FL03|000000000001008704|20200213|13.490 |349.10 |349.10 |200.60 |148.50 
FL04|000000000001008704|20200213|18.270 |454.30 |454.30 |317.17 |137.13 
FL05|000000000001008704|20200213|11.420 |620.30 |620.30 |334.04 |286.26 
FL06|000000000001008704|20200213|0.520 |28.00 |28.00 |22.04 |5.96 
FL09|000000000001008704|20200213|0.750 |41.60 |41.60 |29.94 |11.66 
FL10|000000000001008704|20200213|3.700 |201.80 |201.80 |155.70 |46.10 
FL12|000000000001008704|20200213|0.260 |14.00 |14.00 |10.26 |3.74 
SM01|000000000001008704|20200213|9.306 |544.51 |544.51 |339.95 |204.56 
SM02|000000000001008704|20200213|76.110 |1871.34 |1871.34 |1332.93 |538.41 
SM03|000000000001008704|20200213|20.902 |1233.19 |1233.19 |775.70 |457.49 
SM04|000000000001008704|20200213|13.436 |792.73 |792.73 |487.87 |304.86 
SM06|000000000001008704|20200213|20.768 |1225.33 |1225.33 |797.06 |428.27 
SM08|000000000001008704|20200213|9.343 |551.25 |551.25 |346.72 |204.53 
SM09|000000000001008704|20200213|10.467 |617.57 |617.57 |386.65 |230.92 
SM11|000000000001008704|20200213|40.214 |1005.35 |1005.35 |720.66 |284.69 
SM12|000000000001008704|20200213|26.638 |905.68 |905.68 |598.03 |307.65 
SM13|000000000001008704|20200213|30.233 |1770.44 |1770.44 |1198.72 |571.72 
SM14|000000000001008704|20200213|24.368 |1252.58 |1252.58 |916.97 |335.61 
SM15|000000000001008704|20200213|1.712 |63.34 |63.34 |51.52 |11.82 
SM16|000000000001008704|20200213|31.082 |1550.99 |1550.99 |1243.28 |307.71 
SM17|000000000001008704|20200213|8.456 |498.90 |498.90 |313.38 |185.52 
SM18|000000000001008704|20200213|101.800 |2410.46 |2410.46 |1793.22 |617.24 
SM20|000000000001008704|20200213|5.098 |188.62 |188.62 |145.45 |43.17 
SM22|000000000001008704|20200213|64.442 |2191.05 |2191.05 |1546.62 |644.43 
SM23|000000000001008704|20200213|18.082 |542.46 |542.46 |458.01 |84.45 
SM24|000000000001008704|20200213|53.430 |1335.75 |1335.75 |959.06 |376.69 
SM25|000000000001008704|20200213|39.986 |2347.00 |2347.00 |1506.69 |840.31 
SM26|000000000001008704|20200213|2.412 |89.24 |89.24 |67.99 |21.25 
SM27|000000000001008704|20200213|32.512 |617.72 |617.72 |520.19 |97.53 
SM28|000000000001008704|20200213|78.474 |1961.85 |1961.85 |1378.78 |583.07 
SM31|000000000001008704|20200213|51.469 |1801.50 |1801.50 |1132.31 |669.19 
SM34|000000000001008704|20200213|1.978 |116.70 |116.70 |76.62 |40.08 
SM35|000000000001008704|20200213|4.892 |288.62 |288.62 |184.23 |104.39 
SM36|000000000001008704|20200213|50.190 |1606.08 |1606.08 |1104.18 |501.90 
SM37|000000000001008704|20200213|31.446 |943.38 |943.38 |691.81 |251.57 
SM38|000000000001008704|20200213|28.540 |713.50 |713.50 |514.59 |198.91 
SM39|000000000001008704|20200213|28.404 |710.10 |710.10 |512.71 |197.39 
SM40|000000000001008704|20200213|7.064 |176.60 |176.60 |119.45 |57.15 
SM44|000000000001008704|20200213|39.804 |995.10 |995.10 |707.33 |287.77 
SM46|000000000001008704|20200213|24.198 |1427.67 |1427.67 |954.85 |472.82 
SM47|000000000001008704|20200213|4.888 |288.39 |288.39 |176.93 |111.46 
SM49|000000000001008704|20200213|2.910 |107.67 |107.67 |89.49 |18.18 
ST02|000000000001008704|20200213|22.174 |1236.87 |1236.87 |847.27 |389.60 
ST04|000000000001008704|20200213|355.584 |8337.39 |8337.39 |6201.73 |2135.66 
ST05|000000000001008704|20200213|27.666 |597.11 |597.11 |482.42 |114.69 
ST06|000000000001008704|20200213|16.456 |966.17 |966.17 |647.86 |318.31 
ST10|000000000001008704|20200213|75.727 |2423.25 |2423.25 |1681.20 |742.05 
ST13|000000000001008704|20200213|39.546 |1660.91 |1660.91 |1267.45 |393.46 
ST14|000000000001008704|20200213|46.756 |1589.70 |1589.70 |1031.45 |558.25 
ST16|000000000001008704|20200213|87.462 |2961.34 |2961.34 |1960.92 |1000.42 
ST17|000000000001008704|20200213|57.524 |3163.64 |3163.64 |2145.63 |1018.01 
ST18|000000000001008704|20200213|9.922 |367.12 |367.12 |275.14 |91.98 
T001|000000000001008704|20200213|111.130 |3111.63 |3111.63 |2181.55 |930.08 
T012|000000000001008704|20200213|3.248 |71.46 |71.46 |49.90 |21.56 
T020|000000000001008704|20200213|22.476 |584.37 |584.37 |447.08 |137.29 
T021|000000000001008704|20200213|15.064 |376.60 |376.60 |225.96 |150.64 
T022|000000000001008704|20200213|1.016 |24.38 |24.38 |18.34 |6.04 
T023|000000000001008704|20200213|10.796 |417.09 |417.09 |306.07 |111.02 
T024|000000000001008704|20200213|32.596 |749.71 |749.71 |594.55 |155.16 
FL03|000000000001008705|20200213|3.100 |130.60 |130.60 |149.51 |18.91-
FL05|000000000001008705|20200213|9.900 |454.10 |454.10 |337.79 |116.31 
FL06|000000000001008705|20200213|3.990 |171.00 |171.00 |84.71 |86.29 
FL09|000000000001008705|20200213|0.520 |26.80 |26.80 |16.98 |9.82 
FL10|000000000001008705|20200213|0.000 |0.00 |0.00 |0.00 |0.00 
FL12|000000000001008705|20200213|2.100 |95.00 |95.00 |10.50 |84.50 
FL19|000000000001008705|20200213|1.760 |118.30 |118.30 |76.60 |41.70 
SM01|000000000001008705|20200213|10.588 |614.11 |614.11 |317.64 |296.47 
SM02|000000000001008705|20200213|4.120 |183.62 |183.62 |96.45 |87.17 
SM03|000000000001008705|20200213|21.144 |1099.47 |1099.47 |620.99 |478.48 
SM04|000000000001008705|20200213|2.578 |134.06 |134.06 |68.59 |65.47 
SM06|000000000001008705|20200213|10.578 |613.54 |613.54 |317.34 |296.20 
SM08|000000000001008705|20200213|6.417 |352.97 |352.97 |192.51 |160.46 
SM09|000000000001008705|20200213|14.725 |809.91 |809.91 |441.75 |368.16 
SM11|000000000001008705|20200213|1.782 |83.75 |83.75 |42.00 |41.75 
SM12|000000000001008705|20200213|1.502 |90.12 |90.12 |61.59 |28.53 
SM13|000000000001008705|20200213|16.615 |949.61 |949.61 |498.45 |451.16 
SM14|000000000001008705|20200213|12.580 |729.63 |729.63 |354.88 |374.75 
SM15|000000000001008705|20200213|5.992 |239.68 |239.68 |184.25 |55.43 
SM16|000000000001008705|20200213|13.764 |399.14 |399.14 |412.92 |13.78-
SM17|000000000001008705|20200213|14.986 |779.27 |779.27 |449.58 |329.69 
SM20|000000000001008705|20200213|18.124 |724.96 |724.96 |551.69 |173.27 
SM22|000000000001008705|20200213|2.678 |160.68 |160.68 |109.80 |50.88 
SM24|000000000001008705|20200213|3.782 |177.76 |177.76 |89.52 |88.24 
SM25|000000000001008705|20200213|35.022 |1732.34 |1732.34 |1001.63 |730.71 
SM26|000000000001008705|20200213|5.014 |200.56 |200.56 |152.61 |47.95 
SM27|000000000001008705|20200213|2.444 |144.20 |144.20 |92.87 |51.33 
SM28|000000000001008705|20200213|5.082 |259.17 |259.17 |119.28 |139.89 
SM31|000000000001008705|20200213|1.460 |87.60 |87.60 |59.87 |27.73 
SM32|000000000001008705|20200213|3.906 |156.24 |156.24 |115.11 |41.13 
SM34|000000000001008705|20200213|5.356 |294.58 |294.58 |160.68 |133.90 
SM35|000000000001008705|20200213|6.670 |346.85 |346.85 |200.10 |146.75 
SM36|000000000001008705|20200213|3.224 |193.44 |193.44 |132.19 |61.25 
SM39|000000000001008705|20200213|1.486 |75.79 |75.79 |35.28 |40.51 
SM44|000000000001008705|20200213|0.564 |27.64 |27.64 |13.47 |14.17 
SM46|000000000001008705|20200213|8.676 |503.22 |503.22 |238.24 |264.98 
SM47|000000000001008705|20200213|16.916 |930.38 |930.38 |507.48 |422.90 
SM49|000000000001008705|20200213|17.790 |711.60 |711.60 |480.85 |230.75 
ST02|000000000001008705|20200213|20.582 |1193.74 |1193.74 |588.82 |604.92 
ST05|000000000001008705|20200213|3.088 |78.85 |78.85 |75.81 |3.04 
ST06|000000000001008705|20200213|11.534 |552.25 |552.25 |325.91 |226.34 
ST10|000000000001008705|20200213|7.228 |403.09 |403.09 |296.36 |106.73 
ST14|000000000001008705|20200213|7.594 |455.64 |455.64 |311.35 |144.29 
ST17|000000000001008705|20200213|15.294 |587.22 |587.22 |440.84 |146.38 
ST18|000000000001008705|20200213|28.590 |1143.60 |1143.60 |829.68 |313.92 
T012|000000000001008706|20200213|15.006 |300.12 |300.12 |192.95 |107.17 
T021|000000000001008706|20200213|9.288 |185.76 |185.76 |110.72 |75.04 
T022|000000000001008706|20200213|4.290 |85.80 |85.80 |60.06 |25.74 
FL05|000000000001008707|20200213|0.650 |47.30 |47.30 |77.35 |30.05-
FL06|000000000001008707|20200213|0.370 |24.90 |24.90 |52.17 |27.27-
FL09|000000000001008707|20200213|0.540 |37.50 |37.50 |2.70 |34.80 
SM04|000000000001008707|20200213|2.964 |323.08 |323.08 |136.34 |186.74 
SM13|000000000001008707|20200213|2.770 |262.10 |262.10 |124.51 |137.59 
SM25|000000000001008707|20200213|5.266 |550.78 |550.78 |232.61 |318.17 
SM26|000000000001008707|20200213|0.180 |12.42 |12.42 |4.33 |8.09 
SM46|000000000001008707|20200213|2.850 |310.65 |310.65 |125.99 |184.66 
SM47|000000000001008707|20200213|1.930 |210.37 |210.37 |88.78 |121.59 
ST02|000000000001008707|20200213|3.800 |414.19 |414.19 |168.45 |245.74 
ST17|000000000001008707|20200213|2.244 |205.10 |205.10 |100.79 |104.31 
T001|000000000001008707|20200213|1.800 |99.00 |99.00 |66.75 |32.25 
T020|000000000001008707|20200213|0.724 |39.82 |39.82 |27.51 |12.31 
T024|000000000001008707|20200213|2.042 |112.31 |112.31 |74.20 |38.11 
FL01|000000000001008708|20200213|7.210 |359.60 |359.60 |199.21 |160.39 
FL03|000000000001008708|20200213|1.590 |71.90 |71.90 |39.19 |32.71 
FL04|000000000001008708|20200213|1.780 |91.00 |91.00 |134.19 |43.19-
FL05|000000000001008708|20200213|4.460 |135.70 |135.70 |266.35 |130.65-
FL06|000000000001008708|20200213|2.320 |69.00 |69.00 |143.38 |74.38-
FL09|000000000001008708|20200213|0.320 |9.90 |9.90 |16.08 |6.18-
FL10|000000000001008708|20200213|1.310 |37.70 |37.70 |6.55 |31.15 
FL12|000000000001008708|20200213|0.510 |16.50 |16.50 |15.37 |1.13 
FL18|000000000001008708|20200213|2.570 |143.70 |143.70 |84.60 |59.10 
FL19|000000000001008708|20200213|0.420 |26.30 |26.30 |15.16 |11.14 
SM01|000000000001008708|20200213|9.100 |327.61 |327.61 |152.81 |174.80 
SM02|000000000001008708|20200213|5.558 |255.17 |255.17 |158.35 |96.82 
SM03|000000000001008708|20200213|10.042 |361.53 |361.53 |170.60 |190.93 
SM04|000000000001008708|20200213|11.026 |396.96 |396.96 |187.33 |209.63 
SM06|000000000001008708|20200213|7.870 |283.35 |283.35 |133.81 |149.54 
SM08|000000000001008708|20200213|5.750 |206.98 |206.98 |97.52 |109.46 
SM09|000000000001008708|20200213|11.362 |409.02 |409.02 |193.16 |215.86 
SM11|000000000001008708|20200213|2.348 |117.40 |117.40 |65.89 |51.51 
SM12|000000000001008708|20200213|2.990 |194.35 |194.35 |101.87 |92.48 
SM13|000000000001008708|20200213|8.493 |299.99 |299.99 |144.42 |155.57 
SM14|000000000001008708|20200213|8.818 |317.44 |317.44 |149.59 |167.85 
SM15|000000000001008708|20200213|4.874 |170.59 |170.59 |100.47 |70.12 
SM16|000000000001008708|20200213|8.558 |308.11 |308.11 |145.39 |162.72 
SM17|000000000001008708|20200213|6.806 |245.01 |245.01 |115.28 |129.73 
SM18|000000000001008708|20200213|7.064 |343.39 |343.39 |199.90 |143.49 
SM20|000000000001008708|20200213|8.247 |288.65 |288.65 |171.45 |117.20 
SM22|000000000001008708|20200213|3.386 |220.09 |220.09 |115.11 |104.98 
SM23|000000000001008708|20200213|2.216 |144.04 |144.04 |74.30 |69.74 
SM24|000000000001008708|20200213|5.652 |282.60 |282.60 |155.60 |127.00 
SM25|000000000001008708|20200213|18.104 |609.55 |609.55 |307.62 |301.93 
SM26|000000000001008708|20200213|6.550 |229.25 |229.25 |136.76 |92.49 
SM27|000000000001008708|20200213|1.180 |63.71 |63.71 |41.05 |22.66 
SM28|000000000001008708|20200213|3.258 |162.90 |162.90 |90.26 |72.64 
SM31|000000000001008708|20200213|4.853 |315.48 |315.48 |167.94 |147.54 
SM32|000000000001008708|20200213|1.579 |55.27 |55.27 |34.71 |20.56 
SM34|000000000001008708|20200213|3.512 |126.44 |126.44 |59.32 |67.12 
SM35|000000000001008708|20200213|4.884 |175.81 |175.81 |82.55 |93.26 
SM36|000000000001008708|20200213|3.552 |230.88 |230.88 |120.79 |110.09 
SM37|000000000001008708|20200213|6.318 |410.67 |410.67 |214.55 |196.12 
SM38|000000000001008708|20200213|3.222 |161.10 |161.10 |88.55 |72.55 
SM39|000000000001008708|20200213|1.248 |62.40 |62.40 |33.82 |28.58 
SM40|000000000001008708|20200213|0.628 |31.40 |31.40 |16.40 |15.00 
SM44|000000000001008708|20200213|2.284 |114.20 |114.20 |63.26 |50.94 
SM46|000000000001008708|20200213|7.558 |272.08 |272.08 |128.47 |143.61 
SM47|000000000001008708|20200213|6.228 |224.20 |224.20 |105.38 |118.82 
ST02|000000000001008708|20200213|11.542 |391.32 |391.32 |194.13 |197.19 
ST04|000000000001008708|20200213|35.882 |1648.84 |1648.84 |1008.68 |640.16 
ST05|000000000001008708|20200213|3.540 |141.50 |141.50 |94.54 |46.96 
ST06|000000000001008708|20200213|11.236 |394.90 |394.90 |191.01 |203.89 
ST10|000000000001008708|20200213|8.436 |512.24 |512.24 |285.27 |226.97 
ST13|000000000001008708|20200213|5.754 |316.47 |316.47 |247.42 |69.05 
ST14|000000000001008708|20200213|2.018 |131.17 |131.17 |68.34 |62.83 
ST16|000000000001008708|20200213|14.000 |833.62 |833.62 |475.95 |357.67 
ST17|000000000001008708|20200213|11.958 |348.22 |348.22 |202.82 |145.40 
ST18|000000000001008708|20200213|33.712 |787.92 |787.92 |684.35 |103.57 
T001|000000000001008708|20200213|5.494 |302.17 |302.17 |209.37 |92.80 
T012|000000000001008708|20200213|1.842 |101.31 |101.31 |68.16 |33.15 
T020|000000000001008708|20200213|0.740 |40.70 |40.70 |28.32 |12.38 
T021|000000000001008708|20200213|1.254 |62.70 |62.70 |44.41 |18.29 
T022|000000000001008708|20200213|0.130 |7.80 |7.80 |5.09 |2.71 
T023|000000000001008708|20200213|0.760 |41.80 |41.80 |33.39 |8.41 
T024|000000000001008708|20200213|1.702 |93.61 |93.61 |61.69 |31.92 
SM02|000000000001008709|20200213|0.090 |7.38 |7.38 |3.31 |4.07 
SM28|000000000001008709|20200213|0.376 |30.83 |30.83 |20.68 |10.15 
SM38|000000000001008709|20200213|1.504 |123.34 |123.34 |82.72 |40.62 
ST04|000000000001008709|20200213|3.672 |301.11 |301.11 |115.34 |185.77 
ST18|000000000001008709|20200213|2.674 |104.29 |104.29 |79.42 |24.87 
ST04|000000000001008711|20200213|1.000 |10.00 |10.00 |7.00 |3.00 
T001|000000000001008711|20200213|10.000 |260.00 |260.00 |160.00 |100.00 
FL01|000000000001008713|20200213|16.130 |1219.50 |1219.50 |2163.20 |943.70-
FL03|000000000001008713|20200213|5.740 |435.10 |435.10 |604.60 |169.50-
FL04|000000000001008713|20200213|5.230 |398.50 |398.50 |515.15 |116.65-
FL05|000000000001008713|20200213|3.380 |334.20 |334.20 |332.93 |1.27 
FL06|000000000001008713|20200213|1.760 |175.00 |175.00 |163.68 |11.32 
FL09|000000000001008713|20200213|1.380 |143.20 |143.20 |129.46 |13.74 
FL10|000000000001008713|20200213|1.250 |127.40 |127.40 |168.99 |41.59-
FL12|000000000001008713|20200213|0.310 |31.80 |31.80 |1.55 |30.25 
FL18|000000000001008713|20200213|5.240 |423.10 |423.10 |418.26 |4.84 
FL19|000000000001008713|20200213|1.280 |109.90 |109.90 |66.21 |43.69 
SM01|000000000001008713|20200213|8.296 |904.28 |904.28 |493.36 |410.92 
SM02|000000000001008713|20200213|15.582 |1030.83 |1030.83 |686.52 |344.31 
SM03|000000000001008713|20200213|4.770 |519.93 |519.93 |283.83 |236.10 
SM04|000000000001008713|20200213|3.772 |411.15 |411.15 |224.35 |186.80 
