"""Plant"""STR:0PLANT|"""Material"""MAT:0MATERIAL|"""Calendar Day"""CALDAY:0CALDAY|"""Sal Qty"""SALEQTY:0CPBAINSABU|"""Sal Ret Val"""SALERET:0RTBAINSASV|"""Sal Ret with Tax"""GROSSVAL:0RTBAINSAST|"""Sal Cost Val"""COSTVAL:0CPBAINSAPV|"""Net Margin"""NETMARGIN:0RTBAINSASV
SM13|000000000001008741|20200214|9.664 |283.94 |283.94 |173.95 |109.99 
SM14|000000000001008741|20200214|2.250 |67.50 |67.50 |40.50 |27.00 
SM16|000000000001008741|20200214|5.778 |173.34 |173.34 |104.00 |69.34 
SM17|000000000001008741|20200214|4.080 |122.40 |122.40 |73.48 |48.92 
SM25|000000000001008741|20200214|15.186 |443.89 |443.89 |273.37 |170.52 
SM34|000000000001008741|20200214|0.444 |13.32 |13.32 |8.03 |5.29 
SM35|000000000001008741|20200214|7.166 |222.78 |222.78 |129.00 |93.78 
SM46|000000000001008741|20200214|6.336 |190.08 |190.08 |114.24 |75.84 
SM47|000000000001008741|20200214|5.514 |165.42 |165.42 |99.25 |66.17 
ST02|000000000001008741|20200214|13.036 |385.17 |385.17 |234.62 |150.55 
ST06|000000000001008741|20200214|5.228 |144.84 |144.84 |94.10 |50.74 
ST17|000000000001008741|20200214|12.180 |350.99 |350.99 |220.09 |130.90 
DC13|000000000001008742|20200214|1.000 |25.00 |25.00 |25.00 |0.00 
FL01|000000000001008742|20200214|5.710 |134.00 |134.00 |114.89 |19.11 
FL02|000000000001008742|20200214|2.010 |46.40 |46.40 |33.35 |13.05 
FL03|000000000001008742|20200214|10.180 |237.90 |237.90 |154.84 |83.06 
FL04|000000000001008742|20200214|9.750 |237.60 |237.60 |48.75 |188.85 
FL05|000000000001008742|20200214|5.780 |317.10 |317.10 |238.31 |78.79 
FL06|000000000001008742|20200214|6.600 |350.80 |350.80 |275.81 |74.99 
FL09|000000000001008742|20200214|1.870 |108.00 |108.00 |70.03 |37.97 
FL10|000000000001008742|20200214|2.050 |97.80 |97.80 |78.93 |18.87 
FL18|000000000001008742|20200214|7.550 |177.40 |177.40 |37.75 |139.65 
FL19|000000000001008742|20200214|3.730 |97.80 |97.80 |59.79 |38.01 
SM01|000000000001008742|20200214|5.982 |299.10 |299.10 |183.11 |115.99 
SM02|000000000001008742|20200214|4.596 |108.23 |108.23 |65.37 |42.86 
SM03|000000000001008742|20200214|1.408 |70.40 |70.40 |43.33 |27.07 
SM04|000000000001008742|20200214|4.980 |249.00 |249.00 |153.13 |95.87 
SM06|000000000001008742|20200214|8.096 |404.80 |404.80 |248.88 |155.92 
SM08|000000000001008742|20200214|2.071 |103.55 |103.55 |62.85 |40.70 
SM09|000000000001008742|20200214|4.174 |208.70 |208.70 |127.59 |81.11 
SM11|000000000001008742|20200214|4.680 |140.40 |140.40 |64.37 |76.03 
SM12|000000000001008742|20200214|3.614 |108.42 |108.42 |50.82 |57.60 
SM13|000000000001008742|20200214|12.004 |566.08 |566.08 |366.94 |199.14 
SM14|000000000001008742|20200214|4.100 |205.00 |205.00 |127.79 |77.21 
SM15|000000000001008742|20200214|1.270 |63.50 |63.50 |43.08 |20.42 
SM16|000000000001008742|20200214|9.364 |515.02 |515.02 |286.91 |228.11 
SM17|000000000001008742|20200214|3.276 |163.80 |163.80 |101.95 |61.85 
SM18|000000000001008742|20200214|24.452 |661.07 |661.07 |343.43 |317.64 
SM20|000000000001008742|20200214|5.234 |261.70 |261.70 |176.28 |85.42 
SM22|000000000001008742|20200214|25.048 |751.44 |751.44 |350.20 |401.24 
SM23|000000000001008742|20200214|4.850 |126.09 |126.09 |67.08 |59.01 
SM24|000000000001008742|20200214|3.416 |102.48 |102.48 |48.71 |53.77 
SM25|000000000001008742|20200214|26.760 |1223.04 |1223.04 |837.36 |385.68 
SM26|000000000001008742|20200214|1.576 |78.80 |78.80 |52.94 |25.86 
SM27|000000000001008742|20200214|4.244 |97.61 |97.61 |58.91 |38.70 
SM28|000000000001008742|20200214|4.138 |124.14 |124.14 |57.48 |66.66 
SM31|000000000001008742|20200214|2.675 |82.94 |82.94 |36.92 |46.02 
SM32|000000000001008742|20200214|1.195 |59.75 |59.75 |42.81 |16.94 
SM34|000000000001008742|20200214|4.976 |239.68 |239.68 |151.82 |87.86 
SM35|000000000001008742|20200214|3.194 |159.70 |159.70 |98.47 |61.23 
SM36|000000000001008742|20200214|5.298 |148.34 |148.34 |71.73 |76.61 
SM37|000000000001008742|20200214|2.874 |74.72 |74.72 |40.52 |34.20 
SM38|000000000001008742|20200214|3.248 |97.44 |97.44 |45.15 |52.29 
SM39|000000000001008742|20200214|3.476 |104.28 |104.28 |47.94 |56.34 
SM44|000000000001008742|20200214|4.742 |142.26 |142.26 |66.14 |76.12 
SM46|000000000001008742|20200214|5.564 |278.20 |278.20 |169.36 |108.84 
SM47|000000000001008742|20200214|4.926 |246.30 |246.30 |150.94 |95.36 
SM49|000000000001008742|20200214|1.790 |89.50 |89.50 |60.77 |28.73 
ST02|000000000001008742|20200214|19.676 |947.25 |947.25 |608.78 |338.47 
ST04|000000000001008742|20200214|21.928 |570.33 |570.33 |304.44 |265.89 
ST05|000000000001008742|20200214|13.138 |239.56 |239.56 |186.08 |53.48 
ST06|000000000001008742|20200214|5.712 |285.60 |285.60 |175.76 |109.84 
ST10|000000000001008742|20200214|10.636 |236.95 |236.95 |147.54 |89.41 
ST13|000000000001008742|20200214|5.788 |335.69 |335.69 |211.60 |124.09 
ST14|000000000001008742|20200214|6.944 |208.32 |208.32 |94.02 |114.30 
ST16|000000000001008742|20200214|22.728 |566.53 |566.53 |313.53 |253.00 
ST17|000000000001008742|20200214|13.674 |582.52 |582.52 |427.01 |155.51 
ST18|000000000001008742|20200214|13.912 |695.60 |695.60 |482.47 |213.13 
T001|000000000001008742|20200214|19.746 |552.90 |552.90 |378.18 |174.72 
T012|000000000001008742|20200214|2.304 |138.24 |138.24 |103.70 |34.54 
T020|000000000001008742|20200214|3.894 |109.03 |109.03 |75.31 |33.72 
T023|000000000001008742|20200214|3.514 |203.81 |203.81 |126.51 |77.30 
T024|000000000001008742|20200214|7.052 |197.46 |197.46 |131.88 |65.58 
DC13|000000000001008743|20200214|1.500 |43.50 |43.50 |35.69 |7.81 
FL01|000000000001008743|20200214|29.780 |1105.60 |1105.60 |826.99 |278.61 
FL02|000000000001008743|20200214|2.570 |94.80 |94.80 |79.67 |15.13 
FL03|000000000001008743|20200214|4.430 |157.00 |157.00 |142.87 |14.13 
FL04|000000000001008743|20200214|0.800 |28.20 |28.20 |35.48 |7.28-
FL05|000000000001008743|20200214|7.060 |214.60 |214.60 |335.42 |120.82-
FL06|000000000001008743|20200214|4.910 |160.60 |160.60 |237.05 |76.45-
FL09|000000000001008743|20200214|1.040 |31.30 |31.30 |41.35 |10.05-
FL10|000000000001008743|20200214|3.190 |91.20 |91.20 |112.73 |21.53-
FL18|000000000001008743|20200214|6.000 |232.50 |232.50 |289.68 |57.18-
FL19|000000000001008743|20200214|3.530 |150.80 |150.80 |105.62 |45.18 
SM01|000000000001008743|20200214|23.198 |811.93 |811.93 |395.77 |416.16 
SM02|000000000001008743|20200214|2.802 |69.19 |69.19 |61.64 |7.55 
SM03|000000000001008743|20200214|24.050 |841.75 |841.75 |414.64 |427.11 
SM04|000000000001008743|20200214|21.072 |737.52 |737.52 |335.48 |402.04 
SM06|000000000001008743|20200214|12.924 |452.34 |452.34 |225.52 |226.82 
SM08|000000000001008743|20200214|11.805 |413.23 |413.23 |214.64 |198.59 
SM09|000000000001008743|20200214|9.057 |317.03 |317.03 |156.22 |160.81 
SM11|000000000001008743|20200214|5.540 |238.22 |238.22 |121.43 |116.79 
SM12|000000000001008743|20200214|9.078 |399.43 |399.43 |205.08 |194.35 
SM13|000000000001008743|20200214|20.647 |694.20 |694.20 |330.13 |364.07 
SM14|000000000001008743|20200214|9.002 |315.07 |315.07 |165.30 |149.77 
SM15|000000000001008743|20200214|5.276 |211.04 |211.04 |121.66 |89.38 
SM16|000000000001008743|20200214|15.306 |457.65 |457.65 |229.59 |228.06 
SM17|000000000001008743|20200214|11.386 |398.51 |398.51 |199.38 |199.13 
SM18|000000000001008743|20200214|0.799 |18.21 |18.21 |17.51 |0.70 
SM20|000000000001008743|20200214|2.578 |103.12 |103.12 |63.98 |39.14 
SM22|000000000001008743|20200214|23.404 |1029.78 |1029.78 |509.73 |520.05 
SM23|000000000001008743|20200214|4.672 |186.88 |186.88 |102.84 |84.04 
SM24|000000000001008743|20200214|1.382 |59.43 |59.43 |30.33 |29.10 
SM25|000000000001008743|20200214|25.156 |808.85 |808.85 |493.32 |315.53 
SM26|000000000001008743|20200214|1.936 |77.44 |77.44 |47.56 |29.88 
SM27|000000000001008743|20200214|3.734 |182.97 |182.97 |88.27 |94.70 
SM28|000000000001008743|20200214|4.522 |212.54 |212.54 |95.36 |117.18 
SM31|000000000001008743|20200214|10.450 |470.29 |470.29 |250.47 |219.82 
SM32|000000000001008743|20200214|1.180 |47.20 |47.20 |27.59 |19.61 
SM34|000000000001008743|20200214|5.848 |188.00 |188.00 |112.16 |75.84 
SM35|000000000001008743|20200214|7.714 |269.99 |269.99 |143.24 |126.75 
SM36|000000000001008743|20200214|7.656 |321.58 |321.58 |179.67 |141.91 
SM37|000000000001008743|20200214|5.232 |209.28 |209.28 |110.66 |98.62 
SM38|000000000001008743|20200214|3.920 |168.56 |168.56 |85.92 |82.64 
SM39|000000000001008743|20200214|0.154 |7.24 |7.24 |3.34 |3.90 
SM40|000000000001008743|20200214|0.696 |29.93 |29.93 |15.29 |14.64 
SM44|000000000001008743|20200214|0.070 |3.15 |3.15 |1.52 |1.63 
SM46|000000000001008743|20200214|13.430 |470.05 |470.05 |234.19 |235.86 
SM47|000000000001008743|20200214|9.870 |345.45 |345.45 |162.37 |183.08 
SM49|000000000001008743|20200214|4.714 |188.56 |188.56 |104.33 |84.23 
ST02|000000000001008743|20200214|29.120 |964.87 |964.87 |504.90 |459.97 
ST04|000000000001008743|20200214|75.438 |2832.58 |2832.58 |1635.68 |1196.90 
ST05|000000000001008743|20200214|5.252 |136.66 |136.66 |115.41 |21.25 
ST06|000000000001008743|20200214|14.698 |514.43 |514.43 |246.94 |267.49 
ST10|000000000001008743|20200214|14.327 |544.77 |544.77 |321.94 |222.83 
ST13|000000000001008743|20200214|14.552 |494.76 |494.76 |383.75 |111.01 
ST14|000000000001008743|20200214|13.848 |609.30 |609.30 |293.59 |315.71 
ST16|000000000001008743|20200214|34.866 |1429.30 |1429.30 |814.28 |615.02 
ST17|000000000001008743|20200214|27.584 |847.90 |847.90 |486.32 |361.58 
ST18|000000000001008743|20200214|25.902 |1036.08 |1036.08 |624.00 |412.08 
T001|000000000001008743|20200214|28.858 |1327.50 |1327.50 |986.06 |341.44 
T012|000000000001008743|20200214|5.568 |267.26 |267.26 |207.23 |60.03 
T020|000000000001008743|20200214|3.230 |142.13 |142.13 |108.76 |33.37 
T021|000000000001008743|20200214|0.722 |34.66 |34.66 |27.28 |7.38 
T022|000000000001008743|20200214|1.080 |48.60 |48.60 |41.04 |7.56 
T023|000000000001008743|20200214|2.986 |101.52 |101.52 |76.23 |25.29 
T024|000000000001008743|20200214|13.782 |634.00 |634.00 |462.39 |171.61 
FL01|000000000001008744|20200214|24.320 |524.50 |524.50 |828.58 |304.08-
FL02|000000000001008744|20200214|6.370 |143.40 |143.40 |96.76 |46.64 
FL03|000000000001008744|20200214|4.720 |105.10 |105.10 |92.65 |12.45 
FL04|000000000001008744|20200214|4.460 |96.60 |96.60 |81.40 |15.20 
FL05|000000000001008744|20200214|24.460 |196.30 |196.30 |440.28 |243.98-
FL06|000000000001008744|20200214|13.130 |109.00 |109.00 |245.79 |136.79-
FL09|000000000001008744|20200214|4.860 |43.10 |43.10 |85.43 |42.33-
FL10|000000000001008744|20200214|5.190 |43.10 |43.10 |37.73 |5.37 
FL12|000000000001008744|20200214|6.460 |50.80 |50.80 |96.25 |45.45-
FL18|000000000001008744|20200214|6.500 |145.80 |145.80 |193.38 |47.58-
FL19|000000000001008744|20200214|3.700 |78.30 |78.30 |53.98 |24.32 
SM01|000000000001008744|20200214|52.882 |949.57 |949.57 |272.85 |676.72 
SM02|000000000001008744|20200214|19.678 |407.45 |407.45 |241.38 |166.07 
SM03|000000000001008744|20200214|40.198 |600.86 |600.86 |217.05 |383.81 
SM04|000000000001008744|20200214|86.266 |1380.24 |1380.24 |467.58 |912.66 
SM06|000000000001008744|20200214|35.608 |640.94 |640.94 |195.48 |445.46 
SM08|000000000001008744|20200214|23.058 |391.98 |391.98 |129.35 |262.63 
SM09|000000000001008744|20200214|22.918 |389.62 |389.62 |121.02 |268.60 
SM11|000000000001008744|20200214|5.732 |131.83 |131.83 |66.38 |65.45 
SM12|000000000001008744|20200214|8.168 |212.37 |212.37 |98.45 |113.92 
SM13|000000000001008744|20200214|58.485 |972.94 |972.94 |321.08 |651.86 
SM14|000000000001008744|20200214|24.604 |442.86 |442.86 |134.10 |308.76 
SM15|000000000001008744|20200214|7.074 |119.34 |119.34 |50.79 |68.55 
SM16|000000000001008744|20200214|40.074 |440.80 |440.80 |218.81 |221.99 
SM17|000000000001008744|20200214|17.112 |273.77 |273.77 |91.72 |182.05 
SM18|000000000001008744|20200214|18.434 |424.57 |424.57 |223.21 |201.36 
SM20|000000000001008744|20200214|9.060 |163.07 |163.07 |62.06 |101.01 
SM22|000000000001008744|20200214|36.824 |957.42 |957.42 |433.07 |524.35 
SM23|000000000001008744|20200214|16.164 |387.92 |387.92 |192.17 |195.75 
SM24|000000000001008744|20200214|3.148 |72.40 |72.40 |33.53 |38.87 
SM25|000000000001008744|20200214|77.020 |1094.04 |1094.04 |404.37 |689.67 
SM26|000000000001008744|20200214|7.084 |127.50 |127.50 |50.30 |77.20 
SM27|000000000001008744|20200214|4.012 |96.28 |96.28 |51.47 |44.81 
SM28|000000000001008744|20200214|19.308 |482.70 |482.70 |239.82 |242.88 
SM31|000000000001008744|20200214|9.584 |258.79 |258.79 |120.96 |137.83 
SM32|000000000001008744|20200214|2.285 |41.13 |41.13 |15.95 |25.18 
SM34|000000000001008744|20200214|16.158 |274.69 |274.69 |90.65 |184.04 
SM35|000000000001008744|20200214|33.872 |541.94 |541.94 |183.26 |358.68 
SM36|000000000001008744|20200214|20.648 |516.20 |516.20 |222.57 |293.63 
SM37|000000000001008744|20200214|12.070 |289.68 |289.68 |127.82 |161.86 
SM38|000000000001008744|20200214|3.108 |71.48 |71.48 |36.27 |35.21 
SM39|000000000001008744|20200214|6.024 |150.60 |150.60 |74.45 |76.15 
SM40|000000000001008744|20200214|1.064 |24.47 |24.47 |14.27 |10.20 
SM44|000000000001008744|20200214|5.716 |137.18 |137.18 |63.80 |73.38 
SM46|000000000001008744|20200214|22.842 |411.19 |411.19 |124.50 |286.69 
SM47|000000000001008744|20200214|34.990 |594.86 |594.86 |198.78 |396.08 
SM49|000000000001008744|20200214|12.740 |229.31 |229.31 |113.65 |115.66 
ST02|000000000001008744|20200214|60.534 |1025.55 |1025.55 |331.12 |694.43 
ST04|000000000001008744|20200214|86.046 |1878.08 |1878.08 |1061.95 |816.13 
ST05|000000000001008744|20200214|10.440 |197.34 |197.34 |130.59 |66.75 
ST06|000000000001008744|20200214|37.708 |537.75 |537.75 |212.29 |325.46 
ST10|000000000001008744|20200214|33.113 |786.35 |786.35 |398.25 |388.10 
ST13|000000000001008744|20200214|34.310 |926.40 |926.40 |673.89 |252.51 
ST14|000000000001008744|20200214|19.204 |499.30 |499.30 |224.29 |275.01 
ST16|000000000001008744|20200214|42.150 |1025.58 |1025.58 |544.88 |480.70 
ST17|000000000001008744|20200214|58.352 |707.35 |707.35 |301.20 |406.15 
ST18|000000000001008744|20200214|47.055 |846.99 |846.99 |433.86 |413.13 
T012|000000000001008744|20200214|0.666 |25.98 |25.98 |21.05 |4.93 
T022|000000000001008744|20200214|0.294 |11.47 |11.47 |8.12 |3.35 
FL01|000000000001008745|20200214|7.530 |370.80 |370.80 |238.10 |132.70 
FL03|000000000001008745|20200214|3.430 |166.10 |166.10 |77.38 |88.72 
FL04|000000000001008745|20200214|0.790 |39.00 |39.00 |29.55 |9.45 
FL05|000000000001008745|20200214|4.190 |68.90 |68.90 |61.34 |7.56 
FL06|000000000001008745|20200214|1.310 |22.00 |22.00 |35.49 |13.49-
FL09|000000000001008745|20200214|0.790 |12.90 |12.90 |12.22 |0.68 
FL10|000000000001008745|20200214|0.520 |8.40 |8.40 |6.48 |1.92 
FL12|000000000001008745|20200214|0.520 |8.80 |8.80 |8.33 |0.47 
FL18|000000000001008745|20200214|2.350 |110.20 |110.20 |130.68 |20.48-
FL19|000000000001008745|20200214|1.250 |67.80 |67.80 |38.29 |29.51 
SM01|000000000001008745|20200214|2.544 |45.79 |45.79 |23.17 |22.62 
SM02|000000000001008745|20200214|1.154 |58.86 |58.86 |30.07 |28.79 
SM03|000000000001008745|20200214|2.526 |45.47 |45.47 |25.65 |19.82 
SM04|000000000001008745|20200214|4.508 |81.15 |81.15 |40.84 |40.31 
SM06|000000000001008745|20200214|3.356 |60.40 |60.40 |30.50 |29.90 
SM08|000000000001008745|20200214|2.367 |42.61 |42.61 |21.31 |21.30 
SM09|000000000001008745|20200214|2.738 |49.28 |49.28 |25.15 |24.13 
SM12|000000000001008745|20200214|0.418 |20.90 |20.90 |11.34 |9.56 
SM13|000000000001008745|20200214|10.252 |171.13 |171.13 |94.18 |76.95 
SM14|000000000001008745|20200214|1.186 |21.35 |21.35 |11.15 |10.20 
SM15|000000000001008745|20200214|0.768 |22.27 |22.27 |18.14 |4.13 
SM16|000000000001008745|20200214|5.140 |92.51 |92.51 |47.43 |45.08 
SM17|000000000001008745|20200214|4.274 |76.94 |76.94 |38.55 |38.39 
SM18|000000000001008745|20200214|3.474 |172.33 |172.33 |91.18 |81.15 
SM20|000000000001008745|20200214|3.890 |112.81 |112.81 |77.92 |34.89 
SM22|000000000001008745|20200214|1.656 |82.80 |82.80 |44.60 |38.20 
SM23|000000000001008745|20200214|0.504 |25.20 |25.20 |13.74 |11.46 
SM24|000000000001008745|20200214|0.874 |44.57 |44.57 |24.37 |20.20 
SM25|000000000001008745|20200214|9.798 |165.22 |165.22 |89.28 |75.94 
SM26|000000000001008745|20200214|1.082 |31.38 |31.38 |23.73 |7.65 
SM28|000000000001008745|20200214|2.486 |126.79 |126.79 |68.76 |58.03 
SM31|000000000001008745|20200214|1.770 |88.50 |88.50 |47.35 |41.15 
SM32|000000000001008745|20200214|1.620 |46.99 |46.99 |36.18 |10.81 
SM35|000000000001008745|20200214|4.046 |72.83 |72.83 |37.39 |35.44 
SM36|000000000001008745|20200214|1.600 |80.00 |80.00 |42.42 |37.58 
SM38|000000000001008745|20200214|0.396 |20.20 |20.20 |11.14 |9.06 
SM39|000000000001008745|20200214|0.460 |23.46 |23.46 |13.14 |10.32 
SM44|000000000001008745|20200214|0.438 |22.34 |22.34 |11.61 |10.73 
SM46|000000000001008745|20200214|3.214 |57.85 |57.85 |30.41 |27.44 
SM47|000000000001008745|20200214|3.470 |62.46 |62.46 |32.41 |30.05 
SM49|000000000001008745|20200214|2.264 |65.66 |65.66 |47.92 |17.74 
ST02|000000000001008745|20200214|7.034 |122.36 |122.36 |66.12 |56.24 
ST04|000000000001008745|20200214|11.526 |417.85 |417.85 |308.50 |109.35 
ST05|000000000001008745|20200214|3.706 |106.41 |106.41 |102.32 |4.09 
ST06|000000000001008745|20200214|2.920 |48.23 |48.23 |26.78 |21.45 
ST10|000000000001008745|20200214|2.316 |90.73 |90.73 |64.77 |25.96 
ST13|000000000001008745|20200214|2.384 |107.28 |107.28 |74.81 |32.47 
ST14|000000000001008745|20200214|2.190 |109.50 |109.50 |56.91 |52.59 
ST16|000000000001008745|20200214|8.122 |356.82 |356.82 |218.24 |138.58 
ST17|000000000001008745|20200214|21.634 |354.44 |354.44 |200.98 |153.46 
ST18|000000000001008745|20200214|23.252 |674.31 |674.31 |481.54 |192.77 
T001|000000000001008745|20200214|7.932 |705.93 |705.93 |475.51 |230.42 
T012|000000000001008745|20200214|0.794 |62.73 |62.73 |44.88 |17.85 
T020|000000000001008745|20200214|0.682 |60.70 |60.70 |40.91 |19.79 
T021|000000000001008745|20200214|0.270 |20.25 |20.25 |16.18 |4.07 
T022|000000000001008745|20200214|0.472 |32.57 |32.57 |28.05 |4.52 
T023|000000000001008745|20200214|1.546 |69.57 |69.57 |47.79 |21.78 
T024|000000000001008745|20200214|3.692 |328.60 |328.60 |221.45 |107.15 
SM06|000000000001008746|20200214|0.252 |14.86 |14.86 |8.58 |6.28 
SM17|000000000001008746|20200214|0.554 |32.68 |32.68 |18.85 |13.83 
ST02|000000000001008746|20200214|2.660 |156.94 |156.94 |90.57 |66.37 
ST16|000000000001008746|20200214|0.292 |7.59 |7.59 |4.44 |3.15 
ST17|000000000001008746|20200214|0.632 |37.29 |37.29 |21.49 |15.80 
FL01|000000000001008747|20200214|1.580 |68.40 |68.40 |49.20 |19.20 
FL03|000000000001008747|20200214|1.320 |60.10 |60.10 |50.71 |9.39 
FL04|000000000001008747|20200214|1.600 |60.00 |60.00 |77.58 |17.58-
FL05|000000000001008747|20200214|3.920 |120.60 |120.60 |164.56 |43.96-
FL06|000000000001008747|20200214|0.510 |16.40 |16.40 |22.38 |5.98-
FL09|000000000001008747|20200214|0.530 |16.60 |16.60 |24.48 |7.88-
FL10|000000000001008747|20200214|0.260 |8.30 |8.30 |6.88 |1.42 
FL18|000000000001008747|20200214|2.320 |102.50 |102.50 |72.36 |30.14 
FL19|000000000001008747|20200214|1.040 |48.70 |48.70 |28.27 |20.43 
SM01|000000000001008747|20200214|1.734 |62.42 |62.42 |29.55 |32.87 
SM03|000000000001008747|20200214|1.460 |52.56 |52.56 |24.91 |27.65 
SM04|000000000001008747|20200214|3.048 |109.73 |109.73 |51.98 |57.75 
SM06|000000000001008747|20200214|2.092 |75.32 |75.32 |35.58 |39.74 
SM08|000000000001008747|20200214|0.858 |30.89 |30.89 |14.59 |16.30 
SM09|000000000001008747|20200214|1.383 |49.80 |49.80 |23.57 |26.23 
SM11|000000000001008747|20200214|1.090 |56.67 |56.67 |26.96 |29.71 
SM12|000000000001008747|20200214|0.122 |5.61 |5.61 |2.93 |2.68 
SM13|000000000001008747|20200214|1.407 |40.99 |40.99 |24.01 |16.98 
SM14|000000000001008747|20200214|2.882 |103.76 |103.76 |49.02 |54.74 
SM16|000000000001008747|20200214|1.602 |57.67 |57.67 |27.25 |30.42 
SM17|000000000001008747|20200214|0.896 |32.26 |32.26 |15.31 |16.95 
SM18|000000000001008747|20200214|2.570 |90.54 |90.54 |56.38 |34.16 
SM22|000000000001008747|20200214|1.662 |76.45 |76.45 |40.43 |36.02 
SM23|000000000001008747|20200214|0.562 |25.85 |25.85 |13.49 |12.36 
SM24|000000000001008747|20200214|0.464 |24.13 |24.13 |9.60 |14.53 
SM25|000000000001008747|20200214|10.432 |366.18 |366.18 |177.35 |188.83 
SM28|000000000001008747|20200214|0.378 |19.66 |19.66 |8.12 |11.54 
SM31|000000000001008747|20200214|1.849 |85.06 |85.06 |44.65 |40.41 
SM35|000000000001008747|20200214|4.586 |165.09 |165.09 |78.10 |86.99 
SM36|000000000001008747|20200214|2.412 |110.94 |110.94 |57.60 |53.34 
SM37|000000000001008747|20200214|1.738 |79.94 |79.94 |41.44 |38.50 
SM38|000000000001008747|20200214|0.924 |48.05 |48.05 |21.23 |26.82 
SM44|000000000001008747|20200214|0.574 |29.84 |29.84 |12.70 |17.14 
SM46|000000000001008747|20200214|1.414 |50.91 |50.91 |24.15 |26.76 
SM47|000000000001008747|20200214|2.532 |91.16 |91.16 |43.17 |47.99 
SM49|000000000001008747|20200214|0.444 |17.76 |17.76 |6.31 |11.45 
ST02|000000000001008747|20200214|4.928 |172.68 |172.68 |84.28 |88.40 
ST04|000000000001008747|20200214|2.404 |79.12 |79.12 |52.03 |27.09 
ST05|000000000001008747|20200214|2.456 |92.53 |92.53 |58.67 |33.86 
ST10|000000000001008747|20200214|4.746 |197.57 |197.57 |115.20 |82.37 
ST14|000000000001008747|20200214|1.178 |54.19 |54.19 |27.92 |26.27 
ST16|000000000001008747|20200214|5.052 |188.15 |188.15 |126.29 |61.86 
ST17|000000000001008747|20200214|10.964 |323.05 |323.05 |187.59 |135.46 
ST18|000000000001008747|20200214|3.144 |125.76 |125.76 |65.35 |60.41 
T022|000000000001008747|20200214|0.418 |31.35 |31.35 |25.08 |6.27 
SM28|000000000001008748|20200214|2.192 |81.10 |81.10 |27.97 |53.13 
SM39|000000000001008748|20200214|0.314 |11.62 |11.62 |3.56 |8.06 
ST13|000000000001008748|20200214|0.442 |21.66 |21.66 |15.44 |6.22 
T001|000000000001008748|20200214|5.570 |384.35 |384.35 |278.65 |105.70 
T023|000000000001008748|20200214|0.912 |44.69 |44.69 |31.92 |12.77 
FL01|000000000001008750|20200214|39.270 |941.80 |941.80 |611.44 |330.36 
FL02|000000000001008750|20200214|4.210 |101.50 |101.50 |40.12 |61.38 
FL03|000000000001008750|20200214|15.860 |391.40 |391.40 |237.43 |153.97 
FL04|000000000001008750|20200214|5.110 |108.20 |108.20 |100.00 |8.20 
FL18|000000000001008750|20200214|7.740 |179.80 |179.80 |207.51 |27.71-
FL19|000000000001008750|20200214|2.800 |69.00 |69.00 |47.43 |21.57 
SM02|000000000001008750|20200214|20.900 |424.96 |424.96 |265.49 |159.47 
SM11|000000000001008750|20200214|16.596 |348.53 |348.53 |211.92 |136.61 
SM12|000000000001008750|20200214|16.026 |336.54 |336.54 |179.65 |156.89 
SM18|000000000001008750|20200214|45.850 |1042.48 |1042.48 |553.18 |489.30 
SM22|000000000001008750|20200214|36.972 |776.38 |776.38 |419.64 |356.74 
SM23|000000000001008750|20200214|15.778 |299.78 |299.78 |191.39 |108.39 
SM24|000000000001008750|20200214|23.172 |486.58 |486.58 |303.55 |183.03 
SM27|000000000001008750|20200214|10.924 |207.56 |207.56 |147.69 |59.87 
SM28|000000000001008750|20200214|14.736 |338.90 |338.90 |188.32 |150.58 
SM31|000000000001008750|20200214|49.231 |1083.09 |1083.09 |587.84 |495.25 
SM36|000000000001008750|20200214|29.924 |598.48 |598.48 |348.61 |249.87 
SM37|000000000001008750|20200214|21.302 |404.72 |404.72 |257.54 |147.18 
SM38|000000000001008750|20200214|13.154 |276.22 |276.22 |171.15 |105.07 
SM39|000000000001008750|20200214|6.278 |144.39 |144.39 |82.55 |61.84 
SM40|000000000001008750|20200214|0.996 |20.92 |20.92 |13.09 |7.83 
SM44|000000000001008750|20200214|12.862 |282.96 |282.96 |167.46 |115.50 
ST04|000000000001008750|20200214|125.472 |2539.00 |2539.00 |1639.57 |899.43 
ST05|000000000001008750|20200214|27.402 |478.18 |478.18 |391.83 |86.35 
ST10|000000000001008750|20200214|57.269 |1131.01 |1131.01 |695.73 |435.28 
ST13|000000000001008750|20200214|1.086 |32.58 |32.58 |17.38 |15.20 
ST14|000000000001008750|20200214|32.442 |681.28 |681.28 |391.23 |290.05 
ST16|000000000001008750|20200214|58.252 |1174.10 |1174.10 |713.50 |460.60 
T012|000000000001008750|20200214|0.870 |39.15 |39.15 |25.92 |13.23 
T021|000000000001008750|20200214|0.562 |22.48 |22.48 |19.67 |2.81 
T023|000000000001008750|20200214|3.452 |103.56 |103.56 |59.15 |44.41 
SM22|000000000001008751|20200214|0.064 |2.82 |2.82 |2.56 |0.26 
SM31|000000000001008751|20200214|0.352 |15.48 |15.48 |19.18 |3.70-
SM36|000000000001008751|20200214|0.084 |3.70 |3.70 |0.42 |3.28 
SM40|000000000001008752|20200214|0.406 |44.66 |44.66 |2.03 |42.63 
