"""Plant"""STR:0PLANT|"""Material"""MAT:0MATERIAL|"""Calendar Day"""CALDAY:0CALDAY|"""Sal Qty"""SALEQTY:0CPBAINSABU|"""Sal Ret Val"""SALERET:0RTBAINSASV|"""Sal Ret with Tax"""GROSSVAL:0RTBAINSAST|"""Sal Cost Val"""COSTVAL:0CPBAINSAPV|"""Net Margin"""NETMARGIN:0RTBAINSASV
FL02|000000000001008700|20200218|3.090 |94.50 |94.50 |126.84 |32.34-
FL03|000000000001008700|20200218|39.170 |1156.10 |1156.10 |367.42 |788.68 
FL04|000000000001008700|20200218|4.200 |116.40 |116.40 |40.82 |75.58 
FL05|000000000001008700|20200218|15.730 |575.00 |575.00 |78.65 |496.35 
FL06|000000000001008700|20200218|2.030-|81.50-|81.50-|10.15-|71.35-
FL10|000000000001008700|20200218|3.130 |82.90 |82.90 |70.64 |12.26 
FL12|000000000001008700|20200218|1.020 |2.00 |2.00 |21.52 |19.52-
FL18|000000000001008700|20200218|51.700 |1669.80 |1669.80 |3472.17 |1802.37-
FL19|000000000001008700|20200218|9.070 |308.40 |308.40 |206.79 |101.61 
SM01|000000000001008700|20200218|116.824 |4672.96 |4672.96 |2995.34 |1677.62 
SM02|000000000001008700|20200218|161.046 |4650.82 |4650.82 |3547.25 |1103.57 
SM03|000000000001008700|20200218|192.930 |5594.97 |5594.97 |5581.45 |13.52 
SM04|000000000001008700|20200218|169.957 |4928.81 |4928.81 |4910.07 |18.74 
SM06|000000000001008700|20200218|87.160 |3486.40 |3486.40 |2233.91 |1252.49 
SM08|000000000001008700|20200218|49.721 |1789.96 |1789.96 |1448.85 |341.11 
SM09|000000000001008700|20200218|77.294 |2782.60 |2782.60 |2243.05 |539.55 
SM11|000000000001008700|20200218|155.351 |4194.50 |4194.50 |3416.15 |778.35 
SM12|000000000001008700|20200218|61.624 |2033.60 |2033.60 |1504.23 |529.37 
SM13|000000000001008700|20200218|133.386 |5345.96 |5345.96 |3857.48 |1488.48 
SM14|000000000001008700|20200218|101.135 |4045.40 |4045.40 |2961.21 |1084.19 
SM15|000000000001008700|20200218|21.606 |748.91 |748.91 |552.02 |196.89 
SM16|000000000001008700|20200218|72.680 |2616.46 |2616.46 |2101.17 |515.29 
SM17|000000000001008700|20200218|74.232 |2152.72 |2152.72 |2007.21 |145.51 
SM18|000000000001008700|20200218|127.018 |3902.64 |3902.64 |2808.43 |1094.21 
SM22|000000000001008700|20200218|160.408 |5293.50 |5293.50 |3881.90 |1411.60 
SM23|000000000001008700|20200218|70.880 |2126.40 |2126.40 |1723.08 |403.32 
SM24|000000000001008700|20200218|135.452 |3657.22 |3657.22 |2947.48 |709.74 
SM25|000000000001008700|20200218|219.586 |6368.09 |6368.09 |6411.89 |43.80-
SM26|000000000001008700|20200218|32.126 |1156.54 |1156.54 |828.19 |328.35 
SM27|000000000001008700|20200218|30.390 |972.47 |972.47 |732.38 |240.09 
SM28|000000000001008700|20200218|101.306 |3039.18 |3039.18 |2208.45 |830.73 
SM31|000000000001008700|20200218|105.508 |3587.29 |3587.29 |2554.35 |1032.94 
SM32|000000000001008700|20200218|43.632 |1570.75 |1570.75 |1084.72 |486.03 
SM34|000000000001008700|20200218|38.748 |1394.94 |1394.94 |1041.55 |353.39 
SM35|000000000001008700|20200218|83.760 |2429.06 |2429.06 |2269.89 |159.17 
SM36|000000000001008700|20200218|118.610 |3795.58 |3795.58 |2860.88 |934.70 
SM37|000000000001008700|20200218|94.736 |2842.08 |2842.08 |2317.24 |524.84 
SM38|000000000001008700|20200218|69.686 |1881.51 |1881.51 |1527.50 |354.01 
SM39|000000000001008700|20200218|24.960 |748.80 |748.80 |543.89 |204.91 
SM40|000000000001008700|20200218|80.322 |2168.72 |2168.72 |1764.67 |404.05 
SM44|000000000001008700|20200218|68.948 |1999.50 |1999.50 |1505.12 |494.38 
SM46|000000000001008700|20200218|76.888 |3075.52 |3075.52 |1983.74 |1091.78 
SM47|000000000001008700|20200218|86.540 |3115.44 |3115.44 |2521.79 |593.65 
SM49|000000000001008700|20200218|40.502 |1458.05 |1458.05 |1070.90 |387.15 
ST02|000000000001008700|20200218|116.092 |4601.82 |4601.82 |2974.28 |1627.54 
ST04|000000000001008700|20200218|494.204 |14623.42 |14623.42 |10890.83 |3732.59 
ST05|000000000001008700|20200218|173.558 |4508.91 |4508.91 |3788.83 |720.08 
ST06|000000000001008700|20200218|85.694 |2482.73 |2482.73 |2195.51 |287.22 
ST10|000000000001008700|20200218|122.672 |3857.57 |3857.57 |2978.54 |879.03 
ST13|000000000001008700|20200218|94.778 |2843.34 |2843.34 |2350.45 |492.89 
ST14|000000000001008700|20200218|64.078 |2114.58 |2114.58 |1551.94 |562.64 
ST16|000000000001008700|20200218|177.082 |5449.57 |5449.57 |4291.78 |1157.79 
ST17|000000000001008700|20200218|98.286 |3451.09 |3451.09 |2840.50 |610.59 
ST18|000000000001008700|20200218|203.104 |7311.73 |7311.73 |4898.91 |2412.82 
T001|000000000001008700|20200218|169.054 |6593.15 |6593.15 |5468.88 |1124.27 
T020|000000000001008700|20200218|30.020 |1110.76 |1110.76 |1006.29 |104.47 
T023|000000000001008700|20200218|17.136 |514.08 |514.08 |424.62 |89.46 
T024|000000000001008700|20200218|63.313 |2469.19 |2469.19 |1927.27 |541.92 
T001|000000000001008701|20200218|53.724 |1074.48 |1074.48 |917.08 |157.40 
T020|000000000001008701|20200218|4.030 |80.60 |80.60 |68.51 |12.09 
T024|000000000001008701|20200218|84.316 |1686.32 |1686.32 |1435.89 |250.43 
T012|000000000001008702|20200218|16.670 |150.03 |150.03 |97.19 |52.84 
T021|000000000001008702|20200218|13.778 |110.23 |110.23 |82.53 |27.70 
T022|000000000001008702|20200218|7.552 |60.42 |60.42 |45.30 |15.12 
SM14|000000000001008703|20200218|1.594 |39.85 |39.85 |28.99 |10.86 
ST13|000000000001008703|20200218|65.926 |2307.41 |2307.41 |1731.21 |576.20 
T001|000000000001008703|20200218|238.384 |5244.37 |5244.37 |4367.21 |877.16 
T020|000000000001008703|20200218|29.818 |656.00 |656.00 |593.96 |62.04 
T023|000000000001008703|20200218|9.596 |335.86 |335.86 |249.50 |86.36 
T024|000000000001008703|20200218|2.856 |62.84 |62.84 |48.56 |14.28 
FL01|000000000001008704|20200218|58.520 |1571.70 |1571.70 |1162.79 |408.91 
FL02|000000000001008704|20200218|7.580 |208.10 |208.10 |155.76 |52.34 
FL03|000000000001008704|20200218|11.940 |328.60 |328.60 |177.55 |151.05 
FL04|000000000001008704|20200218|13.270 |369.90 |369.90 |230.37 |139.53 
FL05|000000000001008704|20200218|15.600 |837.10 |837.10 |456.30 |380.80 
FL06|000000000001008704|20200218|3.370 |180.70 |180.70 |142.82 |37.88 
FL09|000000000001008704|20200218|3.170 |194.60 |194.60 |128.60 |66.00 
FL10|000000000001008704|20200218|1.090 |60.50 |60.50 |43.43 |17.07 
FL12|000000000001008704|20200218|1.060 |58.90 |58.90 |41.82 |17.08 
SM01|000000000001008704|20200218|27.834 |1792.79 |1792.79 |1167.62 |625.17 
SM02|000000000001008704|20200218|38.258 |1005.22 |1005.22 |695.31 |309.91 
SM03|000000000001008704|20200218|12.352 |802.88 |802.88 |496.06 |306.82 
SM04|000000000001008704|20200218|15.520 |1008.80 |1008.80 |585.56 |423.24 
SM06|000000000001008704|20200218|28.234 |1826.39 |1826.39 |1094.93 |731.46 
SM08|000000000001008704|20200218|6.549 |425.71 |425.71 |250.16 |175.55 
SM09|000000000001008704|20200218|7.897 |513.32 |513.32 |311.62 |201.70 
SM11|000000000001008704|20200218|16.998 |441.95 |441.95 |301.90 |140.05 
SM12|000000000001008704|20200218|20.502 |820.08 |820.08 |506.21 |313.87 
SM13|000000000001008704|20200218|52.751 |3346.96 |3346.96 |2090.53 |1256.43 
SM14|000000000001008704|20200218|18.220 |1184.30 |1184.30 |733.36 |450.94 
SM15|000000000001008704|20200218|0.276 |10.21 |10.21 |8.11 |2.10 
SM16|000000000001008704|20200218|17.514 |1138.41 |1138.41 |676.20 |462.21 
SM17|000000000001008704|20200218|2.294 |149.11 |149.11 |82.74 |66.37 
SM18|000000000001008704|20200218|61.653 |1751.44 |1751.44 |1100.00 |651.44 
SM22|000000000001008704|20200218|56.866 |2274.64 |2274.64 |1251.05 |1023.59 
SM23|000000000001008704|20200218|12.076 |434.72 |434.72 |313.86 |120.86 
SM24|000000000001008704|20200218|28.538 |741.98 |741.98 |529.41 |212.57 
SM25|000000000001008704|20200218|11.998 |701.53 |701.53 |432.90 |268.63 
SM26|000000000001008704|20200218|5.750 |212.75 |212.75 |164.57 |48.18 
SM27|000000000001008704|20200218|14.726 |559.57 |559.57 |382.86 |176.71 
SM28|000000000001008704|20200218|30.854 |925.62 |925.62 |562.45 |363.17 
SM31|000000000001008704|20200218|38.977 |1598.13 |1598.13 |1013.41 |584.72 
SM32|000000000001008704|20200218|2.623 |97.05 |97.05 |76.93 |20.12 
SM34|000000000001008704|20200218|7.634 |496.21 |496.21 |308.03 |188.18 
SM35|000000000001008704|20200218|6.800 |442.00 |442.00 |246.41 |195.59 
SM36|000000000001008704|20200218|46.540 |1768.53 |1768.53 |1207.71 |560.82 
SM37|000000000001008704|20200218|15.682 |564.53 |564.53 |407.71 |156.82 
SM38|000000000001008704|20200218|14.964 |389.08 |389.08 |279.70 |109.38 
SM39|000000000001008704|20200218|13.066 |391.98 |391.98 |243.30 |148.68 
SM44|000000000001008704|20200218|10.410 |291.48 |291.48 |191.01 |100.47 
SM46|000000000001008704|20200218|27.924 |1815.06 |1815.06 |1082.10 |732.96 
SM47|000000000001008704|20200218|9.116 |592.54 |592.54 |340.87 |251.67 
ST02|000000000001008704|20200218|22.372 |1422.97 |1422.97 |878.75 |544.22 
ST04|000000000001008704|20200218|193.410 |5142.12 |5142.12 |3445.04 |1697.08 
ST05|000000000001008704|20200218|21.548 |485.71 |485.71 |396.78 |88.93 
ST06|000000000001008704|20200218|9.774 |609.55 |609.55 |380.39 |229.16 
ST10|000000000001008704|20200218|24.111 |875.09 |875.09 |538.67 |336.42 
ST13|000000000001008704|20200218|48.280 |2027.74 |2027.74 |1492.34 |535.40 
ST14|000000000001008704|20200218|32.440 |1297.60 |1297.60 |842.81 |454.79 
ST16|000000000001008704|20200218|60.084 |2403.36 |2403.36 |1435.40 |967.96 
ST17|000000000001008704|20200218|30.406 |1582.82 |1582.82 |1163.98 |418.84 
ST18|000000000001008704|20200218|31.400 |1161.82 |1161.82 |891.75 |270.07 
T001|000000000001008704|20200218|148.648 |3606.68 |3606.68 |2914.99 |691.69 
T012|000000000001008704|20200218|3.012 |84.33 |84.33 |55.34 |28.99 
T020|000000000001008704|20200218|23.916 |550.07 |550.07 |450.34 |99.73 
T021|000000000001008704|20200218|13.980 |349.50 |349.50 |294.84 |54.66 
T022|000000000001008704|20200218|2.476 |61.90 |61.90 |45.81 |16.09 
T024|000000000001008704|20200218|37.884 |909.20 |909.20 |709.90 |199.30 
FL02|000000000001008705|20200218|1.560 |59.40 |59.40 |58.19 |1.21 
FL03|000000000001008705|20200218|4.890 |183.30 |183.30 |235.84 |52.54-
FL04|000000000001008705|20200218|3.750 |135.10 |135.10 |85.28 |49.82 
FL05|000000000001008705|20200218|11.310 |480.90 |480.90 |385.90 |95.00 
FL06|000000000001008705|20200218|7.680 |330.50 |330.50 |163.05 |167.45 
FL09|000000000001008705|20200218|0.520 |22.40 |22.40 |16.98 |5.42 
FL10|000000000001008705|20200218|4.500 |194.10 |194.10 |132.75 |61.35 
FL19|000000000001008705|20200218|0.250 |18.30 |18.30 |10.88 |7.42 
SM01|000000000001008705|20200218|17.254 |948.97 |948.97 |465.83 |483.14 
SM02|000000000001008705|20200218|4.652 |187.65 |187.65 |102.94 |84.71 
SM03|000000000001008705|20200218|21.376 |1047.43 |1047.43 |577.19 |470.24 
SM04|000000000001008705|20200218|31.402 |1538.68 |1538.68 |847.85 |690.83 
SM06|000000000001008705|20200218|12.436 |683.98 |683.98 |335.78 |348.20 
SM08|000000000001008705|20200218|16.656 |866.09 |866.09 |449.72 |416.37 
SM09|000000000001008705|20200218|12.955 |673.69 |673.69 |349.82 |323.87 
SM11|000000000001008705|20200218|0.282 |13.25 |13.25 |6.24 |7.01 
SM12|000000000001008705|20200218|0.884 |53.04 |53.04 |35.97 |17.07 
SM13|000000000001008705|20200218|1.351 |60.43 |60.43 |36.49 |23.94 
SM14|000000000001008705|20200218|15.280 |840.40 |840.40 |412.70 |427.70 
SM15|000000000001008705|20200218|6.718 |271.20 |271.20 |191.31 |79.89 
SM16|000000000001008705|20200218|19.554 |1016.82 |1016.82 |527.96 |488.86 
SM17|000000000001008705|20200218|14.900 |730.11 |730.11 |402.29 |327.82 
SM18|000000000001008705|20200218|16.058 |728.81 |728.81 |364.34 |364.47 
SM24|000000000001008705|20200218|1.214 |57.06 |57.06 |27.36 |29.70 
SM25|000000000001008705|20200218|30.642 |1352.64 |1352.64 |827.31 |525.33 
SM26|000000000001008705|20200218|1.326 |53.04 |53.04 |37.43 |15.61 
SM28|000000000001008705|20200218|2.226 |113.52 |113.52 |49.80 |63.72 
SM31|000000000001008705|20200218|3.094 |185.64 |185.64 |129.89 |55.75 
SM32|000000000001008705|20200218|4.957 |198.28 |198.28 |138.97 |59.31 
SM34|000000000001008705|20200218|11.258 |585.41 |585.41 |303.96 |281.45 
SM35|000000000001008705|20200218|12.528 |613.89 |613.89 |338.50 |275.39 
SM36|000000000001008705|20200218|7.626 |457.56 |457.56 |311.45 |146.11 
SM38|000000000001008705|20200218|0.360 |16.92 |16.92 |8.13 |8.79 
SM39|000000000001008705|20200218|1.366 |69.67 |69.67 |31.34 |38.33 
SM44|000000000001008705|20200218|1.256 |61.54 |61.54 |28.34 |33.20 
SM46|000000000001008705|20200218|9.660 |531.30 |531.30 |260.82 |270.48 
SM47|000000000001008705|20200218|14.970 |778.43 |778.43 |404.19 |374.24 
SM49|000000000001008705|20200218|10.664 |426.56 |426.56 |300.94 |125.62 
ST02|000000000001008705|20200218|33.640 |1729.73 |1729.73 |911.63 |818.10 
ST05|000000000001008705|20200218|6.050 |157.76 |157.76 |137.28 |20.48 
ST06|000000000001008705|20200218|13.728 |672.68 |672.68 |370.66 |302.02 
ST10|000000000001008705|20200218|0.254 |10.80 |10.80 |10.38 |0.42 
ST14|000000000001008705|20200218|4.896 |293.76 |293.76 |195.84 |97.92 
ST17|000000000001008705|20200218|29.574 |1267.18 |1267.18 |798.46 |468.72 
ST18|000000000001008705|20200218|53.198 |2127.92 |2127.92 |1493.26 |634.66 
T012|000000000001008706|20200218|7.134 |99.49 |99.49 |69.99 |29.50 
T021|000000000001008706|20200218|7.346 |110.19 |110.19 |84.11 |26.08 
T022|000000000001008706|20200218|8.458 |126.87 |126.87 |109.96 |16.91 
FL05|000000000001008707|20200218|0.310 |23.70 |23.70 |36.89 |13.19-
FL06|000000000001008707|20200218|0.440 |31.40 |31.40 |62.04 |30.64-
FL09|000000000001008707|20200218|0.100 |7.90 |7.90 |0.50 |7.40 
SM01|000000000001008707|20200218|0.136 |15.23 |15.23 |5.99 |9.24 
SM04|000000000001008707|20200218|3.518 |394.01 |394.01 |158.52 |235.49 
SM13|000000000001008707|20200218|2.357 |257.57 |257.57 |105.26 |152.31 
SM25|000000000001008707|20200218|4.070 |427.80 |427.80 |181.99 |245.81 
SM46|000000000001008707|20200218|2.458 |275.30 |275.30 |110.53 |164.77 
SM47|000000000001008707|20200218|2.076 |232.53 |232.53 |92.91 |139.62 
ST02|000000000001008707|20200218|2.634 |295.02 |295.02 |117.47 |177.55 
ST17|000000000001008707|20200218|2.708 |282.86 |282.86 |121.01 |161.85 
T001|000000000001008707|20200218|3.066 |168.63 |168.63 |113.60 |55.03 
T020|000000000001008707|20200218|0.064 |3.52 |3.52 |2.39 |1.13 
T024|000000000001008707|20200218|1.310 |72.05 |72.05 |52.52 |19.53 
DC13|000000000001008708|20200218|2.000 |54.00 |54.00 |56.00 |2.00-
FL01|000000000001008708|20200218|3.880 |214.70 |214.70 |107.21 |107.49 
FL02|000000000001008708|20200218|0.890 |49.50 |49.50 |61.89 |12.39-
FL03|000000000001008708|20200218|3.130 |164.10 |164.10 |77.15 |86.95 
FL04|000000000001008708|20200218|1.780 |100.80 |100.80 |134.19 |33.39-
FL05|000000000001008708|20200218|4.970 |150.90 |150.90 |296.80 |145.90-
FL06|000000000001008708|20200218|1.920 |55.50 |55.50 |118.66 |63.16-
FL09|000000000001008708|20200218|0.630 |19.80 |19.80 |31.66 |11.86-
FL10|000000000001008708|20200218|1.940 |57.80 |57.80 |9.70 |48.10 
FL12|000000000001008708|20200218|0.330 |9.90 |9.90 |9.95 |0.05-
FL18|000000000001008708|20200218|3.860 |206.50 |206.50 |127.07 |79.43 
FL19|000000000001008708|20200218|0.580 |33.90 |33.90 |20.93 |12.97 
SM01|000000000001008708|20200218|12.646 |455.31 |455.31 |214.98 |240.33 
SM02|000000000001008708|20200218|4.495 |281.24 |281.24 |143.18 |138.06 
SM03|000000000001008708|20200218|9.856 |354.79 |354.79 |167.53 |187.26 
SM04|000000000001008708|20200218|10.572 |380.59 |380.59 |179.71 |200.88 
SM06|000000000001008708|20200218|10.900 |392.39 |392.39 |185.32 |207.07 
SM08|000000000001008708|20200218|4.857 |174.85 |174.85 |82.56 |92.29 
SM09|000000000001008708|20200218|6.759 |243.29 |243.29 |114.90 |128.39 
SM11|000000000001008708|20200218|4.748 |325.81 |325.81 |155.89 |169.92 
SM12|000000000001008708|20200218|4.170 |271.05 |271.05 |141.11 |129.94 
SM13|000000000001008708|20200218|10.397 |363.02 |363.02 |176.77 |186.25 
SM14|000000000001008708|20200218|9.786 |352.26 |352.26 |166.38 |185.88 
SM15|000000000001008708|20200218|2.388 |97.75 |97.75 |50.25 |47.50 
SM16|000000000001008708|20200218|6.188 |222.77 |222.77 |105.17 |117.60 
SM17|000000000001008708|20200218|8.024 |288.86 |288.86 |136.41 |152.45 
SM18|000000000001008708|20200218|10.460 |702.30 |702.30 |342.47 |359.83 
SM22|000000000001008708|20200218|6.592 |428.48 |428.48 |222.27 |206.21 
SM23|000000000001008708|20200218|2.308 |150.02 |150.02 |77.84 |72.18 
SM24|000000000001008708|20200218|8.188 |564.98 |564.98 |273.33 |291.65 
SM25|000000000001008708|20200218|9.704 |316.50 |316.50 |164.76 |151.74 
SM26|000000000001008708|20200218|4.082 |171.47 |171.47 |92.42 |79.05 
SM27|000000000001008708|20200218|1.740 |93.96 |93.96 |59.16 |34.80 
SM28|000000000001008708|20200218|3.184 |219.70 |219.70 |102.62 |117.08 
SM31|000000000001008708|20200218|4.010 |260.69 |260.69 |135.50 |125.19 
SM32|000000000001008708|20200218|1.621 |68.08 |68.08 |34.64 |33.44 
SM34|000000000001008708|20200218|4.644 |167.20 |167.20 |78.78 |88.42 
SM35|000000000001008708|20200218|5.370 |193.34 |193.34 |91.16 |102.18 
SM36|000000000001008708|20200218|2.472 |160.68 |160.68 |83.65 |77.03 
SM37|000000000001008708|20200218|2.704 |175.76 |175.76 |91.21 |84.55 
SM38|000000000001008708|20200218|1.056 |72.87 |72.87 |34.34 |38.53 
SM39|000000000001008708|20200218|0.948 |65.41 |65.41 |27.96 |37.45 
SM40|000000000001008708|20200218|0.398 |27.47 |27.47 |12.01 |15.46 
SM44|000000000001008708|20200218|2.166 |149.47 |149.47 |68.74 |80.73 
SM46|000000000001008708|20200218|6.032 |217.16 |217.16 |102.48 |114.68 
SM47|000000000001008708|20200218|8.336 |300.08 |300.08 |141.60 |158.48 
SM49|000000000001008708|20200218|4.276 |179.60 |179.60 |91.69 |87.91 
ST02|000000000001008708|20200218|12.444 |412.52 |412.52 |211.39 |201.13 
ST04|000000000001008708|20200218|23.664 |1493.02 |1493.02 |766.28 |726.74 
ST05|000000000001008708|20200218|4.885 |219.69 |219.69 |152.29 |67.40 
ST06|000000000001008708|20200218|7.176 |252.52 |252.52 |121.98 |130.54 
ST10|000000000001008708|20200218|4.040 |244.86 |244.86 |132.83 |112.03 
ST13|000000000001008708|20200218|7.268 |465.14 |465.14 |348.64 |116.50 
ST14|000000000001008708|20200218|3.912 |254.28 |254.28 |131.56 |122.72 
ST16|000000000001008708|20200218|14.468 |820.85 |820.85 |484.29 |336.56 
ST17|000000000001008708|20200218|10.680 |293.30 |293.30 |181.49 |111.81 
ST18|000000000001008708|20200218|20.886 |877.25 |877.25 |476.85 |400.40 
T001|000000000001008708|20200218|5.202 |286.11 |286.11 |194.52 |91.59 
T012|000000000001008708|20200218|0.644 |35.42 |35.42 |23.18 |12.24 
T020|000000000001008708|20200218|1.238 |68.09 |68.09 |45.62 |22.47 
T022|000000000001008708|20200218|0.306 |18.36 |18.36 |11.00 |7.36 
T023|000000000001008708|20200218|2.194 |140.41 |140.41 |105.32 |35.09 
T024|000000000001008708|20200218|2.164 |119.02 |119.02 |75.96 |43.06 
SM02|000000000001008709|20200218|0.194 |15.91 |15.91 |7.14 |8.77 
SM18|000000000001008709|20200218|0.274 |22.47 |22.47 |8.80 |13.67 
ST04|000000000001008709|20200218|0.584 |47.89 |47.89 |18.34 |29.55 
T001|000000000001008711|20200218|7.000 |224.00 |224.00 |138.88 |85.12 
T024|000000000001008711|20200218|1.000 |32.00 |32.00 |16.00 |16.00 
FL01|000000000001008713|20200218|10.330 |814.60 |814.60 |1385.36 |570.76-
FL02|000000000001008713|20200218|1.610 |126.90 |126.90 |99.50 |27.40 
FL03|000000000001008713|20200218|5.180 |412.60 |412.60 |545.61 |133.01-
FL04|000000000001008713|20200218|1.450 |111.70 |111.70 |142.83 |31.13-
FL05|000000000001008713|20200218|2.930 |272.40 |272.40 |288.60 |16.20-
FL06|000000000001008713|20200218|2.690 |252.30 |252.30 |250.17 |2.13 
FL09|000000000001008713|20200218|1.750 |161.80 |161.80 |164.17 |2.37-
FL10|000000000001008713|20200218|0.860 |79.20 |79.20 |116.26 |37.06-
FL12|000000000001008713|20200218|0.790 |74.20 |74.20 |3.95 |70.25 
FL18|000000000001008713|20200218|4.610 |381.10 |381.10 |367.97 |13.13 
FL19|000000000001008713|20200218|0.600 |52.80 |52.80 |31.04 |21.76 
