"""Plant"""STR:0PLANT|"""Material"""MAT:0MATERIAL|"""Calendar Day"""CALDAY:0CALDAY|"""Sal Qty"""SALEQTY:0CPBAINSABU|"""Sal Ret Val"""SALERET:0RTBAINSASV|"""Sal Ret with Tax"""GROSSVAL:0RTBAINSAST|"""Sal Cost Val"""COSTVAL:0CPBAINSAPV|"""Net Margin"""NETMARGIN:0RTBAINSASV
FL18|000000000001008763|20200218|1.030 |62.40 |62.40 |42.66 |19.74 
FL19|000000000001008763|20200218|0.490 |30.90 |30.90 |17.23 |13.67 
SM01|000000000001008763|20200218|31.176 |621.83 |621.83 |282.46 |339.37 
SM02|000000000001008763|20200218|1.368 |47.88 |47.88 |22.72 |25.16 
SM03|000000000001008763|20200218|35.122 |692.48 |692.48 |318.20 |374.28 
SM04|000000000001008763|20200218|32.216 |637.59 |637.59 |291.53 |346.06 
SM06|000000000001008763|20200218|28.558 |571.55 |571.55 |259.60 |311.95 
SM08|000000000001008763|20200218|20.192 |402.32 |402.32 |182.93 |219.39 
SM09|000000000001008763|20200218|25.188 |501.62 |501.62 |227.46 |274.16 
SM12|000000000001008763|20200218|1.596 |87.78 |87.78 |52.22 |35.56 
SM13|000000000001008763|20200218|44.675 |839.02 |839.02 |404.35 |434.67 
SM14|000000000001008763|20200218|21.588 |430.81 |430.81 |195.42 |235.39 
SM16|000000000001008763|20200218|13.760 |274.06 |274.06 |123.58 |150.48 
SM17|000000000001008763|20200218|10.944 |216.68 |216.68 |98.82 |117.86 
SM18|000000000001008763|20200218|3.358 |127.62 |127.62 |55.87 |71.75 
SM22|000000000001008763|20200218|2.784 |153.12 |153.12 |94.79 |58.33 
SM23|000000000001008763|20200218|0.726 |39.93 |39.93 |24.51 |15.42 
SM24|000000000001008763|20200218|2.772 |97.02 |97.02 |46.60 |50.42 
SM25|000000000001008763|20200218|71.082 |1345.22 |1345.22 |644.67 |700.55 
SM26|000000000001008763|20200218|2.518 |88.13 |88.13 |61.75 |26.38 
SM27|000000000001008763|20200218|2.194 |131.64 |131.64 |82.28 |49.36 
SM28|000000000001008763|20200218|1.628 |56.98 |56.98 |26.79 |30.19 
SM31|000000000001008763|20200218|2.881 |158.46 |158.46 |97.26 |61.20 
SM32|000000000001008763|20200218|1.526 |53.41 |53.41 |19.47 |33.94 
SM34|000000000001008763|20200218|12.652 |251.92 |251.92 |114.10 |137.82 
SM35|000000000001008763|20200218|6.086 |120.11 |120.11 |55.31 |64.80 
SM36|000000000001008763|20200218|2.558 |140.69 |140.69 |83.58 |57.11 
SM38|000000000001008763|20200218|0.302 |10.57 |10.57 |5.16 |5.41 
SM44|000000000001008763|20200218|1.910 |66.85 |66.85 |31.74 |35.11 
SM46|000000000001008763|20200218|21.288 |426.93 |426.93 |192.64 |234.29 
SM47|000000000001008763|20200218|10.026 |199.78 |199.78 |90.62 |109.16 
SM49|000000000001008763|20200218|7.240 |253.40 |253.40 |179.46 |73.94 
ST02|000000000001008763|20200218|24.820 |432.79 |432.79 |224.11 |208.68 
ST04|000000000001008763|20200218|24.568 |721.30 |721.30 |408.70 |312.60 
ST05|000000000001008763|20200218|1.904 |44.74 |44.74 |32.87 |11.87 
ST06|000000000001008763|20200218|14.102 |280.60 |280.60 |127.91 |152.69 
ST10|000000000001008763|20200218|2.614 |129.25 |129.25 |88.54 |40.71 
ST14|000000000001008763|20200218|0.374 |20.57 |20.57 |11.96 |8.61 
ST16|000000000001008763|20200218|7.302 |388.83 |388.83 |234.70 |154.13 
ST17|000000000001008763|20200218|33.302 |496.55 |496.55 |303.08 |193.47 
ST18|000000000001008763|20200218|30.970 |1083.95 |1083.95 |394.27 |689.68 
T001|000000000001008763|20200218|0.570 |33.63 |33.63 |22.79 |10.84 
T023|000000000001008763|20200218|0.362 |15.20 |15.20 |9.50 |5.70 
FL01|000000000001008765|20200218|1.540 |34.90 |34.90 |25.67 |9.23 
FL02|000000000001008765|20200218|0.540 |12.20 |12.20 |9.32 |2.88 
FL04|000000000001008765|20200218|0.270 |6.10 |6.10 |14.14 |8.04-
FL05|000000000001008765|20200218|0.490 |6.10 |6.10 |8.60 |2.50-
FL06|000000000001008765|20200218|1.030 |12.40 |12.40 |22.10 |9.70-
FL10|000000000001008765|20200218|2.600 |33.40 |33.40 |20.70 |12.70 
SM02|000000000001008765|20200218|3.724 |83.38 |83.38 |46.18 |37.20 
SM03|000000000001008765|20200218|2.240 |42.56 |42.56 |15.43 |27.13 
SM04|000000000001008765|20200218|2.574 |48.91 |48.91 |19.03 |29.88 
SM06|000000000001008765|20200218|1.596 |30.32 |30.32 |11.15 |19.17 
SM08|000000000001008765|20200218|2.820 |53.58 |53.58 |21.91 |31.67 
SM09|000000000001008765|20200218|1.140 |21.66 |21.66 |7.85 |13.81 
SM11|000000000001008765|20200218|2.236 |53.66 |53.66 |27.97 |25.69 
SM13|000000000001008765|20200218|3.333 |63.32 |63.32 |23.19 |40.13 
SM14|000000000001008765|20200218|0.114 |2.17 |2.17 |0.89 |1.28 
SM16|000000000001008765|20200218|1.158 |22.01 |22.01 |8.08 |13.93 
SM17|000000000001008765|20200218|5.104 |96.98 |96.98 |34.65 |62.33 
SM18|000000000001008765|20200218|0.926 |25.88 |25.88 |11.53 |14.35 
SM22|000000000001008765|20200218|2.242 |116.57 |116.57 |69.97 |46.60 
SM24|000000000001008765|20200218|0.698 |16.75 |16.75 |8.63 |8.12 
SM25|000000000001008765|20200218|6.402 |112.32 |112.32 |44.56 |67.76 
SM26|000000000001008765|20200218|1.156 |32.37 |32.37 |21.45 |10.92 
SM27|000000000001008765|20200218|0.450 |21.60 |21.60 |13.06 |8.54 
SM28|000000000001008765|20200218|1.032 |24.77 |24.77 |12.79 |11.98 
SM31|000000000001008765|20200218|0.300 |15.60 |15.60 |9.39 |6.21 
SM34|000000000001008765|20200218|0.474 |9.01 |9.01 |3.75 |5.26 
SM35|000000000001008765|20200218|4.214 |80.06 |80.06 |31.95 |48.11 
SM36|000000000001008765|20200218|1.672 |86.94 |86.94 |53.19 |33.75 
SM37|000000000001008765|20200218|0.602 |31.30 |31.30 |20.45 |10.85 
SM38|000000000001008765|20200218|0.584 |14.02 |14.02 |7.33 |6.69 
SM39|000000000001008765|20200218|1.584 |38.01 |38.01 |19.88 |18.13 
SM44|000000000001008765|20200218|0.768 |18.43 |18.43 |9.39 |9.04 
SM46|000000000001008765|20200218|2.722 |51.71 |51.71 |19.05 |32.66 
SM47|000000000001008765|20200218|1.740 |33.06 |33.06 |13.87 |19.19 
SM49|000000000001008765|20200218|1.980 |55.44 |55.44 |36.49 |18.95 
ST02|000000000001008765|20200218|6.494 |94.08 |94.08 |47.94 |46.14 
ST04|000000000001008765|20200218|8.804 |196.90 |196.90 |107.13 |89.77 
ST06|000000000001008765|20200218|0.294 |5.59 |5.59 |2.25 |3.34 
ST10|000000000001008765|20200218|1.854 |96.41 |96.41 |56.27 |40.14 
ST13|000000000001008765|20200218|2.860 |157.30 |157.30 |89.18 |68.12 
ST14|000000000001008765|20200218|0.810 |42.12 |42.12 |23.14 |18.98 
ST16|000000000001008765|20200218|1.900 |103.27 |103.27 |60.15 |43.12 
ST17|000000000001008765|20200218|6.030 |105.23 |105.23 |41.31 |63.92 
ST18|000000000001008765|20200218|4.918 |137.69 |137.69 |89.55 |48.14 
T023|000000000001008765|20200218|0.260 |14.30 |14.30 |7.80 |6.50 
FL01|000000000001008766|20200218|2.180 |101.70 |101.70 |58.42 |43.28 
FL02|000000000001008766|20200218|1.080 |47.20 |47.20 |34.62 |12.58 
FL03|000000000001008766|20200218|1.850 |82.60 |82.60 |78.31 |4.29 
FL18|000000000001008766|20200218|2.060 |100.40 |100.40 |63.96 |36.44 
FL19|000000000001008766|20200218|0.490 |21.60 |21.60 |12.54 |9.06 
SM02|000000000001008766|20200218|1.586 |52.33 |52.33 |38.55 |13.78 
SM12|000000000001008766|20200218|0.258 |11.61 |11.61 |6.23 |5.38 
SM18|000000000001008766|20200218|0.354 |19.12 |19.12 |8.50 |10.62 
SM22|000000000001008766|20200218|6.540 |294.30 |294.30 |156.95 |137.35 
SM24|000000000001008766|20200218|0.584 |28.62 |28.62 |14.37 |14.25 
SM27|000000000001008766|20200218|1.798 |70.11 |70.11 |43.63 |26.48 
SM28|000000000001008766|20200218|2.914 |142.77 |142.77 |69.97 |72.80 
SM31|000000000001008766|20200218|4.339 |195.26 |195.26 |104.19 |91.07 
SM36|000000000001008766|20200218|4.660 |209.70 |209.70 |111.89 |97.81 
SM37|000000000001008766|20200218|1.794 |80.73 |80.73 |43.15 |37.58 
SM44|000000000001008766|20200218|0.866 |42.43 |42.43 |20.78 |21.65 
ST04|000000000001008766|20200218|9.916 |433.56 |433.56 |239.01 |194.55 
ST05|000000000001008766|20200218|2.279 |68.09 |68.09 |55.37 |12.72 
ST10|000000000001008766|20200218|0.492 |12.34 |12.34 |11.87 |0.47 
ST14|000000000001008766|20200218|2.172 |97.74 |97.74 |52.63 |45.11 
ST16|000000000001008766|20200218|17.200 |734.18 |734.18 |423.80 |310.38 
ST18|000000000001008766|20200218|0.500 |29.50 |29.50 |17.50 |12.00 
T021|000000000001008766|20200218|2.326 |104.67 |104.67 |83.17 |21.50 
SM12|000000000001008769|20200218|1.310 |137.55 |137.55 |91.70 |45.85 
SM31|000000000001008769|20200218|0.620 |65.10 |65.10 |43.40 |21.70 
SM37|000000000001008769|20200218|2.390 |250.95 |250.95 |167.30 |83.65 
SM31|000000000001008771|20200218|1.474 |126.34 |126.34 |7.37 |118.97 
T020|000000000001008773|20200218|0.224 |16.80 |16.80 |11.20 |5.60 
FL01|000000000001008778|20200218|6.640 |310.60 |310.60 |151.33 |159.27 
FL02|000000000001008778|20200218|1.590 |76.10 |76.10 |52.72 |23.38 
FL03|000000000001008778|20200218|5.460 |247.20 |247.20 |168.44 |78.76 
FL04|000000000001008778|20200218|3.680 |165.30 |165.30 |117.91 |47.39 
FL05|000000000001008778|20200218|1.550 |81.60 |81.60 |73.76 |7.84 
FL06|000000000001008778|20200218|1.560 |85.80 |85.80 |70.96 |14.84 
FL09|000000000001008778|20200218|1.280 |71.50 |71.50 |56.08 |15.42 
FL12|000000000001008778|20200218|0.250 |14.30 |14.30 |10.50 |3.80 
FL18|000000000001008778|20200218|1.580 |113.80 |113.80 |76.54 |37.26 
SM01|000000000001008778|20200218|2.192 |140.28 |140.28 |70.14 |70.14 
SM02|000000000001008778|20200218|3.544 |163.69 |163.69 |101.09 |62.60 
SM03|000000000001008778|20200218|0.322 |20.61 |20.61 |10.31 |10.30 
SM04|000000000001008778|20200218|3.710 |237.44 |237.44 |117.08 |120.36 
SM06|000000000001008778|20200218|4.596 |294.15 |294.15 |147.22 |146.93 
SM09|000000000001008778|20200218|3.750 |239.98 |239.98 |120.00 |119.98 
SM11|000000000001008778|20200218|1.154 |68.09 |68.09 |32.49 |35.60 
SM12|000000000001008778|20200218|4.228 |334.02 |334.02 |202.94 |131.08 
SM13|000000000001008778|20200218|2.632 |129.01 |129.01 |84.23 |44.78 
SM14|000000000001008778|20200218|1.726 |110.47 |110.47 |55.27 |55.20 
SM15|000000000001008778|20200218|2.420 |129.25 |129.25 |73.83 |55.42 
SM16|000000000001008778|20200218|3.026 |193.67 |193.67 |96.84 |96.83 
SM17|000000000001008778|20200218|3.934 |251.77 |251.77 |125.88 |125.89 
SM18|000000000001008778|20200218|11.654 |618.72 |618.72 |328.62 |290.10 
SM22|000000000001008778|20200218|8.440 |666.77 |666.77 |404.94 |261.83 
SM23|000000000001008778|20200218|2.694 |212.83 |212.83 |129.31 |83.52 
SM24|000000000001008778|20200218|2.796 |164.96 |164.96 |78.80 |86.16 
SM25|000000000001008778|20200218|1.546 |51.41 |51.41 |49.43 |1.98 
SM26|000000000001008778|20200218|0.604 |30.20 |30.20 |18.62 |11.58 
SM28|000000000001008778|20200218|0.746 |44.02 |44.02 |20.90 |23.12 
SM31|000000000001008778|20200218|4.407 |348.14 |348.14 |211.53 |136.61 
SM32|000000000001008778|20200218|1.185 |59.25 |59.25 |36.22 |23.03 
SM34|000000000001008778|20200218|0.622 |39.81 |39.81 |19.71 |20.10 
SM36|000000000001008778|20200218|8.418 |665.03 |665.03 |404.07 |260.96 
SM39|000000000001008778|20200218|2.604 |153.65 |153.65 |73.12 |80.53 
SM40|000000000001008778|20200218|0.794 |46.85 |46.85 |23.27 |23.58 
SM46|000000000001008778|20200218|2.186 |139.90 |139.90 |69.94 |69.96 
SM47|000000000001008778|20200218|2.710 |173.43 |173.43 |86.75 |86.68 
SM49|000000000001008778|20200218|2.668 |133.40 |133.40 |82.20 |51.20 
ST02|000000000001008778|20200218|3.672 |235.03 |235.03 |117.50 |117.53 
ST04|000000000001008778|20200218|23.294 |1176.41 |1176.41 |653.97 |522.44 
ST05|000000000001008778|20200218|6.659 |235.65 |235.65 |192.24 |43.41 
ST06|000000000001008778|20200218|0.252 |8.39 |8.39 |8.07 |0.32 
ST10|000000000001008778|20200218|9.567 |755.79 |755.79 |397.51 |358.28 
ST13|000000000001008778|20200218|6.472 |453.04 |453.04 |215.08 |237.96 
ST14|000000000001008778|20200218|3.647 |288.07 |288.07 |175.05 |113.02 
ST16|000000000001008778|20200218|10.632 |808.04 |808.04 |510.33 |297.71 
ST17|000000000001008778|20200218|8.012 |465.33 |465.33 |256.30 |209.03 
ST18|000000000001008778|20200218|8.786 |439.30 |439.30 |267.02 |172.28 
T001|000000000001008778|20200218|19.226 |961.30 |961.30 |656.00 |305.30 
T020|000000000001008778|20200218|3.672 |183.60 |183.60 |127.35 |56.25 
T021|000000000001008778|20200218|1.764 |104.07 |104.07 |69.84 |34.23 
T023|000000000001008778|20200218|1.054 |73.78 |73.78 |31.62 |42.16 
T024|000000000001008778|20200218|2.798 |139.90 |139.90 |95.86 |44.04 
FL06|000000000001008780|20200218|0.760 |77.10 |77.10 |34.72 |42.38 
FL18|000000000001008780|20200218|1.020 |84.40 |84.40 |53.04 |31.36 
SM01|000000000001008780|20200218|0.290 |27.55 |27.55 |17.44 |10.11 
SM04|000000000001008780|20200218|0.528 |50.16 |50.16 |39.00 |11.16 
SM22|000000000001008780|20200218|0.822 |81.38 |81.38 |39.22 |42.16 
SM23|000000000001008780|20200218|0.372 |36.83 |36.83 |17.86 |18.97 
SM25|000000000001008780|20200218|0.764 |42.14 |42.14 |40.51 |1.63 
SM31|000000000001008780|20200218|1.405 |139.10 |139.10 |64.39 |74.71 
SM36|000000000001008780|20200218|0.442 |43.76 |43.76 |20.99 |22.77 
ST02|000000000001008780|20200218|0.342 |32.49 |32.49 |19.85 |12.64 
ST13|000000000001008780|20200218|1.200 |118.80 |118.80 |66.00 |52.80 
ST16|000000000001008780|20200218|2.154 |162.53 |162.53 |102.30 |60.23 
FL01|000000000001008782|20200218|3.080 |71.20 |71.20 |48.39 |22.81 
FL04|000000000001008782|20200218|0.490 |11.80 |11.80 |7.91 |3.89 
SM18|000000000001008782|20200218|1.460 |34.78 |34.78 |21.90 |12.88 
SM27|000000000001008782|20200218|0.186 |11.16 |11.16 |4.65 |6.51 
SM28|000000000001008782|20200218|1.692 |40.61 |40.61 |25.38 |15.23 
SM44|000000000001008782|20200218|0.874 |20.98 |20.98 |13.11 |7.87 
SM49|000000000001008782|20200218|0.304 |30.10 |30.10 |19.76 |10.34 
ST04|000000000001008782|20200218|12.224 |267.43 |267.43 |183.36 |84.07 
FL01|000000000001008783|20200218|3.350 |125.70 |125.70 |97.99 |27.71 
FL02|000000000001008783|20200218|2.270 |79.50 |79.50 |87.74 |8.24-
FL03|000000000001008783|20200218|1.330 |47.50 |47.50 |35.08 |12.42 
FL04|000000000001008783|20200218|1.800 |66.00 |66.00 |46.49 |19.51 
FL05|000000000001008783|20200218|1.830 |99.20 |99.20 |65.20 |34.00 
FL06|000000000001008783|20200218|1.880 |96.00 |96.00 |53.43 |42.57 
FL10|000000000001008783|20200218|0.490 |26.70 |26.70 |15.79 |10.91 
FL18|000000000001008783|20200218|1.020 |58.20 |58.20 |36.01 |22.19 
FL19|000000000001008783|20200218|0.260 |16.20 |16.20 |9.13 |7.07 
SM02|000000000001008783|20200218|3.470 |90.95 |90.95 |66.94 |24.01 
SM06|000000000001008783|20200218|1.824 |118.56 |118.56 |54.72 |63.84 
SM08|000000000001008783|20200218|0.781 |50.77 |50.77 |22.09 |28.68 
SM09|000000000001008783|20200218|0.880 |57.20 |57.20 |25.77 |31.43 
SM11|000000000001008783|20200218|2.478 |94.16 |94.16 |49.46 |44.70 
SM14|000000000001008783|20200218|1.036 |67.34 |67.34 |30.95 |36.39 
SM18|000000000001008783|20200218|1.800 |36.50 |36.50 |35.09 |1.41 
SM24|000000000001008783|20200218|2.396 |91.05 |91.05 |47.92 |43.13 
SM25|000000000001008783|20200218|2.646 |108.38 |108.38 |78.74 |29.64 
SM35|000000000001008783|20200218|5.654 |367.51 |367.51 |169.62 |197.89 
SM36|000000000001008783|20200218|0.860 |60.20 |60.20 |28.69 |31.51 
SM38|000000000001008783|20200218|0.354 |13.45 |13.45 |6.81 |6.64 
SM39|000000000001008783|20200218|1.236 |46.97 |46.97 |23.29 |23.68 
SM44|000000000001008783|20200218|0.814 |30.94 |30.94 |15.24 |15.70 
SM46|000000000001008783|20200218|0.398 |25.87 |25.87 |11.91 |13.96 
SM47|000000000001008783|20200218|0.436 |28.34 |28.34 |13.08 |15.26 
ST02|000000000001008783|20200218|2.548 |148.84 |148.84 |76.01 |72.83 
ST04|000000000001008783|20200218|7.988 |245.31 |245.31 |159.32 |85.99 
ST05|000000000001008783|20200218|3.383 |90.60 |90.60 |66.03 |24.57 
ST06|000000000001008783|20200218|0.514 |33.41 |33.41 |15.12 |18.29 
ST10|000000000001008783|20200218|1.766 |114.60 |114.60 |59.07 |55.53 
ST13|000000000001008783|20200218|2.770 |227.14 |227.14 |106.39 |120.75 
ST14|000000000001008783|20200218|0.786 |55.02 |55.02 |26.87 |28.15 
ST16|000000000001008783|20200218|0.284-|63.61 |63.61 |9.06-|72.67 
ST17|000000000001008783|20200218|1.830 |56.86 |56.86 |54.68 |2.18 
T001|000000000001008783|20200218|1.992 |87.65 |87.65 |59.76 |27.89 
T024|000000000001008783|20200218|1.458 |64.15 |64.15 |43.74 |20.41 
FL05|000000000001008785|20200218|0.270 |34.60 |34.60 |11.62 |22.98 
FL06|000000000001008785|20200218|0.500 |64.50 |64.50 |23.67 |40.83 
FL09|000000000001008785|20200218|0.250 |34.30 |34.30 |18.25 |16.05 
FL12|000000000001008785|20200218|0.780 |103.00 |103.00 |65.82 |37.18 
SM01|000000000001008785|20200218|6.968 |919.78 |919.78 |586.01 |333.77 
SM06|000000000001008785|20200218|1.824 |240.77 |240.77 |153.51 |87.26 
SM13|000000000001008785|20200218|4.615 |598.12 |598.12 |387.72 |210.40 
SM14|000000000001008785|20200218|3.560 |469.91 |469.91 |299.04 |170.87 
SM16|000000000001008785|20200218|3.856 |508.98 |508.98 |323.78 |185.20 
SM25|000000000001008785|20200218|11.940 |1554.23 |1554.23 |1009.51 |544.72 
SM46|000000000001008785|20200218|10.538 |1391.03 |1391.03 |888.34 |502.69 
ST02|000000000001008785|20200218|6.298 |831.33 |831.33 |530.79 |300.54 
ST06|000000000001008785|20200218|3.566 |435.95 |435.95 |299.80 |136.15 
ST17|000000000001008785|20200218|5.076 |658.37 |658.37 |430.09 |228.28 
T012|000000000001008786|20200218|0.694 |8.33 |8.33 |5.59 |2.74 
ST18|000000000001008787|20200218|0.076 |15.12 |15.12 |7.46 |7.66 
FL01|000000000001008788|20200218|1.650 |71.00 |71.00 |54.85 |16.15 
FL03|000000000001008788|20200218|3.440 |147.70 |147.70 |305.85 |158.15-
FL05|000000000001008788|20200218|6.110 |424.40 |424.40 |646.01 |221.61-
FL09|000000000001008788|20200218|1.870 |129.35 |129.35 |104.12 |25.23 
FL10|000000000001008788|20200218|1.540 |114.90 |114.90 |138.94 |24.04-
SM01|000000000001008788|20200218|3.602 |306.17 |306.17 |180.10 |126.07 
SM02|000000000001008788|20200218|7.738 |580.35 |580.35 |232.14 |348.21 
SM03|000000000001008788|20200218|3.082 |261.97 |261.97 |154.10 |107.87 
SM04|000000000001008788|20200218|6.948 |590.58 |590.58 |348.78 |241.80 
SM06|000000000001008788|20200218|1.614 |137.19 |137.19 |80.74 |56.45 
SM08|000000000001008788|20200218|3.110 |264.36 |264.36 |155.52 |108.84 
SM09|000000000001008788|20200218|1.814 |154.19 |154.19 |90.71 |63.48 
SM11|000000000001008788|20200218|0.918 |66.09 |66.09 |27.54 |38.55 
SM12|000000000001008788|20200218|0.210 |68.25 |68.25 |12.60 |55.65 
SM13|000000000001008788|20200218|11.121 |867.33 |867.33 |556.26 |311.07 
SM14|000000000001008788|20200218|3.566 |303.11 |303.11 |178.63 |124.48 
SM15|000000000001008788|20200218|3.062 |379.72 |379.72 |240.22 |139.50 
SM16|000000000001008788|20200218|1.448 |123.08 |123.08 |72.40 |50.68 
SM17|000000000001008788|20200218|0.604 |51.34 |51.34 |30.20 |21.14 
SM18|000000000001008788|20200218|18.536 |1482.88 |1482.88 |556.08 |926.80 
SM24|000000000001008788|20200218|2.830 |203.76 |203.76 |84.90 |118.86 
SM26|000000000001008788|20200218|2.176 |280.69 |280.69 |152.91 |127.78 
SM27|000000000001008788|20200218|0.246 |79.95 |79.95 |1.23 |78.72 
SM28|000000000001008788|20200218|2.900 |226.21 |226.21 |87.00 |139.21 
SM32|000000000001008788|20200218|0.210 |27.09 |27.09 |14.94 |12.15 
SM35|000000000001008788|20200218|2.370 |201.45 |201.45 |118.50 |82.95 
SM38|000000000001008788|20200218|2.084 |150.06 |150.06 |62.52 |87.54 
SM39|000000000001008788|20200218|2.130 |166.14 |166.14 |63.90 |102.24 
SM40|000000000001008788|20200218|2.158 |155.38 |155.38 |64.74 |90.64 
SM44|000000000001008788|20200218|4.688 |351.60 |351.60 |141.16 |210.44 
SM46|000000000001008788|20200218|5.678 |482.63 |482.63 |283.90 |198.73 
SM47|000000000001008788|20200218|3.136 |266.56 |266.56 |156.93 |109.63 
ST02|000000000001008788|20200218|5.538 |419.95 |419.95 |277.47 |142.48 
ST04|000000000001008788|20200218|28.740 |2164.30 |2164.30 |862.20 |1302.10 
ST05|000000000001008788|20200218|4.641 |194.07 |194.07 |139.25 |54.82 
ST06|000000000001008788|20200218|2.774 |235.79 |235.79 |138.70 |97.09 
ST13|000000000001008788|20200218|9.392 |929.81 |929.81 |643.63 |286.18 
ST17|000000000001008788|20200218|7.066 |409.81 |409.81 |353.70 |56.11 
ST18|000000000001008788|20200218|11.576 |1493.31 |1493.31 |730.55 |762.76 
T001|000000000001008788|20200218|10.426 |888.63 |888.63 |435.50 |453.13 
T012|000000000001008788|20200218|0.958 |158.07 |158.07 |107.78 |50.29 
T021|000000000001008788|20200218|0.430 |68.80 |68.80 |51.38 |17.42 
T023|000000000001008788|20200218|0.696 |68.91 |68.91 |31.32 |37.59 
T024|000000000001008788|20200218|0.228 |20.29 |20.29 |9.12 |11.17 
SM15|000000000001008790|20200218|0.916 |118.16 |118.16 |70.02 |48.14 
T001|000000000001008790|20200218|2.422 |239.78 |239.78 |168.71 |71.07 
FL10|000000000001008791|20200218|0.260 |13.50 |13.50 |21.66 |8.16-
SM01|000000000001008791|20200218|1.262 |112.31 |112.31 |44.18 |68.13 
SM03|000000000001008791|20200218|0.710 |63.19 |63.19 |24.85 |38.34 
SM15|000000000001008791|20200218|0.228 |32.83 |32.83 |16.56 |16.27 
SM16|000000000001008791|20200218|0.316 |28.12 |28.12 |11.06 |17.06 
SM26|000000000001008791|20200218|0.116 |16.70 |16.70 |8.91 |7.79 
SM32|000000000001008791|20200218|0.530 |76.32 |76.32 |41.69 |34.63 
SM47|000000000001008791|20200218|0.332 |29.55 |29.55 |11.62 |17.93 
ST02|000000000001008791|20200218|0.260 |9.46 |9.46 |9.10 |0.36 
ST06|000000000001008791|20200218|0.472 |42.01 |42.01 |16.52 |25.49 
ST17|000000000001008791|20200218|2.376 |211.47 |211.47 |83.16 |128.31 
ST18|000000000001008791|20200218|2.670 |384.48 |384.48 |208.80 |175.68 
T001|000000000001008791|20200218|0.294 |32.63 |32.63 |20.75 |11.88 
SM01|000000000001008792|20200218|2.060 |103.00 |103.00 |63.63 |39.37 
SM03|000000000001008792|20200218|2.366 |118.30 |118.30 |70.98 |47.32 
SM15|000000000001008792|20200218|1.242 |117.99 |117.99 |68.31 |49.68 
SM16|000000000001008792|20200218|1.392 |69.60 |69.60 |42.81 |26.79 
SM25|000000000001008792|20200218|0.668 |33.40 |33.40 |20.56 |12.84 
SM26|000000000001008792|20200218|0.344 |32.68 |32.68 |20.14 |12.54 
SM46|000000000001008792|20200218|1.000 |50.00 |50.00 |30.00 |20.00 
ST02|000000000001008792|20200218|3.006 |150.30 |150.30 |90.60 |59.70 
ST13|000000000001008792|20200218|0.674 |46.51 |46.51 |33.71 |12.80 
T001|000000000001008792|20200218|1.952 |136.64 |136.64 |97.45 |39.19 
T012|000000000001008792|20200218|1.224 |243.58 |243.58 |147.92 |95.66 
FL05|000000000001008793|20200218|0.240 |15.60 |15.60 |9.55 |6.05 
SM03|000000000001008793|20200218|0.482 |33.74 |33.74 |16.87 |16.87 
SM25|000000000001008793|20200218|0.244 |17.08 |17.08 |8.53 |8.55 
SM26|000000000001008793|20200218|0.242 |23.96 |23.96 |14.84 |9.12 
SM32|000000000001008793|20200218|1.212 |119.99 |119.99 |78.78 |41.21 
ST17|000000000001008793|20200218|0.468 |24.63 |24.63 |16.38 |8.25 
T001|000000000001008793|20200218|0.380 |33.82 |33.82 |21.56 |12.26 
T024|000000000001008793|20200218|0.330 |29.37 |29.37 |23.10 |6.27 
FL06|000000000001008794|20200218|1.080 |19.60 |19.60 |14.83 |4.77 
FL10|000000000001008794|20200218|1.560 |28.60 |28.60 |20.03 |8.57 
FL18|000000000001008794|20200218|0.540 |30.70 |30.70 |19.98 |10.72 
SM01|000000000001008794|20200218|5.200 |88.40 |88.40 |57.30 |31.10 
SM02|000000000001008794|20200218|2.000 |50.00 |50.00 |30.46 |19.54 
SM03|000000000001008794|20200218|3.254 |55.31 |55.31 |35.86 |19.45 
SM04|000000000001008794|20200218|9.678 |164.53 |164.53 |106.65 |57.88 
SM06|000000000001008794|20200218|3.586 |60.95 |60.95 |39.45 |21.50 
SM08|000000000001008794|20200218|1.445 |24.56 |24.56 |16.33 |8.23 
SM09|000000000001008794|20200218|6.026 |102.44 |102.44 |66.34 |36.10 
SM13|000000000001008794|20200218|1.403 |23.85 |23.85 |15.44 |8.41 
SM14|000000000001008794|20200218|3.028 |51.48 |51.48 |33.31 |18.17 
SM15|000000000001008794|20200218|1.748 |52.44 |52.44 |36.04 |16.40 
SM16|000000000001008794|20200218|2.444 |41.55 |41.55 |26.88 |14.67 
SM17|000000000001008794|20200218|5.598 |95.17 |95.17 |61.63 |33.54 
SM22|000000000001008794|20200218|0.316 |14.22 |14.22 |15.80 |1.58-
SM24|000000000001008794|20200218|1.968 |49.20 |49.20 |30.13 |19.07 
SM25|000000000001008794|20200218|2.734 |40.47 |40.47 |30.08 |10.39 
SM26|000000000001008794|20200218|2.674 |80.22 |80.22 |52.97 |27.25 
SM27|000000000001008794|20200218|1.346 |64.60 |64.60 |40.38 |24.22 
SM28|000000000001008794|20200218|0.366 |9.15 |9.15 |5.56 |3.59 
SM35|000000000001008794|20200218|3.582 |60.89 |60.89 |39.90 |20.99 
SM36|000000000001008794|20200218|0.952 |42.84 |42.84 |31.65 |11.19 
SM38|000000000001008794|20200218|1.202 |30.05 |30.05 |18.03 |12.02 
SM39|000000000001008794|20200218|0.552 |13.80 |13.80 |8.44 |5.36 
SM44|000000000001008794|20200218|0.902 |22.55 |22.55 |13.88 |8.67 
