"""Plant"""STR:0PLANT|"""Material"""MAT:0MATERIAL|"""Calendar Day"""CALDAY:0CALDAY|"""Sal Qty"""SALEQTY:0CPBAINSABU|"""Sal Ret Val"""SALERET:0RTBAINSASV|"""Sal Ret with Tax"""GROSSVAL:0RTBAINSAST|"""Sal Cost Val"""COSTVAL:0CPBAINSAPV|"""Net Margin"""NETMARGIN:0RTBAINSASV
SM15|000000000001008699|20200215|7.620 |220.98 |220.98 |169.01 |51.97 
SM16|000000000001008699|20200215|52.614 |1151.99 |1151.99 |823.39 |328.60 
SM17|000000000001008699|20200215|85.630 |1883.87 |1883.87 |1335.82 |548.05 
SM18|000000000001008699|20200215|46.404 |1950.36 |1950.36 |1318.23 |632.13 
SM20|000000000001008699|20200215|11.457 |332.27 |332.27 |252.39 |79.88 
SM22|000000000001008699|20200215|48.452 |2131.89 |2131.89 |1319.85 |812.04 
SM23|000000000001008699|20200215|4.916 |196.64 |196.64 |131.45 |65.19 
SM24|000000000001008699|20200215|10.816 |422.64 |422.64 |305.56 |117.08 
SM25|000000000001008699|20200215|129.470 |2778.07 |2778.07 |2019.73 |758.34 
SM26|000000000001008699|20200215|6.584 |190.94 |190.94 |147.99 |42.95 
SM27|000000000001008699|20200215|6.434 |315.26 |315.26 |191.10 |124.16 
SM28|000000000001008699|20200215|20.924 |920.64 |920.64 |554.07 |366.57 
SM31|000000000001008699|20200215|29.286 |1317.93 |1317.93 |781.34 |536.59 
SM32|000000000001008699|20200215|5.505 |159.67 |159.67 |123.93 |35.74 
SM34|000000000001008699|20200215|11.134 |244.95 |244.95 |173.58 |71.37 
SM35|000000000001008699|20200215|32.984 |725.63 |725.63 |515.52 |210.11 
SM36|000000000001008699|20200215|41.008 |1722.32 |1722.32 |1079.33 |642.99 
SM37|000000000001008699|20200215|7.134 |285.36 |285.36 |187.63 |97.73 
SM38|000000000001008699|20200215|7.156 |286.24 |286.24 |194.14 |92.10 
SM39|000000000001008699|20200215|18.472 |820.04 |820.04 |519.06 |300.98 
SM40|000000000001008699|20200215|0.594 |23.76 |23.76 |18.36 |5.40 
SM44|000000000001008699|20200215|11.078 |465.26 |465.26 |295.45 |169.81 
SM46|000000000001008699|20200215|30.824 |678.16 |678.16 |475.28 |202.88 
SM47|000000000001008699|20200215|71.304 |1568.70 |1568.70 |1111.62 |457.08 
SM49|000000000001008699|20200215|25.484 |739.02 |739.02 |561.92 |177.10 
ST02|000000000001008699|20200215|115.324 |2521.29 |2521.29 |1792.01 |729.28 
ST04|000000000001008699|20200215|122.224 |4821.17 |4821.17 |3302.06 |1519.11 
ST05|000000000001008699|20200215|31.903 |1175.21 |1175.21 |959.59 |215.62 
ST06|000000000001008699|20200215|34.788 |762.40 |762.40 |542.35 |220.05 
ST10|000000000001008699|20200215|69.645 |2840.82 |2840.82 |1922.06 |918.76 
ST13|000000000001008699|20200215|21.806 |1199.33 |1199.33 |834.97 |364.36 
ST14|000000000001008699|20200215|34.696 |1526.63 |1526.63 |903.83 |622.80 
ST16|000000000001008699|20200215|169.198 |7003.75 |7003.75 |4489.81 |2513.94 
ST17|000000000001008699|20200215|148.752 |3132.43 |3132.43 |2316.56 |815.87 
ST18|000000000001008699|20200215|93.116 |2700.26 |2700.26 |2056.85 |643.41 
T001|000000000001008699|20200215|40.992 |2828.45 |2828.45 |2090.60 |737.85 
T012|000000000001008699|20200215|3.948 |276.36 |276.36 |189.23 |87.13 
T020|000000000001008699|20200215|3.738 |246.71 |246.71 |193.55 |53.16 
T021|000000000001008699|20200215|3.444 |203.19 |203.19 |165.32 |37.87 
T022|000000000001008699|20200215|0.396 |23.76 |23.76 |19.01 |4.75 
T023|000000000001008699|20200215|2.592 |142.56 |142.56 |98.93 |43.63 
T024|000000000001008699|20200215|8.290 |572.02 |572.02 |422.78 |149.24 
FL01|000000000001008700|20200215|155.950 |4508.80 |4508.80 |2453.09 |2055.71 
FL02|000000000001008700|20200215|40.320 |1169.00 |1169.00 |1655.14 |486.14-
FL03|000000000001008700|20200215|72.790 |2004.50 |2004.50 |682.77 |1321.73 
FL04|000000000001008700|20200215|62.380 |1732.50 |1732.50 |606.34 |1126.16 
FL05|000000000001008700|20200215|39.220 |1526.20 |1526.20 |196.10 |1330.10 
FL06|000000000001008700|20200215|33.120 |1334.00 |1334.00 |165.60 |1168.40 
FL09|000000000001008700|20200215|26.320 |1021.90 |1021.90 |131.60 |890.30 
FL10|000000000001008700|20200215|5.320 |204.60 |204.60 |120.07 |84.53 
FL12|000000000001008700|20200215|1.010 |41.70 |41.70 |21.31 |20.39 
FL18|000000000001008700|20200215|73.230 |2258.60 |2258.60 |4918.13 |2659.53-
FL19|000000000001008700|20200215|11.160 |365.20 |365.20 |254.45 |110.75 
HB04|000000000001008700|20200215|200.000-|0.00 |0.00 |4800.00-|4800.00 
SM01|000000000001008700|20200215|391.976 |12543.16 |12543.16 |11389.74 |1153.42 
SM02|000000000001008700|20200215|374.962 |10620.78 |10620.78 |8192.99 |2427.79 
SM03|000000000001008700|20200215|281.756 |9014.18 |9014.18 |8145.54 |868.64 
SM04|000000000001008700|20200215|230.426 |7373.67 |7373.67 |6658.82 |714.85 
SM06|000000000001008700|20200215|217.145 |6948.67 |6948.67 |6273.32 |675.35 
SM08|000000000001008700|20200215|224.745 |7191.85 |7191.85 |6562.47 |629.38 
SM09|000000000001008700|20200215|210.184 |6725.87 |6725.87 |6101.62 |624.25 
SM11|000000000001008700|20200215|317.213 |8564.71 |8564.71 |6572.61 |1992.10 
SM12|000000000001008700|20200215|73.933 |2439.81 |2439.81 |1797.32 |642.49 
SM13|000000000001008700|20200215|355.149 |11318.82 |11318.82 |10277.99 |1040.83 
SM14|000000000001008700|20200215|206.982 |6623.45 |6623.45 |6062.50 |560.95 
SM15|000000000001008700|20200215|90.102 |2612.94 |2612.94 |2216.52 |396.42 
SM16|000000000001008700|20200215|217.783 |6985.61 |6985.61 |6293.99 |691.62 
SM17|000000000001008700|20200215|125.040 |4001.28 |4001.28 |3673.70 |327.58 
SM18|000000000001008700|20200215|270.630 |7809.73 |7809.73 |5645.67 |2164.06 
SM20|000000000001008700|20200215|81.749 |2370.74 |2370.74 |2024.92 |345.82 
SM22|000000000001008700|20200215|294.436 |9716.34 |9716.34 |7322.59 |2393.75 
SM23|000000000001008700|20200215|93.402 |2802.06 |2802.06 |2273.42 |528.64 
SM24|000000000001008700|20200215|138.678 |3744.33 |3744.33 |2928.88 |815.45 
SM25|000000000001008700|20200215|468.942 |14967.83 |14967.83 |13699.86 |1267.97 
SM26|000000000001008700|20200215|68.982 |2000.50 |2000.50 |1668.70 |331.80 
SM27|000000000001008700|20200215|49.414 |1772.04 |1772.04 |1162.22 |609.82 
SM28|000000000001008700|20200215|140.147 |4204.01 |4204.01 |2915.06 |1288.95 
SM31|000000000001008700|20200215|168.896 |5742.49 |5742.49 |4107.50 |1634.99 
SM32|000000000001008700|20200215|115.012 |3335.46 |3335.46 |2813.21 |522.25 
SM34|000000000001008700|20200215|87.306 |2793.74 |2793.74 |2547.58 |246.16 
SM35|000000000001008700|20200215|125.104 |4003.29 |4003.29 |3630.55 |372.74 
SM36|000000000001008700|20200215|283.228 |9063.33 |9063.33 |6746.47 |2316.86 
SM37|000000000001008700|20200215|154.496 |4634.88 |4634.88 |3769.72 |865.16 
SM38|000000000001008700|20200215|109.698 |2961.90 |2961.90 |2335.48 |626.42 
SM39|000000000001008700|20200215|88.738 |2676.87 |2676.87 |1885.74 |791.13 
SM40|000000000001008700|20200215|90.072 |2431.99 |2431.99 |1979.80 |452.19 
SM44|000000000001008700|20200215|186.896 |5419.94 |5419.94 |3928.54 |1491.40 
SM46|000000000001008700|20200215|230.284 |7369.13 |7369.13 |6728.86 |640.27 
SM47|000000000001008700|20200215|220.436 |7053.91 |7053.91 |6421.27 |632.64 
SM49|000000000001008700|20200215|259.510 |7525.86 |7525.86 |6482.62 |1043.24 
ST02|000000000001008700|20200215|387.126 |12378.12 |12378.12 |11218.86 |1159.26 
ST04|000000000001008700|20200215|904.971 |25925.09 |25925.09 |19580.99 |6344.10 
ST05|000000000001008700|20200215|246.788 |6280.45 |6280.45 |5138.90 |1141.55 
ST06|000000000001008700|20200215|232.120 |7425.84 |7425.84 |6712.90 |712.94 
ST10|000000000001008700|20200215|312.146 |9928.49 |9928.49 |7540.61 |2387.88 
ST13|000000000001008700|20200215|112.191 |3591.20 |3591.20 |2805.90 |785.30 
ST14|000000000001008700|20200215|205.332 |6775.93 |6775.93 |4950.58 |1825.35 
ST16|000000000001008700|20200215|497.670 |15797.59 |15797.59 |11921.50 |3876.09 
ST17|000000000001008700|20200215|572.956 |18263.21 |18263.21 |16569.81 |1693.40 
ST18|000000000001008700|20200215|657.970 |19081.26 |19081.26 |16173.35 |2907.91 
T001|000000000001008700|20200215|313.232 |11902.73 |11902.73 |10029.74 |1872.99 
T020|000000000001008700|20200215|67.304 |2422.90 |2422.90 |2280.24 |142.66 
T023|000000000001008700|20200215|32.986 |1055.54 |1055.54 |817.72 |237.82 
T024|000000000001008700|20200215|104.780 |3981.67 |3981.67 |3533.21 |448.46 
T001|000000000001008701|20200215|465.347 |8376.26 |8376.26 |8003.69 |372.57 
T020|000000000001008701|20200215|60.244 |1084.40 |1084.40 |1024.14 |60.26 
T024|000000000001008701|20200215|108.236 |1948.26 |1948.26 |1891.94 |56.32 
T012|000000000001008702|20200215|30.448 |274.03 |274.03 |165.93 |108.10 
T021|000000000001008702|20200215|28.988 |260.91 |260.91 |169.28 |91.63 
T022|000000000001008702|20200215|15.606 |109.24 |109.24 |93.66 |15.58 
FL10|000000000001008703|20200215|3.100 |73.17 |73.17 |61.32 |11.85 
SM34|000000000001008703|20200215|10.494 |262.35 |262.35 |188.57 |73.78 
SM39|000000000001008703|20200215|1.546 |38.65 |38.65 |7.73 |30.92 
ST02|000000000001008703|20200215|3.100 |59.35 |59.35 |57.07 |2.28 
ST13|000000000001008703|20200215|84.494 |2957.29 |2957.29 |2218.06 |739.23 
ST18|000000000001008703|20200215|0.630 |11.97 |11.97 |11.53 |0.44 
T001|000000000001008703|20200215|40.894 |899.66 |899.66 |752.88 |146.78 
T023|000000000001008703|20200215|7.586 |265.51 |265.51 |197.23 |68.28 
T024|000000000001008703|20200215|1.788 |39.34 |39.34 |35.76 |3.58 
FL01|000000000001008704|20200215|86.190 |2277.50 |2277.50 |1712.60 |564.90 
FL02|000000000001008704|20200215|10.240 |274.10 |274.10 |186.78 |87.32 
FL03|000000000001008704|20200215|16.940 |456.20 |456.20 |251.90 |204.30 
FL04|000000000001008704|20200215|27.940 |747.70 |747.70 |485.04 |262.66 
FL05|000000000001008704|20200215|14.420 |789.90 |789.90 |421.79 |368.11 
FL06|000000000001008704|20200215|3.140 |172.00 |172.00 |133.10 |38.90 
FL09|000000000001008704|20200215|3.730 |203.70 |203.70 |148.90 |54.80 
FL10|000000000001008704|20200215|0.270 |14.70 |14.70 |11.36 |3.34 
FL12|000000000001008704|20200215|0.780 |42.60 |42.60 |30.77 |11.83 
SM01|000000000001008704|20200215|101.290 |5054.38 |5054.38 |3646.41 |1407.97 
SM02|000000000001008704|20200215|127.308 |3477.40 |3477.40 |2383.22 |1094.18 
SM03|000000000001008704|20200215|67.466 |3366.56 |3366.56 |2438.90 |927.66 
SM04|000000000001008704|20200215|28.116 |1403.00 |1403.00 |1016.66 |386.34 
SM06|000000000001008704|20200215|69.980 |3492.02 |3492.02 |2560.55 |931.47 
SM08|000000000001008704|20200215|68.939 |3440.10 |3440.10 |2499.12 |940.98 
SM09|000000000001008704|20200215|37.077 |1850.16 |1850.16 |1345.53 |504.63 
SM11|000000000001008704|20200215|52.394 |1362.23 |1362.23 |985.03 |377.20 
SM12|000000000001008704|20200215|37.084 |1071.61 |1071.61 |819.58 |252.03 
SM13|000000000001008704|20200215|120.344 |5953.86 |5953.86 |4369.69 |1584.17 
SM14|000000000001008704|20200215|51.710 |2580.34 |2580.34 |1910.17 |670.17 
SM15|000000000001008704|20200215|8.282 |306.44 |306.44 |238.27 |68.17 
SM16|000000000001008704|20200215|71.668 |3576.19 |3576.19 |2583.63 |992.56 
SM17|000000000001008704|20200215|24.800 |1237.52 |1237.52 |898.01 |339.51 
SM18|000000000001008704|20200215|129.616 |3695.58 |3695.58 |2422.68 |1272.90 
SM20|000000000001008704|20200215|10.472 |387.47 |387.47 |287.89 |99.58 
SM22|000000000001008704|20200215|164.536 |4771.52 |4771.52 |3619.73 |1151.79 
SM23|000000000001008704|20200215|50.116 |1453.36 |1453.36 |1103.03 |350.33 
SM24|000000000001008704|20200215|92.850 |2414.08 |2414.08 |1739.10 |674.98 
SM25|000000000001008704|20200215|130.784 |6487.97 |6487.97 |4746.17 |1741.80 
SM26|000000000001008704|20200215|5.146 |190.40 |190.40 |140.64 |49.76 
SM27|000000000001008704|20200215|17.150 |325.86 |325.86 |274.39 |51.47 
SM28|000000000001008704|20200215|92.340 |2770.20 |2770.20 |1733.25 |1036.95 
SM31|000000000001008704|20200215|116.318 |3373.33 |3373.33 |2517.17 |856.16 
SM32|000000000001008704|20200215|1.070 |39.59 |39.59 |32.10 |7.49 
SM34|000000000001008704|20200215|18.672 |931.73 |931.73 |674.59 |257.14 
SM35|000000000001008704|20200215|27.368 |1365.69 |1365.69 |1006.00 |359.69 
SM36|000000000001008704|20200215|75.384 |2186.09 |2186.09 |1658.46 |527.63 
SM37|000000000001008704|20200215|67.984 |1971.57 |1971.57 |1495.66 |475.91 
SM38|000000000001008704|20200215|16.858 |438.30 |438.30 |318.94 |119.36 
SM39|000000000001008704|20200215|59.564 |1769.93 |1769.93 |1109.06 |660.87 
SM40|000000000001008704|20200215|2.974 |77.33 |77.33 |53.81 |23.52 
SM44|000000000001008704|20200215|65.954 |1846.72 |1846.72 |1209.56 |637.16 
SM46|000000000001008704|20200215|65.502 |3268.57 |3268.57 |2402.62 |865.95 
SM47|000000000001008704|20200215|38.888 |1940.50 |1940.50 |1408.14 |532.36 
ST02|000000000001008704|20200215|75.022 |3740.32 |3740.32 |2730.82 |1009.50 
ST04|000000000001008704|20200215|365.314 |9986.33 |9986.33 |6691.62 |3294.71 
ST05|000000000001008704|20200215|45.060 |1056.89 |1056.89 |837.67 |219.22 
ST06|000000000001008704|20200215|48.232 |2397.12 |2397.12 |1744.08 |653.04 
ST10|000000000001008704|20200215|220.890 |6405.93 |6405.93 |4879.41 |1526.52 
ST13|000000000001008704|20200215|52.100 |2188.17 |2188.17 |1610.42 |577.75 
ST14|000000000001008704|20200215|114.424 |3318.24 |3318.24 |2517.34 |800.90 
ST16|000000000001008704|20200215|212.774 |6170.45 |6170.45 |4698.05 |1472.40 
ST17|000000000001008704|20200215|165.356 |8081.20 |8081.20 |6058.59 |2022.61 
ST18|000000000001008704|20200215|144.334 |5340.36 |5340.36 |4037.04 |1303.32 
T001|000000000001008704|20200215|322.624 |6452.48 |6452.48 |5343.88 |1108.60 
T012|000000000001008704|20200215|16.030 |448.84 |448.84 |270.92 |177.92 
T020|000000000001008704|20200215|35.194 |703.88 |703.88 |591.27 |112.61 
T021|000000000001008704|20200215|23.858 |596.45 |596.45 |381.72 |214.73 
T022|000000000001008704|20200215|4.648 |116.20 |116.20 |79.66 |36.54 
T023|000000000001008704|20200215|14.800 |518.00 |518.00 |417.64 |100.36 
T024|000000000001008704|20200215|73.272 |1465.44 |1465.44 |1172.37 |293.07 
FL01|000000000001008705|20200215|0.500 |20.80 |20.80 |16.64 |4.16 
FL02|000000000001008705|20200215|2.070 |82.60 |82.60 |77.21 |5.39 
FL03|000000000001008705|20200215|2.280 |94.20 |94.20 |109.96 |15.76-
FL05|000000000001008705|20200215|9.680 |432.00 |432.00 |330.28 |101.72 
FL06|000000000001008705|20200215|10.940 |482.10 |482.10 |232.26 |249.84 
FL09|000000000001008705|20200215|1.700 |78.40 |78.40 |55.51 |22.89 
FL10|000000000001008705|20200215|1.870 |88.50 |88.50 |55.17 |33.33 
FL12|000000000001008705|20200215|0.520 |24.20 |24.20 |2.60 |21.60 
FL19|000000000001008705|20200215|1.520 |105.60 |105.60 |66.18 |39.42 
SM01|000000000001008705|20200215|69.626 |3133.17 |3133.17 |1879.90 |1253.27 
SM02|000000000001008705|20200215|9.936 |474.60 |474.60 |229.81 |244.79 
SM03|000000000001008705|20200215|74.634 |3358.53 |3358.53 |2021.85 |1336.68 
SM04|000000000001008705|20200215|74.835 |3367.59 |3367.59 |2030.26 |1337.33 
SM06|000000000001008705|20200215|41.288 |1857.96 |1857.96 |1116.82 |741.14 
SM08|000000000001008705|20200215|48.771 |2194.75 |2194.75 |1316.83 |877.92 
SM09|000000000001008705|20200215|42.518 |1913.37 |1913.37 |1148.02 |765.35 
SM11|000000000001008705|20200215|3.264 |166.47 |166.47 |76.01 |90.46 
SM12|000000000001008705|20200215|0.296 |17.76 |17.76 |12.26 |5.50 
SM13|000000000001008705|20200215|70.880 |3160.70 |3160.70 |1913.69 |1247.01 
SM14|000000000001008705|20200215|38.282 |1722.69 |1722.69 |1035.91 |686.78 
SM15|000000000001008705|20200215|5.428 |244.26 |244.26 |157.20 |87.06 
SM16|000000000001008705|20200215|38.306 |1715.74 |1715.74 |1034.25 |681.49 
SM17|000000000001008705|20200215|71.924 |3236.58 |3236.58 |1948.40 |1288.18 
SM20|000000000001008705|20200215|25.044 |1126.99 |1126.99 |694.22 |432.77 
SM22|000000000001008705|20200215|0.722 |43.32 |43.32 |29.61 |13.71 
SM24|000000000001008705|20200215|4.714 |240.41 |240.41 |110.40 |130.01 
SM25|000000000001008705|20200215|87.368 |3706.54 |3706.54 |2379.08 |1327.46 
SM26|000000000001008705|20200215|8.724 |392.58 |392.58 |244.88 |147.70 
SM27|000000000001008705|20200215|1.024 |60.42 |60.42 |38.91 |21.51 
SM28|000000000001008705|20200215|6.778 |386.35 |386.35 |158.15 |228.20 
SM31|000000000001008705|20200215|1.900 |114.00 |114.00 |79.70 |34.30 
SM32|000000000001008705|20200215|1.215 |54.68 |54.68 |33.97 |20.71 
SM34|000000000001008705|20200215|8.880 |399.60 |399.60 |241.16 |158.44 
SM35|000000000001008705|20200215|20.688 |930.96 |930.96 |560.46 |370.50 
SM36|000000000001008705|20200215|3.172 |190.32 |190.32 |132.46 |57.86 
SM38|000000000001008705|20200215|1.174 |59.88 |59.88 |27.00 |32.88 
SM39|000000000001008705|20200215|3.092 |176.26 |176.26 |72.42 |103.84 
SM40|000000000001008705|20200215|0.782 |39.88 |39.88 |24.37 |15.51 
SM44|000000000001008705|20200215|0.250 |13.50 |13.50 |5.97 |7.53 
SM46|000000000001008705|20200215|15.758 |709.11 |709.11 |427.20 |281.91 
SM47|000000000001008705|20200215|53.558 |2410.11 |2410.11 |1449.84 |960.27 
SM49|000000000001008705|20200215|24.934 |1122.03 |1122.03 |685.20 |436.83 
ST02|000000000001008705|20200215|81.748 |3647.97 |3647.97 |2246.43 |1401.54 
ST04|000000000001008705|20200215|16.614 |931.43 |931.43 |417.02 |514.41 
ST05|000000000001008705|20200215|5.936 |236.12 |236.12 |140.20 |95.92 
ST06|000000000001008705|20200215|58.134 |2607.31 |2607.31 |1577.25 |1030.06 
ST10|000000000001008705|20200215|3.817 |203.13 |203.13 |157.98 |45.15 
ST13|000000000001008705|20200215|2.332 |139.92 |139.92 |92.46 |47.46 
ST14|000000000001008705|20200215|2.622 |157.32 |157.32 |109.18 |48.14 
ST17|000000000001008705|20200215|123.248 |5368.25 |5368.25 |3327.44 |2040.81 
ST18|000000000001008705|20200215|90.720 |4082.40 |4082.40 |2525.65 |1556.75 
T012|000000000001008706|20200215|43.082 |473.94 |473.94 |405.84 |68.10 
T021|000000000001008706|20200215|67.458 |742.05 |742.05 |609.84 |132.21 
T022|000000000001008706|20200215|13.848 |152.34 |152.34 |124.62 |27.72 
FL05|000000000001008707|20200215|0.520 |39.20 |39.20 |61.88 |22.68-
FL06|000000000001008707|20200215|0.250 |18.50 |18.50 |35.25 |16.75-
FL09|000000000001008707|20200215|0.000 |0.00 |0.00 |0.00 |0.00 
FL10|000000000001008707|20200215|0.110 |7.80 |7.80 |5.33 |2.47 
SM01|000000000001008707|20200215|8.522 |954.45 |954.45 |375.00 |579.45 
SM04|000000000001008707|20200215|5.352 |599.42 |599.42 |235.49 |363.93 
SM13|000000000001008707|20200215|5.575 |617.41 |617.41 |247.84 |369.57 
SM25|000000000001008707|20200215|11.046 |1220.44 |1220.44 |490.55 |729.89 
SM46|000000000001008707|20200215|3.840 |430.06 |430.06 |169.81 |260.25 
SM47|000000000001008707|20200215|5.216 |584.19 |584.19 |230.03 |354.16 
ST02|000000000001008707|20200215|9.194 |1022.52 |1022.52 |408.48 |614.04 
ST17|000000000001008707|20200215|10.298 |1118.95 |1118.95 |458.16 |660.79 
T001|000000000001008707|20200215|2.336 |128.48 |128.48 |84.93 |43.55 
T020|000000000001008707|20200215|0.244 |13.42 |13.42 |9.02 |4.40 
T024|000000000001008707|20200215|0.260 |14.30 |14.30 |9.45 |4.85 
FL01|000000000001008708|20200215|9.190 |455.40 |455.40 |253.92 |201.48 
FL02|000000000001008708|20200215|1.800 |91.50 |91.50 |125.17 |33.67-
FL03|000000000001008708|20200215|3.430 |171.70 |171.70 |84.55 |87.15 
FL04|000000000001008708|20200215|2.820 |141.20 |141.20 |212.60 |71.40-
FL05|000000000001008708|20200215|2.240 |68.00 |68.00 |133.77 |65.77-
FL06|000000000001008708|20200215|3.980 |117.80 |117.80 |245.96 |128.16-
FL09|000000000001008708|20200215|2.080 |62.40 |62.40 |104.52 |42.12-
FL10|000000000001008708|20200215|0.960 |28.40 |28.40 |4.80 |23.60 
FL12|000000000001008708|20200215|0.990 |29.40 |29.40 |29.84 |0.44-
FL18|000000000001008708|20200215|4.100 |222.30 |222.30 |135.01 |87.29 
FL19|000000000001008708|20200215|0.770 |47.00 |47.00 |27.79 |19.21 
HB04|000000000001008708|20200215|15.000-|0.00 |0.00 |330.00-|330.00 
SM01|000000000001008708|20200215|29.916 |1076.98 |1076.98 |507.08 |569.90 
SM02|000000000001008708|20200215|11.978 |561.69 |561.69 |336.81 |224.88 
SM03|000000000001008708|20200215|11.480 |413.27 |413.27 |195.14 |218.13 
SM04|000000000001008708|20200215|19.920 |717.11 |717.11 |338.61 |378.50 
SM06|000000000001008708|20200215|24.988 |899.54 |899.54 |424.79 |474.75 
SM08|000000000001008708|20200215|11.206 |403.42 |403.42 |190.40 |213.02 
SM09|000000000001008708|20200215|11.033 |397.18 |397.18 |187.56 |209.62 
SM11|000000000001008708|20200215|4.648 |232.40 |232.40 |130.30 |102.10 
SM12|000000000001008708|20200215|3.784 |245.96 |245.96 |124.86 |121.10 
SM13|000000000001008708|20200215|17.149 |577.97 |577.97 |291.55 |286.42 
SM14|000000000001008708|20200215|20.738 |746.57 |746.57 |352.35 |394.22 
SM15|000000000001008708|20200215|13.092 |379.68 |379.68 |274.01 |105.67 
SM16|000000000001008708|20200215|21.372 |769.39 |769.39 |363.34 |406.05 
SM17|000000000001008708|20200215|12.816 |461.42 |461.42 |217.63 |243.79 
SM18|000000000001008708|20200215|12.062 |591.04 |591.04 |338.81 |252.23 
SM20|000000000001008708|20200215|9.807 |284.40 |284.40 |207.80 |76.60 
SM22|000000000001008708|20200215|14.170 |921.05 |921.05 |465.78 |455.27 
SM23|000000000001008708|20200215|5.046 |327.99 |327.99 |164.44 |163.55 
SM24|000000000001008708|20200215|6.900 |345.00 |345.00 |191.60 |153.40 
SM25|000000000001008708|20200215|23.154 |760.87 |760.87 |393.88 |366.99 
SM26|000000000001008708|20200215|5.682 |164.80 |164.80 |121.66 |43.14 
SM27|000000000001008708|20200215|3.396 |183.38 |183.38 |115.93 |67.45 
SM28|000000000001008708|20200215|5.424 |271.20 |271.20 |151.01 |120.19 
SM31|000000000001008708|20200215|6.357 |413.20 |413.20 |210.81 |202.39 
SM32|000000000001008708|20200215|8.462 |245.45 |245.45 |179.56 |65.89 
SM34|000000000001008708|20200215|4.126 |148.53 |148.53 |69.91 |78.62 
SM35|000000000001008708|20200215|6.888 |247.97 |247.97 |116.83 |131.14 
SM36|000000000001008708|20200215|13.292 |863.98 |863.98 |434.75 |429.23 
SM37|000000000001008708|20200215|5.836 |379.34 |379.34 |190.20 |189.14 
SM38|000000000001008708|20200215|5.118 |255.90 |255.90 |141.92 |113.98 
SM39|000000000001008708|20200215|4.950 |247.50 |247.50 |135.98 |111.52 
SM40|000000000001008708|20200215|1.952 |97.60 |97.60 |51.87 |45.73 
SM44|000000000001008708|20200215|3.362 |168.10 |168.10 |93.43 |74.67 
SM46|000000000001008708|20200215|14.488 |521.61 |521.61 |246.31 |275.30 
SM47|000000000001008708|20200215|16.118 |580.27 |580.27 |273.95 |306.32 
SM49|000000000001008708|20200215|25.302 |748.55 |748.55 |542.24 |206.31 
ST02|000000000001008708|20200215|38.334 |1362.19 |1362.19 |650.50 |711.69 
ST04|000000000001008708|20200215|38.560 |1733.84 |1733.84 |1082.39 |651.45 
ST05|000000000001008708|20200215|7.746 |307.25 |307.25 |210.37 |96.88 
ST06|000000000001008708|20200215|19.556 |685.84 |685.84 |332.48 |353.36 
ST10|000000000001008708|20200215|11.563 |724.51 |724.51 |379.35 |345.16 
ST13|000000000001008708|20200215|11.258 |720.53 |720.53 |535.98 |184.55 
ST14|000000000001008708|20200215|8.332 |541.58 |541.58 |272.71 |268.87 
ST16|000000000001008708|20200215|31.126 |1899.80 |1899.80 |1020.14 |879.66 
